brid	AVERAGE
Brahy.D02G0769400	-1.989254115
Brahy.D05G0287900	-1.925455381
Brahy.D01G0285700	1.456940141
Brahy.S08G0137700	-1.494989677
Brahy.S10G0202000	0.422476959
Brahy.D01G0742300	-1.152978799
Brahy.S10G0000900	-4.507587593
Brahy.D01G0797500	2.561407863
Brahy.S04G0190500	1.736604214
Brahy.S09G0105300	-1.536753706
Brahy.D04G0120300	1.225858135
Brahy.S06G0194800	-1.183374831
Brahy.S05G0256700	-5.50989054
Brahy.S02G0308100	-4.160973157
Brahy.D02G0173000	-3.014316196
Brahy.D02G0632800	-2.214516146
Brahy.S06G0027200	2.206794007
Brahy.D01G0905800	-1.725338274
Brahy.S10G0100800	1.202522257
Brahy.S06G0117600	-2.853793345
Brahy.S09G0275600	-1.134852781
Brahy.D02G0105700	-1.317416514
Brahy.D01G0117800	-1.569981058
Brahy.D03G0579300	-1.845445587
Brahy.D01G0504900	-0.089938724
Brahy.D01G0347700	-1.526921459
Brahy.D02G0798100	1.214633323
Brahy.D03G0697700	1.407719461
Brahy.D03G0589200	-2.0118769
Brahy.S01G0141000	-2.495645773
Brahy.D05G0263600	-1.492509071
Brahy.S09G0281300	-1.127792104
Brahy.S01G0349600	-2.263680308
Brahy.S09G0068600	-1.903804753
Brahy.D01G0167300	-1.323914263
Brahy.D03G0104500	-1.391486447
Brahy.S09G0196100	-1.40563774
Brahy.S09G0005600	1.518303271
Brahy.D01G0340600	1.814066798
Brahy.D03G0677000	-1.952266057
Brahy.S09G0138000	0.780899175
Brahy.D04G0497400	-2.811688351
Brahy.S05G0140100	-1.304106319
Brahy.D02G0698200	-4.753777577
Brahy.S09G0274700	-1.950236778
Brahy.S03G0049100	2.099621851
Brahy.D01G0521500	-1.33610145
Brahy.S08G0247800	-1.966605943
Brahy.S04G0168400	-2.038469863
Brahy.D03G0413300	-1.604508417
Brahy.D03G0046100	-1.801050052
Brahy.S04G0358300	0.8667224
Brahy.D02G0718500	2.553986563
Brahy.S06G0260400	-1.355277685
Brahy.D01G0016400	-3.68020025
Brahy.D01G0377900	1.253744716
Brahy.S04G0242900	1.954266816
Brahy.D01G0746500	-1.135971963
Brahy.D04G0060200	-1.882718458
Brahy.D02G0199200	-2.23225957
Brahy.D01G0968200	-1.655079937
Brahy.D04G0389800	-1.157746608
Brahy.D02G0660400	-1.876145057
Brahy.S02G0347900	-1.331798809
Brahy.S05G0251500	-1.525639143
Brahy.S06G0242200	-1.80937591
Brahy.S09G0281600	-1.467535698
Brahy.S08G0144100	-1.568158742
Brahy.D04G0310700	1.531984837
Brahy.D01G0131200	-2.549070437
Brahy.S07G0080500	-2.452666637
Brahy.D01G0761400	-1.182740223
Brahy.D01G1067400	-1.111084369
Brahy.D01G1015000	1.355512324
Brahy.D02G0384300	-4.318228287
Brahy.S03G0159500	0.076543557
Brahy.S07G0104500	0.212727328
Brahy.S01G0329100	1.20490313
Brahy.S02G0011100	-1.675997819
Brahy.D02G0102200	-1.337718857
Brahy.S02G0246800	-1.362610277
Brahy.D04G0524100	-2.269115254
Brahy.S06G0060200	1.485206813
Brahy.S04G0160300	-1.779612508
Brahy.D01G0517700	-2.940841721
Brahy.D04G0407700	-4.409543476
Brahy.S01G0272900	2.07052923
Brahy.S07G0153900	-1.472380977
Brahy.S08G0246900	3.611417941
Brahy.S02G0054200	-1.77757462
Brahy.S01G0031500	-2.084878478
Brahy.S06G0088800	-1.112812578
Brahy.S04G0205300	-1.255438568
Brahy.S02G0410100	-1.918701263
Brahy.S08G0240800	-1.105761589
Brahy.D03G0061700	-4.585278582
Brahy.S06G0107900	-1.722969584
Brahy.S06G0152100	-1.473182333
Brahy.S02G0018100	-1.190548717
Brahy.D04G0116900	1.229300002
Brahy.D02G0009500	-1.702788206
Brahy.D02G0124500	1.298194301
Brahy.D01G0056400	-2.728996968
Brahy.S09G0118000	-2.246547702
Brahy.D02G0658800	-2.087486466
Brahy.D03G0073900	-2.569738816
Brahy.S10G0194800	-1.521386264
Brahy.S04G0040100	-1.119965936
Brahy.D02G0660600	1.701155969
Brahy.S04G0174600	-1.224401157
Brahy.S02G0261400	-4.240326696
Brahy.S04G0347000	1.363359945
Brahy.S05G0116100	-1.262014803
Brahy.S08G0095000	1.379282084
Brahy.D03G0406000	-1.226798602
Brahy.D01G0867300	-2.643392893
Brahy.S01G0026100	-1.441157097
Brahy.S10G0124200	-1.227004955
Brahy.D04G0014400	1.244649242
Brahy.D02G0633800	-2.561428006
Brahy.S08G0204700	-1.788896449
Brahy.D02G0725300	-1.62665467
Brahy.S05G0236500	-1.166666291
Brahy.D01G0221900	-1.670194911
Brahy.S03G0130100	-1.249237579
Brahy.D01G0224100	3.641897186
Brahy.D01G0754600	-1.287459833
Brahy.S09G0191300	-1.185209295
Brahy.S01G0166500	-2.718533233
Brahy.S08G0058500	1.666900702
Brahy.S01G0245800	-1.191151128
Brahy.D01G0375000	-1.138728912
Brahy.D03G0323400	-1.222436505
Brahy.D02G0170600	-1.085566578
Brahy.D01G0236400	2.034118846
Brahy.S10G0077200	-1.939451741
Brahy.D01G0039800	-1.991652252
Brahy.D01G0608200	-1.15124138
Brahy.D02G0354600	-1.638624882
Brahy.D05G0244000	-0.351334761
Brahy.D04G0146200	1.171087639
Brahy.D04G0413000	-1.90705342
Brahy.D01G0004900	-1.870858734
Brahy.D02G0090700	-1.774146179
Brahy.D01G0216200	0.731222875
Brahy.S02G0348800	-2.029196654
Brahy.D02G0610000	-2.05733707
Brahy.S01G0187400	-1.157256293
Brahy.S01G0133800	1.214374695
Brahy.S01G0282400	-1.413340277
Brahy.S01G0066200	-1.370291459
Brahy.D03G0186900	-1.277249349
Brahy.S01G0187600	1.859375517
Brahy.D02G0634400	-1.417644041
Brahy.S09G0197000	1.529150499
Brahy.D05G0321000	2.743451098
Brahy.D03G0175400	-1.124766831
Brahy.D03G0213200	1.462471562
Brahy.S01G0007300	-1.816277009
Brahy.D03G0064500	-1.366220581
Brahy.S03G0059400	-1.179274782
Brahy.S09G0000700	1.109975951
Brahy.D01G0118500	1.070942292
Brahy.D04G0612300	-3.103143095
Brahy.S09G0018800	0.739444333
Brahy.D03G0446100	-1.239933867
Brahy.S06G0143200	-1.474265542
Brahy.D02G0325300	-2.743682688
Brahy.S09G0210500	2.386945735
Brahy.D02G0837100	-1.431053201
Brahy.S04G0015700	-2.090140481
Brahy.S05G0019900	-1.119031879
Brahy.D02G0252100	-1.190726623
Brahy.D04G0073000	1.220813069
Brahy.S04G0366200	-2.267908099
Brahy.S02G0385500	-2.030725367
Brahy.S02G0322200	-1.31955959
Brahy.S06G0074200	-2.008754945
Brahy.S04G0309300	-1.11917268
Brahy.S04G0216900	-1.285482034
Brahy.S01G0283600	-1.153832844
Brahy.D01G0799200	-3.872677148
Brahy.S05G0012900	0.876252308
Brahy.D02G0288600	-2.193392796
Brahy.D03G0199300	-1.277801722
Brahy.D04G0627700	1.295436121
Brahy.D04G0265900	-1.68173707
Brahy.S01G0335200	-1.76258814
Brahy.S03G0319800	1.654223741
Brahy.S02G0301700	-1.303083208
Brahy.D02G0185700	1.44612029
Brahy.D02G0769500	-1.838922486
Brahy.S07G0126000	-2.060767063
Brahy.S05G0206000	-2.715532973
Brahy.S02G0153000	-1.759466935
Brahy.D01G0932200	-2.843762978
Brahy.D02G0516100	-1.667583006
Brahy.D01G0027700	2.11914037
Brahy.D03G0402300	-1.849569074
Brahy.S03G0276300	-1.170192689
Brahy.S03G0196300	-1.198696765
Brahy.D02G0084300	-1.348020588
Brahy.S10G0162000	2.058157246
Brahy.D04G0070700	-1.867839636
Brahy.D02G0283800	-1.610705929
Brahy.S07G0095800	-3.734207616
Brahy.S01G0019800	-1.356776742
Brahy.S05G0300500	-1.265250752
Brahy.D02G0744100	-1.373121655
Brahy.S07G0095700	-2.415329493
Brahy.D02G0494300	-1.138018997
Brahy.D03G0681800	-1.402263603
Brahy.D01G0589800	-3.062620948
Brahy.S01G0062400	-1.207165442
Brahy.S04G0319400	-1.949491747
Brahy.S02G0217100	2.184455216
Brahy.S03G0106200	1.098501958
Brahy.S02G0084000	-1.088782461
Brahy.S07G0092800	-1.277712919
Brahy.S04G0213600	-1.397712959
Brahy.D02G0375200	-2.179118333
Brahy.S01G0108900	-2.89684969
Brahy.S08G0129300	-1.554029869
Brahy.S08G0111700	-1.574604816
Brahy.S02G0191400	-1.239394556
Brahy.S07G0022500	-2.299178485
Brahy.D01G0981900	-1.197062992
Brahy.D03G0241200	1.633935064
Brahy.S01G0137400	-2.090863636
Brahy.D04G0143800	1.439477065
Brahy.D01G0115100	1.342568412
Brahy.S04G0285400	-1.365275648
Brahy.S08G0157400	-1.27361051
Brahy.D01G0055800	-1.932610371
Brahy.D05G0314700	-2.42026476
Brahy.D01G0579300	0.201464111
Brahy.S05G0153600	-2.429341606
Brahy.D02G0627400	-1.672141817
Brahy.D01G0752300	-1.708447151
Brahy.D01G0283200	-1.988530839
Brahy.S10G0042000	-1.122059069
Brahy.D04G0470900	1.522031504
Brahy.D02G0490000	-2.86024023
Brahy.S08G0147200	-1.115627911
Brahy.D03G0771600	-1.596039238
Brahy.D02G0582000	1.294581763
Brahy.D01G0080000	-1.582408515
Brahy.S01G0184500	-3.740060599
Brahy.D03G0022000	-1.150501804
Brahy.D02G0774100	1.298717072
Brahy.S01G0011700	-1.227018405
Brahy.D02G0619000	-2.093293739
Brahy.D03G0404200	1.17229048
Brahy.S07G0121400	-1.076838378
Brahy.S03G0035400	-1.423231026
Brahy.D01G0945800	1.424221826
Brahy.S03G0121700	-2.560603745
Brahy.S09G0048200	1.212087557
Brahy.S01G0223700	0.11953269
Brahy.S09G0268500	-1.202264365
Brahy.S06G0063700	1.618574612
Brahy.S03G0012000	3.141824076
Brahy.D01G0177700	-1.802557809
Brahy.S02G0082600	-2.184850907
Brahy.S03G0340000	-1.325999185
Brahy.D02G0440800	0.171863267
Brahy.D03G0680700	-2.326763533
Brahy.D04G0325300	-1.31888328
Brahy.S02G0325400	-1.453087512
Brahy.S08G0118900	-1.509705298
Brahy.S01G0193700	1.120563534
Brahy.S01G0332000	1.310504916
Brahy.S03G0033700	-1.366687609
Brahy.D02G0077500	-1.314609078
Brahy.D01G1032700	-2.633082695
Brahy.S02G0043600	1.081314892
Brahy.S04G0042800	-1.50648156
Brahy.S01G0412100	-3.120893165
Brahy.D03G0732800	-1.89138272
Brahy.D05G0094100	3.356645357
Brahy.D01G0498300	-1.29375431
Brahy.D01G0430200	-1.35957371
Brahy.D01G0266700	-1.339333387
Brahy.D03G0743200	1.781971984
Brahy.S04G0017600	-1.135687557
Brahy.S04G0170000	-1.534111144
Brahy.D02G0696300	-1.41320432
Brahy.S10G0175400	1.983119164
Brahy.D01G0038000	-1.062076414
Brahy.S01G0125900	-1.305294621
Brahy.D03G0116900	-1.179509174
Brahy.S02G0184900	-3.304904986
Brahy.S03G0302900	0.093860081
Brahy.D05G0157600	-2.615668696
Brahy.D01G0401600	-1.523918015
Brahy.S02G0042900	1.410597787
Brahy.D02G0677600	-1.27012657
Brahy.D01G1006600	-1.08774618
Brahy.D03G0462700	-2.077770599
Brahy.S08G0080400	-1.482731649
Brahy.S09G0186800	0.08255338
Brahy.S06G0260300	-1.894214548
Brahy.D02G0596900	0.429980455
Brahy.S10G0098800	1.118164138
Brahy.S02G0329300	-1.394062339
Brahy.S02G0327600	-1.067865546
Brahy.D02G0740600	1.073424074
Brahy.S10G0152500	1.284213264
Brahy.S07G0107200	-1.274125118
Brahy.S01G0360300	-1.17786154
Brahy.S01G0346700	-1.865266618
Brahy.D01G0045200	-1.402864023
Brahy.S02G0342600	-1.377072092
Brahy.D04G0051700	-1.224809882
Brahy.S06G0163100	-1.294444231
Brahy.S04G0286700	1.905636945
Brahy.D01G0044900	-1.30349425
Brahy.D02G0582600	-1.175820465
Brahy.S07G0224800	1.229013004
Brahy.S07G0088000	-1.665767646
Brahy.D01G0503800	-1.78890621
Brahy.S03G0314900	1.966052476
Brahy.D03G0809300	-1.282084917
Brahy.S01G0049100	-1.231796953
Brahy.S03G0265700	-2.289846349
Brahy.D02G0549500	-1.997746206
Brahy.S03G0266500	-1.428370611
Brahy.D02G0732700	-1.390038292
Brahy.S02G0269700	1.806643847
Brahy.S03G0230100	-1.27821849
Brahy.D04G0429100	1.078340447
Brahy.D02G0174000	-1.06962776
Brahy.D04G0198000	2.030779499
Brahy.D03G0630100	-1.386677692
Brahy.S06G0206700	2.59891209
Brahy.D03G0413100	1.12798204
Brahy.D02G0596600	-2.033705773
Brahy.S04G0010000	1.27627789
Brahy.D02G0662000	2.53373676
Brahy.S03G0140400	-1.292871163
Brahy.S10G0095600	-2.770296814
Brahy.D05G0145800	-1.769902301
Brahy.S09G0122100	-1.061954297
Brahy.S06G0266600	-1.287615554
Brahy.S08G0142100	-1.344103181
Brahy.S03G0271500	-0.14809693
Brahy.S02G0317000	-1.470570238
Brahy.D03G0345400	-2.378730335
Brahy.D01G0328300	-1.836867621
Brahy.S02G0185400	-1.158143928
Brahy.S04G0101000	-1.276320962
Brahy.D05G0313300	-1.973018805
Brahy.D01G0787300	1.909513671
Brahy.D04G0635600	-1.516100895
Brahy.S01G0197600	-1.258572252
Brahy.S10G0164200	-1.995549052
Brahy.S06G0072700	-2.710557561
Brahy.D01G0340900	-1.234564623
Brahy.D01G0573300	-2.390560074
Brahy.D05G0285000	-1.142060422
Brahy.S04G0077500	-1.888373415
Brahy.D01G0388600	-1.27075026
Brahy.D02G0165000	-1.114159202
Brahy.S07G0069700	-1.499201687
Brahy.D03G0311000	-1.202719286
Brahy.S05G0150000	-1.99178187
Brahy.S09G0183700	-1.02540403
Brahy.S07G0209800	-1.482257255
Brahy.D04G0310200	-1.116203793
Brahy.S01G0385100	-1.790975811
Brahy.D01G0883200	-1.644548653
Brahy.D01G0762700	-2.582603414
Brahy.D04G0307200	-1.87753937
Brahy.D03G0106800	-1.975242289
Brahy.S04G0302000	1.253368112
Brahy.S09G0272000	-1.95226292
Brahy.D02G0728000	-1.97286201
Brahy.D04G0386400	-1.683090342
Brahy.D03G0160600	-2.432196573
Brahy.D01G0915900	-1.455387199
Brahy.S08G0158100	-2.049714879
Brahy.D05G0209900	-1.560389123
Brahy.S01G0239700	1.139251222
Brahy.S04G0089600	0.048173063
Brahy.S06G0125400	-2.105401263
Brahy.S07G0183200	-1.184104546
Brahy.D03G0711100	2.281854826
Brahy.D04G0115400	-2.052293177
Brahy.D03G0749600	-1.823382683
Brahy.S07G0107500	-3.722919421
Brahy.S01G0338700	-1.351369548
Brahy.D01G1027300	-1.437198103
Brahy.D01G0792300	-1.720900545
Brahy.D05G0260700	-1.82492777
Brahy.D05G0138300	-2.270028798
Brahy.S09G0094300	-1.967794203
Brahy.S09G0201100	-0.971015087
Brahy.S07G0241700	-1.054820865
Brahy.D03G0130700	2.503545931
Brahy.D01G0656900	-1.708782037
Brahy.S01G0074000	-1.098039538
Brahy.D04G0639400	-2.054088253
Brahy.D01G1017600	-1.252355313
Brahy.D01G0587600	-1.294994439
Brahy.D01G0370900	-1.223424144
Brahy.D02G0459500	2.044954514
Brahy.D04G0521400	-3.559120912
Brahy.D03G0789300	-1.116730263
Brahy.S05G0143800	-2.252056012
Brahy.S09G0249800	-3.217323696
Brahy.D01G0406800	1.74036301
Brahy.D01G0314000	1.694014653
Brahy.S08G0254000	-2.704734641
Brahy.S08G0236400	-1.103263788
Brahy.D01G0376200	-1.582042766
Brahy.D01G0187500	-2.00379471
Brahy.S02G0104500	-1.964837229
Brahy.D02G0506400	1.067738927
Brahy.S07G0186400	1.641825269
Brahy.S03G0216000	1.153439703
Brahy.S06G0007000	-1.359742548
Brahy.S05G0204900	-2.181573566
Brahy.D02G0017700	-2.797778191
Brahy.S05G0183700	1.15176013
Brahy.S07G0089100	-1.623787104
Brahy.D05G0185900	-0.013583463
Brahy.D05G0261500	-2.000262719
Brahy.D01G0178800	-4.845117582
Brahy.D01G0383800	-1.908225107
Brahy.D03G0251800	-2.513580611
Brahy.S07G0009500	-1.140083354
Brahy.D02G0710700	-1.570713003
Brahy.S08G0271100	1.023040267
Brahy.D02G0132700	-1.37924272
Brahy.D01G0489000	1.499957272
Brahy.S09G0237900	-1.921473068
Brahy.S01G0076600	-1.046459628
Brahy.D01G0938200	-1.867289003
Brahy.D02G0712200	-1.948306146
Brahy.D03G0831500	1.155279777
Brahy.D03G0238800	-2.363504449
Brahy.D03G0641900	-2.336255911
Brahy.S08G0251200	-2.870663052
Brahy.S04G0273500	-1.231947313
Brahy.D04G0025700	1.394414383
Brahy.S03G0153800	1.579076613
Brahy.S05G0216300	-2.019396659
Brahy.D03G0590800	-2.425370942
Brahy.D01G0317400	-3.644176919
Brahy.D03G0182700	-1.706182858
Brahy.D03G0687000	1.38224187
Brahy.D04G0612000	-2.442066077
Brahy.S09G0070200	-1.837972899
Brahy.D03G0196100	2.432501299
Brahy.S09G0149900	0.145064534
Brahy.D03G0701400	-2.407445937
Brahy.S04G0265800	-1.753610178
Brahy.S05G0319400	-1.986090509
Brahy.S05G0093800	-1.047483154
Brahy.S03G0097400	-1.165924207
Brahy.D05G0161000	-2.120931981
Brahy.D01G0991000	-1.408400394
Brahy.S03G0255800	1.49780426
Brahy.S01G0272100	-3.059461821
Brahy.D04G0311300	1.270346081
Brahy.D01G0382000	1.491946155
Brahy.D01G0680100	-1.286618363
Brahy.S09G0010900	-3.790984457
Brahy.D05G0275400	-1.317070772
Brahy.S01G0095200	1.092074268
Brahy.S04G0020700	-1.257801397
Brahy.S08G0261300	1.347349041
Brahy.S01G0164400	-2.568678933
Brahy.D01G0847700	-2.358227078
Brahy.S03G0189000	-1.411852306
Brahy.S01G0422800	-1.752160933
Brahy.D02G0586600	-1.126480384
Brahy.D03G0653400	-1.257960968
Brahy.S04G0249100	-1.122317617
Brahy.D01G0892000	-2.068733103
Brahy.D01G0418000	1.291850502
Brahy.D01G0742200	-1.890110448
Brahy.D02G0286400	-1.649640441
Brahy.S02G0016900	-1.388181511
Brahy.D05G0266700	-1.170276347
Brahy.D02G0824500	1.506368984
Brahy.D02G0292300	-2.506784268
Brahy.D01G0677300	-2.94367978
Brahy.D03G0254700	1.407069267
Brahy.D05G0321600	-1.388266032
Brahy.S06G0188700	2.424558805
Brahy.D03G0820800	1.337308146
Brahy.S07G0095600	-1.178323688
Brahy.S05G0272900	-1.193998301
Brahy.D04G0090000	-1.231380105
Brahy.D02G0569900	-1.032437299
Brahy.S02G0070800	1.796922612
Brahy.D04G0457000	-2.102796685
Brahy.D03G0545200	-2.154795484
Brahy.D03G0447500	-1.476199393
Brahy.S07G0267000	-1.297692865
Brahy.D01G0944600	-2.218563069
Brahy.D02G0076100	-1.777506928
Brahy.D04G0499000	3.115877806
Brahy.D01G0329600	-1.081557713
Brahy.D04G0483000	-1.162829198
Brahy.S04G0082100	-3.707226647
Brahy.S05G0060100	1.183531056
Brahy.D04G0246900	1.062291818
Brahy.D02G0509400	1.806119949
Brahy.D04G0381400	-1.135360309
Brahy.D03G0456300	-1.616415541
Brahy.S04G0203400	1.798137366
Brahy.S01G0183100	-1.323051059
Brahy.D01G0873900	-2.380712467
Brahy.S07G0040400	-1.723429219
Brahy.D03G0211500	-1.064912003
Brahy.S02G0077800	-2.415529308
Brahy.D03G0634500	1.023808127
Brahy.D05G0301100	1.285080833
Brahy.S02G0204200	-2.866985336
Brahy.S06G0190000	-1.494431482
Brahy.S01G0332300	-1.296799628
Brahy.S04G0117200	-2.309278157
Brahy.S08G0259300	-1.536579423
Brahy.D01G0450400	-1.266538682
Brahy.D02G0736400	-1.170505697
Brahy.D02G0090800	-1.815712664
Brahy.D03G0406800	-1.826577687
Brahy.S10G0040800	-2.287624513
Brahy.D02G0225500	-1.891781442
Brahy.D03G0448000	1.948637884
Brahy.S03G0290100	-1.325295752
Brahy.S02G0287600	-1.383078412
Brahy.D02G0250700	-1.403927861
Brahy.S01G0359600	-2.909238804
Brahy.D02G0444000	-2.085364608
Brahy.D05G0036000	-1.872988275
Brahy.S04G0282400	2.301371727
Brahy.S05G0317400	-2.299947074
Brahy.S09G0228900	2.806035665
Brahy.D01G0347800	-1.432378269
Brahy.D02G0553100	1.666337573
Brahy.D02G0154700	-3.010238756
Brahy.D03G0177100	-1.032689729
Brahy.S02G0150400	-1.488798086
Brahy.S05G0059000	-2.401488008
Brahy.D02G0072300	-1.556992065
Brahy.S03G0325100	-1.096504057
Brahy.D01G0472500	-1.092853394
Brahy.D03G0486200	-1.451279947
Brahy.S02G0418600	-1.111736435
Brahy.S07G0258700	-2.080070424
Brahy.S04G0351800	1.967485442
Brahy.S01G0441100	1.811727799
Brahy.S06G0118900	-1.180254246
Brahy.D03G0415300	-1.093246361
Brahy.D02G0614300	1.642735881
Brahy.D04G0464600	-1.236733277
Brahy.S03G0323800	-1.444196363
Brahy.S08G0078300	-1.207555142
Brahy.D03G0033700	-1.067683111
Brahy.D05G0274500	-1.375075506
Brahy.D01G0985900	-1.232071802
Brahy.D05G0099500	1.914873934
Brahy.S03G0338300	1.087821421
Brahy.D04G0586800	-1.039074795
Brahy.D04G0038000	-2.30691784
Brahy.S01G0377500	-2.211635049
Brahy.S02G0337100	-2.52223459
Brahy.D02G0551000	2.261354125
Brahy.S08G0130000	-1.84830404
Brahy.D04G0236200	1.262579824
Brahy.S03G0271000	-2.036304729
Brahy.D05G0157800	1.068107465
Brahy.D02G0603200	3.938114214
Brahy.D03G0718100	-1.232216036
Brahy.D03G0197200	-2.113574416
Brahy.D04G0063700	1.035054479
Brahy.D02G0334900	1.286623025
Brahy.D03G0410500	-1.578497898
Brahy.S01G0366000	-1.641531292
Brahy.S01G0038200	-2.941444689
Brahy.S07G0182900	-1.636420949
Brahy.S04G0367600	-1.113507565
Brahy.S02G0104200	-1.103361031
Brahy.S09G0232800	1.760760149
Brahy.S05G0161200	-1.913075994
Brahy.D02G0029200	-0.731729437
Brahy.S09G0131000	1.003409056
Brahy.S08G0106400	-1.124007904
Brahy.D01G0015000	-2.338192474
Brahy.S10G0039200	-1.009269227
Brahy.D05G0034400	-1.257765943
Brahy.D02G0543100	-1.31307016
Brahy.S06G0003600	-1.52136225
Brahy.S09G0173400	-2.446307989
Brahy.D04G0637600	-2.103957262
Brahy.S07G0102900	1.219013072
Brahy.D03G0431800	-2.558938381
Brahy.D03G0555700	1.83462499
Brahy.S06G0076600	-1.627915255
Brahy.S02G0252500	-1.448255012
Brahy.S07G0082600	-1.448416364
Brahy.D03G0496700	-3.618017037
Brahy.S04G0014100	-3.144314868
Brahy.D01G0028400	-1.211098438
Brahy.D03G0303200	1.366748549
Brahy.S03G0270400	-3.258734666
Brahy.D01G0628300	-2.098684513
Brahy.D03G0608100	-1.093802492
Brahy.D01G0467100	1.541996137
Brahy.S07G0146200	1.306259842
Brahy.S03G0307800	1.079166519
Brahy.D04G0311100	1.196846396
Brahy.S07G0213800	-1.322357733
Brahy.S03G0021500	-1.148759038
Brahy.D05G0261400	-1.517645251
Brahy.S08G0184800	-2.123703771
Brahy.D02G0674500	-1.330249356
Brahy.S10G0033400	1.27597374
Brahy.S02G0117900	-1.17399085
Brahy.S05G0135300	-1.309635091
Brahy.D02G0128400	-1.960848624
Brahy.S07G0231400	1.160140444
Brahy.S05G0063700	2.139922346
Brahy.D04G0193700	-1.772193619
Brahy.D03G0008800	1.519860597
Brahy.D03G0533400	-2.862573823
Brahy.S01G0052700	-2.767828517
Brahy.D02G0215400	1.706302022
Brahy.D03G0455100	-1.954036605
Brahy.D02G0829800	-1.325789595
Brahy.D03G0484700	-1.651110016
Brahy.S09G0271300	1.650476074
Brahy.S08G0197900	1.88872832
Brahy.S08G0229700	1.606769405
Brahy.S04G0308900	-1.311229758
Brahy.S06G0149500	-2.79021451
Brahy.D02G0731900	-3.807675588
Brahy.D01G0731000	-1.680538512
Brahy.S05G0183900	-1.441062934
Brahy.S06G0001500	0.059522069
Brahy.D02G0632400	1.292057908
Brahy.S02G0367800	-1.442537109
Brahy.S01G0086100	-1.230537825
Brahy.S05G0072500	-1.881825749
Brahy.D03G0300000	-2.839640802
Brahy.D02G0048100	-1.320752545
Brahy.S04G0266200	3.093072039
Brahy.S10G0067600	1.9383085
Brahy.D03G0464900	-1.535152559
Brahy.D04G0410300	-2.096611674
Brahy.S07G0176300	-1.693604681
Brahy.S02G0033300	-1.312982507
Brahy.D01G0745400	-1.141898891
Brahy.S05G0222200	-1.647085868
Brahy.D05G0040200	-1.08503701
Brahy.S07G0112200	-2.515011777
Brahy.S06G0250200	-8.344282751
Brahy.S01G0365100	2.57060355
Brahy.S06G0041900	-2.417241116
Brahy.S09G0173100	-3.610391857
Brahy.S07G0174100	1.450003788
Brahy.S09G0173300	-2.740597268
Brahy.S05G0204200	-2.747310886
Brahy.S09G0173200	-3.609652068
Brahy.S08G0183000	-1.381573608
Brahy.S01G0209000	-4.844260556
Brahy.S06G0108700	1.9156837
Brahy.S09G0041500	1.974643942
Brahy.S03G0259900	-1.276461191
Brahy.S05G0243000	-2.168978213
Brahy.S09G0094800	-3.705393215
Brahy.S07G0038700	-4.44927642
Brahy.S03G0179000	-2.103336899
Brahy.S10G0087200	3.449362735
Brahy.S01G0141500	-1.41412269
Brahy.S03G0258700	-3.810502402
Brahy.S03G0200300	-2.41017344
Brahy.S01G0164200	-1.692026221
Brahy.S03G0199500	-0.389221898
Brahy.S04G0171900	-1.756235579
Brahy.S02G0366600	-3.653529315
Brahy.S03G0289200	-2.148474824
Brahy.S01G0096300	-3.312292861
Brahy.S01G0137500	-2.104553977
Brahy.S01G0164800	-2.003805631
Brahy.S02G0244100	-1.771252817
Brahy.S07G0003800	-2.244278539
Brahy.S06G0006200	-2.991708226
Brahy.S03G0105600	-3.586085563
Brahy.S09G0157500	-4.631288949
Brahy.S04G0043400	-2.954584692
Brahy.S08G0234300	-1.174244359
Brahy.S09G0268700	-2.57540803
Brahy.S02G0349500	1.545822713
Brahy.S02G0278600	-3.151230388
Brahy.S06G0050600	-5.537054023
Brahy.S03G0223800	-1.527655391
Brahy.S06G0042200	-2.724061087
Brahy.S01G0089300	-4.362777222
Brahy.S09G0165000	-2.035105041
Brahy.S03G0180200	-2.248869846
Brahy.S03G0028000	-1.817560876
Brahy.S06G0226700	-1.496298872
Brahy.S08G0238600	-2.073318497
Brahy.S02G0106800	-2.468976725
Brahy.S08G0099100	1.285798789
Brahy.S10G0192100	-2.167473173
Brahy.S03G0165700	-2.131087259
Brahy.S06G0085900	-3.298247007
Brahy.S03G0053200	-3.19091276
Brahy.S02G0318300	-3.841803861
Brahy.S09G0148000	-1.410474274
Brahy.D03G0286400	2.770536926
Brahy.S09G0272900	-1.702696333
Brahy.S01G0124500	-1.456080411
Brahy.S07G0209600	-0.771371246
Brahy.S08G0194100	-2.649915843
Brahy.S05G0261900	-7.894946491
Brahy.S01G0248500	-2.963980322
Brahy.S03G0200100	-1.969736555
Brahy.S03G0185400	-1.9071295
Brahy.S05G0143000	-4.417032274
Brahy.D05G0274600	-2.156293932
Brahy.S02G0148100	-3.209257518
Brahy.S01G0050800	-2.825330558
Brahy.S06G0066400	-2.697930001
Brahy.S03G0007300	-3.152237424
Brahy.S01G0029200	1.243226456
Brahy.S04G0262700	-3.29462145
Brahy.S10G0086300	1.167636375
Brahy.S01G0207600	-2.343630405
Brahy.S09G0178100	-2.17637369
Brahy.S04G0311400	-3.218146766
Brahy.S09G0019600	-1.946118411
Brahy.S01G0382200	-1.988542024
Brahy.S01G0201500	-2.019201767
Brahy.S01G0183500	-3.065991838
Brahy.S07G0252800	-2.999663896
Brahy.S07G0090800	-1.996724566
Brahy.S03G0321000	-4.140545616
Brahy.D02G0382300	3.503349022
Brahy.D03G0471200	-7.407204985
