atid	AVERAGE
AT3G21180	2.215312719
AT3G21240	-1.8158121280000001
AT3G21250	1.916845631
AT3G21310	-2.498890886
AT3G21330	-3.499531166
AT3G21540	1.725183795
AT3G21670	-1.670657601
AT3G21690	-1.3823991480000002
AT3G21710	-1.65422351
AT3G21790	-5.570440284
AT3G22142	1.525856811
AT3G22200	1.2970778029999999
AT3G22320	1.187397338
AT3G22370	-1.8875893819999998
AT3G22800	-0.0008772324999999359
AT3G22810	2.8225228319999998
AT3G22840	1.0767824689999999
AT3G22910	1.8820793180000002
AT3G22930	-1.9870832619999999
AT3G23240	2.5247138595000003
AT3G23390	-1.0541586109999999
AT3G23410	-1.54698922
AT3G23430	-1.861584303
AT3G23550	0.039485288
AT3G23600	-1.7188477780000002
AT3G23690	1.68951136
AT3G23760	-1.382692452
AT3G23820	3.853556526
AT3G23840	1.446565119
AT3G24050	-0.475253066
AT3G24120	-1.4687692330000002
AT3G24140	-1.600555225
AT3G24330	-1.253580135
AT3G24420	2.062266999
AT3G24450	-2.217714104
AT3G24520	-2.846949015
AT3G24590	-1.245086741
AT3G25070	1.376800655
AT3G25250	-1.2936617240000001
AT3G25290	1.410381893
AT3G25585	-1.649407649
AT3G25620	-2.110297635
AT3G25730	1.965577718
AT3G26300	-2.3768594385000004
AT3G26330	0.07812276699999998
AT3G26430	-1.5237323995
AT3G26580	1.018307417
AT3G26690	1.734500141
AT3G26740	-1.142724158
AT3G26744	-3.161916024
AT3G26760	0.07552096949999987
AT3G26840	1.539268584
AT3G27020	0.08988581549999997
AT3G27190	-1.5277209280000001
AT3G27440	-1.235483694
AT3G27540	-1.255300464
AT3G27580	1.316756192
AT3G27890	-1.84330665
AT3G27970	-2.521930142
AT3G28210	-2.763743641
AT3G28340	-1.113695085
AT3G28580	-1.101674582
AT3G28600	1.533140758
AT3G28960	-1.802465275
AT3G29000	0.512381364
AT3G29075	-1.641771834
AT3G29240	-1.937255791
AT3G29635	-2.275751353
AT3G29670	-2.429349587
AT3G30340	2.227507574
AT3G30380	1.271293131
AT3G43660	-1.50013328
AT3G43720	-1.869410601
AT3G43790	-1.355719184
AT3G44200	-1.1211853059999999
AT3G44220	-1.015157045
AT3G44590	-1.288371388
AT3G44610	-1.9402504790000001
AT3G44880	1.42075173
AT3G45070	4.259671431
AT3G45140	4.29764266
AT3G45430	1.038148562
AT3G45780	1.280325409
AT3G45810	-1.34563264
AT3G45850	-2.291768281
AT3G45970	0.7031415685
AT3G45980	-2.336992555
AT3G46090	4.298197888
AT3G46400	1.436738019
AT3G46510	1.246958264
AT3G46540	-2.931735853
AT3G46710	1.505317181
AT3G46920	-1.7182866540000001
AT3G47090	1.507915379
AT3G47110	1.293526027
AT3G47160	-1.433326703
AT3G47340	-5.3138393939999995
AT3G47420	-2.293594178
AT3G47570	2.3506960931666665
AT3G47580	2.110026747
AT3G47620	-2.4272475719999997
AT3G47640	-1.740905124
AT3G47860	-1.5039012040000002
AT3G48180	-0.081429588
AT3G48250	2.259008495
AT3G48270	2.6433976830000003
AT3G48280	1.58366171125
AT3G48310	0.5181153563333334
AT3G48330	-1.510325325
AT3G48510	-4.859198771
AT3G48530	-0.27962063950000005
AT3G48700	-3.56725349
AT3G48740	2.042708798
AT3G48850	-2.7637643169999997
AT3G48990	-2.111423109
AT3G49050	-2.103694364
AT3G49240	1.619912026
AT3G49340	1.207894491
AT3G49670	2.195856329
AT3G49680	-2.5833447659999997
AT3G49960	-2.045047973
AT3G50060	-1.524911822
AT3G50150	-2.793065985
AT3G50160	-1.9218608080000001
AT3G50170	1.6211466959999998
AT3G50360	-1.580068206
AT3G50810	-1.8702121269999998
AT3G50930	-1.566320709
AT3G50980	-9.6021643425
AT3G51000	2.272481467
AT3G51420	2.457999985
AT3G51520	1.102691731
AT3G51550	1.064746997
AT3G51590	-2.573860914
AT3G51670	1.381029202
AT3G51780	-1.2563787290000001
AT3G52070	1.229663821
AT3G52240	-3.528404073
AT3G52380	-1.098481587
AT3G52740	1.583378837
AT3G52780	-3.7269792139999995
AT3G52810	-2.433374017
AT3G52960	-1.279248276
AT3G53150	1.19117398175
AT3G53450	-1.673528017
AT3G53480	2.13696512
AT3G53570	-1.523722578
AT3G53620	-2.3159956335
AT3G53700	-1.5405317859999998
AT3G53920	1.199823052
AT3G54000	1.6687800069999998
AT3G54140	1.567809842
AT3G54320	-1.62725293
AT3G54420	0.5007864390000001
AT3G54470	-1.716890179
AT3G54650	2.51307751
AT3G54690	-2.331999118
AT3G54950	-1.7395785769999998
AT3G55120	-1.7521002819999998
AT3G55130	0.452701395
AT3G55240	0.1857582739999999
AT3G55250	-1.319107249
AT3G55390	-2.8979763939999996
AT3G55510	1.6239542340000002
AT3G55550	1.474706053
AT3G55570	-1.527308646
AT3G55620	-0.597508272
AT3G55640	-1.224036967
AT3G55700	1.664080731
AT3G55950	-1.6887933990000001
AT3G55980	1.9473995380000002
AT3G56040	-2.020045557
AT3G56310	-1.215263643
AT3G56400	-3.6183904069999997
AT3G56850	-1.926267822
AT3G57030	5.321794602
AT3G57040	-1.653192051
AT3G57070	-2.2179511709999997
AT3G57150	2.2467465234999997
AT3G57260	0.9735115870000001
AT3G57270	7.170410486000001
AT3G57450	-1.2894275179999999
AT3G57500	-2.088418318
AT3G57520	1.79425867
AT3G57660	1.573644244
AT3G57670	-2.148732312
AT3G57680	1.157758882
AT3G57780	-1.491174222
AT3G57940	1.2908218679999999
AT3G58060	1.164108649
AT3G58450	1.25803139
AT3G58620	-2.660255285
AT3G59110	1.468779052
AT3G59140	2.433553573
AT3G59300	-1.640224081
AT3G59360	-1.3650570709999998
AT3G59700	-1.396158411
AT3G59710	2.621897635
AT3G59830	3.66489873
AT3G60160	-1.571945647
AT3G60690	1.0644047909999999
AT3G60900	-2.5858903840000003
AT3G60970	1.6828090359999999
AT3G61060	2.027259975
AT3G61080	-1.237086975
AT3G61530	1.484488622
AT3G61770	-2.061070675
AT3G61980	-1.878742001
AT3G62010	-1.550633449
AT3G62030	-1.242768633
AT3G62110	-1.641955319
AT3G62160	-0.76331482375
AT3G62660	-1.6175451019999998
AT3G62700	1.8631019690000001
AT3G62710	-0.43176162799999995
AT3G62720	-3.6283453119999995
AT3G62760	0.007299494249999872
AT3G62830	-2.011426282
AT3G62860	-3.417070181
AT3G62950	3.0670121726666664
AT3G63060	-8.184685974
AT3G63170	-2.671008969
AT3G63210	-2.644695257
AT3G63220	-1.281307635
AT3G63380	0.02647355749999991
AT3G63430	2.000908847
AT3G63470	0.5847132526666666
AT4G00165	2.82077172
AT4G00170	1.569587616
AT4G00340	1.1693756240000002
AT4G00350	-1.609414418
AT4G00460	-1.65528304
AT4G00820	-2.227787737
AT4G01020	1.231473713
AT4G01070	-2.6262441905
AT4G01250	2.65407177
AT4G01670	-2.1362594130000003
AT4G01830	1.962688044
AT4G01870	1.462368881
AT4G01935	-1.229236908
AT4G02050	1.078645892
AT4G02100	-1.897684353
AT4G02220	1.4260179290000001
AT4G02340	-3.7426550389999997
AT4G02360	-1.8794230180000002
AT4G02370	-1.890347253
AT4G02600	-0.22220109266666652
AT4G02610	2.5143785715
AT4G03100	1.6699118080000002
AT4G03500	1.726562362
AT4G03510	1.821525426
AT4G03550	1.75578712
AT4G04450	-1.430140407
AT4G04900	-2.040372406
AT4G05020	1.6888157680000002
AT4G05030	2.8651367480000003
AT4G05200	2.6961900185000003
AT4G05410	1.4906553759999999
AT4G05460	3.748940111
AT4G05530	-1.325633204
AT4G08150	-2.021740351
AT4G08330	-2.56359938
AT4G08685	-1.055009686
AT4G08690	-1.224378709
AT4G08950	3.8694091354999998
AT4G09160	1.2732639479999999
AT4G10120	1.42008057
AT4G10265	0.7473061670000003
AT4G10270	3.980035159666667
AT4G10300	-2.405694905
AT4G10440	-1.4649099380000001
AT4G10480	-1.241577856
AT4G10850	-3.3151667160000002
AT4G10955	3.203058548
AT4G10960	-2.101956409
AT4G11070	2.116012102
AT4G11130	1.409630054
AT4G11230	-1.7786377290000002
AT4G11280	-2.103388949
AT4G11410	-1.929011901
AT4G11530	3.147878635
AT4G11650	1.0257984929999997
AT4G11810	1.4698820095
AT4G11820	-1.460169296
AT4G11920	-2.309944249
AT4G12730	-2.9177109939999997
AT4G13010	-1.8578598000000002
AT4G13150	-2.071877223
AT4G13420	1.7463635725
AT4G13480	-5.855880664
AT4G13610	-1.725347454
AT4G13710	4.11676273
AT4G13750	1.291066267
AT4G14100	-1.360019901
AT4G14210	1.828116694
AT4G14280	1.061575259
AT4G14500	-1.315120112
AT4G14540	1.3426568490000002
AT4G14580	1.307158974
AT4G14600	-1.701631439
AT4G14620	-1.71075478
AT4G14746	-1.113954801
AT4G14819	-2.51460091
AT4G15093	1.2443491690000001
AT4G15240	-1.110945184
AT4G15248	-1.614685097
AT4G15450	1.545472376
AT4G15480	-1.7824914809999999
AT4G15550	1.8971658273333334
AT4G15560	-1.5157962999999999
AT4G15630	-1.3259979579999999
AT4G15680	8.885871941
AT4G15700	4.723550964
AT4G15890	1.46356533
AT4G15920	-2.9501781719999998
AT4G16070	-2.2826587314999998
AT4G16130	1.282801397
AT4G16260	3.071507074
AT4G16730	-8.043507634
AT4G16740	2.771066868
AT4G16800	1.103083509
AT4G16820	0.5445256345000001
AT4G17090	-2.194042084
AT4G17100	-2.06625345
AT4G17245	-2.9736528360000003
AT4G17460	0.23193652899999997
AT4G17500	2.0403772585
AT4G17670	-2.5238680785000005
AT4G17790	-1.4297135630000002
AT4G17870	1.453612581
AT4G17940	-2.558944325
AT4G18170	-1.355796922
AT4G18350	-4.369296848
AT4G18640	-1.3046066360000002
AT4G18700	-1.2241726259999999
AT4G18780	1.5906406480000002
AT4G18800	1.67625366
AT4G18880	2.159153455
AT4G19070	-1.322480516
AT4G19390	-3.429856235
AT4G19810	1.5277991030000002
AT4G19880	1.7895218019999999
AT4G19970	-1.540791715
AT4G19975	-0.5828097720000001
AT4G20320	-1.798469373
AT4G20380	1.341340947
AT4G20780	0.308448911
AT4G20860	-8.967404096000001
AT4G20970	-2.266504972
AT4G21060	-2.114820818
AT4G21120	2.506211949
AT4G21160	-1.574572575
AT4G21200	4.86554282
AT4G21220	-1.172271595
AT4G21380	1.784865627
AT4G21390	1.1940826137500002
AT4G21410	2.1790771425
AT4G21440	-2.728533285
AT4G21470	-1.712127459
AT4G21480	2.001800304
AT4G21510	-5.009606723
AT4G21630	3.3632697075
AT4G21680	-1.973369965
AT4G21700	1.773594766
AT4G21903	3.34243235
AT4G22120	2.051169775
AT4G22190	1.814241599
AT4G22220	-1.352940585
AT4G22260	-1.5522012840000001
AT4G22290	-2.11398942
AT4G22430	-3.4635919889999998
AT4G22590	-2.742202665
AT4G22680	-3.0010387919999997
AT4G22756	-2.663526441
AT4G22920	-2.298379377
AT4G22990	-2.916158207
AT4G23000	-1.7891169770000002
AT4G23010	-2.630423771
AT4G23060	-1.186938308
AT4G23170	2.555950003
AT4G23180	2.171972306
AT4G23230	2.193300226
AT4G23290	-2.313241164
AT4G23355	2.4829640669999997
AT4G23493	-1.649520611
AT4G23630	-1.2863915205
AT4G24040	-3.1665612339999996
AT4G24220	1.20597019
AT4G24230	-1.3470519980000002
AT4G24350	-1.255717
AT4G24380	-1.711213099
AT4G24480	-1.4227350559999998
AT4G24890	-1.83347853
AT4G25000	1.2379236854999998
AT4G25130	1.435644549
AT4G25190	-1.051642129
AT4G25340	1.5384362759999999
AT4G25420	-0.288180316
AT4G25433	-1.8670001225
AT4G25470	-1.922415897
AT4G25480	1.733555903
AT4G25490	3.156804394
AT4G25700	-2.01147369
AT4G25730	1.5940849330000002
AT4G25800	2.295531052
AT4G25810	-3.3711657839999996
AT4G25850	1.338877092
AT4G26090	1.857879125
AT4G26140	2.047183855
AT4G26150	-1.518842345
AT4G26200	1.841136476
AT4G26270	3.0629696639999997
AT4G26470	-1.7767627719999999
AT4G26520	-1.5487816669999999
AT4G26830	2.07145826
AT4G26890	-2.496115197
AT4G27010	1.365695666
AT4G27070	1.311216524
AT4G27250	-1.6961666659999999
AT4G27290	2.983798086
AT4G27310	-1.147773289
AT4G27350	-1.310419123
AT4G27450	2.978653969
AT4G27460	-1.537031031
AT4G27830	-2.2238913766666664
AT4G27870	1.4577561069999998
AT4G27950	-1.7856152365
AT4G28000	1.626295021
AT4G28130	1.132351291
AT4G28260	-1.012727055
AT4G28290	-1.235255666
AT4G28320	-2.1134669809999997
AT4G28490	-1.873973809
AT4G28570	1.7292163930000002
AT4G28830	-1.581811389
AT4G28940	-3.556746402
AT4G29190	1.8549093769999998
AT4G29820	-4.075183625
AT4G29950	-1.107153793
AT4G30150	1.613898634
AT4G30250	-0.22114841699999999
AT4G30310	1.16608122
AT4G30340	-1.43274145
AT4G30420	1.2286649729999999
AT4G30660	-5.091261281
AT4G30930	2.000934141
AT4G30950	1.7807853669999998
AT4G30960	-2.255845756
AT4G30990	1.188635956
AT4G31115	-1.448235655
AT4G31410	-1.2336434790000002
AT4G31560	-1.204556412
AT4G31750	-2.93150198
AT4G31805	1.086293053
AT4G32285	1.8466229459999999
AT4G32300	2.1912162395
AT4G32480	-2.381754596
AT4G32800	-2.6846151665000004
AT4G32810	-1.899385364
AT4G33000	-2.088773007
AT4G33030	-1.4482930880000002
AT4G33090	1.3527038715000002
AT4G33150	-1.88574147
AT4G33230	1.67655416
AT4G33270	-3.89972136
AT4G33280	-3.9702703539999997
AT4G33330	1.519704868
AT4G33420	-1.892142669
AT4G33490	0.413186496
AT4G33510	-1.64458721
AT4G33920	2.1379502809999997
AT4G33925	-2.538058845
AT4G33950	-1.88530717
AT4G34050	-2.121837796
AT4G34200	1.409070524
AT4G34210	-1.9467641130000002
AT4G34220	1.737803873
AT4G34310	-1.320026504
AT4G34370	-1.638523133
AT4G34440	2.022042627
AT4G34480	-2.9358192069999998
AT4G34510	1.539972285
AT4G34740	2.189870145
AT4G34910	1.382326653
AT4G35020	-4.640130893
AT4G35080	-1.3769296930000001
AT4G35160	-1.7822531017500003
AT4G35190	2.832915963
AT4G35300	-2.1714892999999997
AT4G35320	-2.0875417375
AT4G35460	1.1166376340000002
AT4G35560	-3.2424270760000002
AT4G35750	-4.186588633
AT4G35780	-1.4691810415000002
AT4G35785	-2.03868804
AT4G35930	-2.901006553
AT4G36250	-0.3876607284999999
AT4G36450	-1.4955050930000002
AT4G36470	1.571367405
AT4G36740	-2.2047955000000004
AT4G37000	-0.4327279385
AT4G37020	-1.604117049
AT4G37050	-10.28335681
AT4G37080	0.836436728
AT4G37420	4.277284063
AT4G37560	2.023629118
AT4G37680	-4.0708443545
AT4G37850	-1.680184155
AT4G37900	1.792871616
AT4G37970	-2.307239329
AT4G38040	-1.3541476669999999
AT4G38060	-1.291220971
AT4G38180	-2.055953089
AT4G38470	-6.52625358
AT4G38510	-2.029524896
AT4G38540	1.360238254
AT4G38620	1.4629231114999999
AT4G38660	-1.7156936930000002
AT4G38690	-1.3971044369999999
AT4G38900	2.031564847
AT4G39110	1.334269473
AT4G39120	-1.3585170709999999
AT4G39250	-0.37561423466666666
AT4G39330	2.19069836
AT4G39490	2.556984523
AT4G39700	-3.0926517660000004
AT4G39730	-3.2802155175000003
AT4G39770	-1.431348895
AT4G39780	-3.2909286410000003
AT4G39795	-2.550587719
AT4G39860	-3.056460005
AT4G40040	-1.7265427230000001
AT4G40060	-1.228573898
AT4G40070	5.861005681
AT5G01020	-1.773518475
AT5G01040	-2.896458949
AT5G01220	-1.9633839975
AT5G01260	-1.6354613759999999
AT5G01300	-5.686514496
AT5G01380	-2.113383508
AT5G01410	1.912428911
AT5G01520	1.5829736769999998
AT5G01720	-1.672540339
AT5G01740	2.1508687380000002
AT5G01850	-1.590463116
AT5G02050	1.758904209
AT5G02230	-1.7865305880000002
AT5G02390	1.575435291
AT5G02860	-1.312006629
AT5G03100	3.0533874639999996
AT5G03170	-2.417862783
AT5G03280	1.3454563330000002
AT5G03300	-2.6872265360000003
AT5G03555	-0.21746660550000008
AT5G03700	1.783399713
AT5G03760	-2.114372105
AT5G03795	-1.236870568
AT5G04000	-2.239616521
AT5G04140	1.615112696
AT5G04170	-0.274460947
AT5G04260	-1.565377653
AT5G04360	-1.10934613
AT5G04590	0.05492642850000007
AT5G04750	2.178973138
AT5G04930	1.599082551
AT5G05170	-1.5845976830000001
AT5G05250	3.020274619
AT5G05260	2.596352897
AT5G05340	1.0431805352
AT5G05365	-1.562476873
AT5G05440	4.433743409
AT5G05480	-1.685107689
AT5G05600	1.1384209976666668
AT5G05610	1.594170409
AT5G05690	-1.594657924
AT5G05730	1.9292249369999999
AT5G05820	-3.320964392
AT5G05830	2.068855854
AT5G05840	1.4731732969999998
AT5G05880	3.53133087
AT5G05930	1.494384242
AT5G06060	-2.7060827830000003
AT5G06210	-1.536628533
AT5G06370	1.8956663740000002
AT5G06440	-1.1947871559999999
AT5G06500	2.238480537
AT5G06570	1.8201957114999998
AT5G06610	1.581683239
AT5G06710	-3.0502127635
AT5G06730	3.675960846
AT5G06740	0.5528754454999999
AT5G06850	-1.899428717
AT5G06860	-0.19675391200000014
AT5G06900	-1.78592182
AT5G06940	-1.9634690719999999
AT5G07050	-2.14138307
AT5G07220	-1.663752154
AT5G07270	-1.3010445179999999
AT5G07480	-10.04352524
AT5G07610	2.935090783
AT5G07620	-1.374482075
AT5G07830	-2.48667376
AT5G07990	-1.7883940530000002
AT5G08030	-4.1846510595
AT5G08260	2.5227355719999998
AT5G08350	-3.975022076
AT5G08380	-2.616365225
AT5G08720	-1.7466950140000002
AT5G08790	-1.8987535130000002
AT5G09220	-0.8346333403333334
AT5G09420	-1.4832875019999998
AT5G09430	-1.276896338
AT5G09590	-1.6310144030000002
AT5G09640	-0.7879244866666667
AT5G09850	-1.3541349930000002
AT5G10190	-1.2547344029999998
AT5G10420	-1.249446185
AT5G10530	1.294191345
AT5G10770	1.2464130295
AT5G10980	-1.31896511
AT5G11010	-2.6427636469999998
AT5G11240	1.5370512109999999
AT5G11320	2.53109507
AT5G11380	-1.497759843
AT5G11650	-1.705073429
AT5G11670	-1.2763035409999999
AT5G11720	-1.965046918
AT5G11790	-1.7602636580000002
AT5G11930	-1.828293278
AT5G12040	1.677186795
AT5G12180	-0.07622476349999996
AT5G12860	1.694535907
AT5G12900	-1.7526144559999999
AT5G12960	1.244755903
AT5G13070	-2.084195306
AT5G13120	-1.23810443
AT5G13180	1.482608106
AT5G13200	-2.063684893
AT5G13240	-1.07955931
AT5G13330	2.649363797
AT5G13700	-2.012497864
AT5G13750	-1.61543706
AT5G13930	-2.286854082
AT5G14105	-1.54919495
AT5G14285	-2.72346081
AT5G14420	1.18205301
AT5G14760	1.700744983
AT5G14800	-2.363654644
AT5G14910	-1.784544247
AT5G15070	1.386702883
AT5G15100	-2.0243362169999997
AT5G15130	3.448969052
AT5G15180	-3.2304158115000003
AT5G15380	1.062072302
AT5G15630	-1.3921842119999999
AT5G15640	-1.320395556
AT5G15650	-2.043860859
AT5G15740	-3.003508933
AT5G15900	-1.893960813
AT5G16010	-1.760114942
AT5G16080	-1.768598608
AT5G16490	-1.6722345790000002
AT5G16550	-1.9600310090000002
AT5G16930	1.449059376
AT5G16970	-1.8920692030000001
AT5G17210	1.78037979
AT5G17230	-2.260634312666667
AT5G17330	-1.815663985
AT5G17400	1.6438218359999999
AT5G17540	-2.39031398
AT5G17640	1.17283655
AT5G17820	-1.161287268
AT5G17860	-1.578137856
AT5G18080	-1.842832262
AT5G18130	1.624152754
AT5G18270	-1.74769025
AT5G18280	-3.733583521
AT5G18490	-1.6308638780000002
AT5G18600	7.950061613
AT5G18610	1.359934657
AT5G18640	-2.8456709719999997
AT5G18980	1.317576444
AT5G19040	3.8165304489999996
AT5G19160	-1.6712532919999998
AT5G19360	1.891652422
AT5G19370	-1.152959539
AT5G19390	-1.400816192
AT5G19430	-1.560019669
AT5G19630	1.697693071
AT5G19855	1.3818078569999999
AT5G19875	-2.208829188
AT5G19900	-1.6704135919999998
AT5G20090	3.08260887
AT5G20150	-2.904862444
AT5G20220	-1.16767526
AT5G20280	-1.36186589
AT5G20320	1.429328865
AT5G20400	1.84462228
AT5G20410	-1.581295049
AT5G20480	3.441916958
AT5G20635	-2.720198335
AT5G20650	-1.749381616
AT5G20670	1.58955618
AT5G20690	1.827050546
AT5G20830	-1.998712676
AT5G20935	-1.877517479
AT5G21090	4.261906325
AT5G21100	3.615009853
AT5G21105	-2.8284244480000003
AT5G21170	1.32387712
AT5G21326	2.227211789
AT5G21482	-1.551210829
AT5G22090	-1.293010502
AT5G22380	2.0996490519999997
AT5G22390	1.520216073
AT5G22510	-1.6385772719999998
AT5G22540	-4.291029742
AT5G22920	-1.2903729755
AT5G22940	-1.805426155
AT5G23130	-1.340609991
AT5G23240	-1.159272244
AT5G23530	-4.0712903605
AT5G23690	-1.500902699
AT5G23810	-1.499683233
AT5G23950	1.470583264
AT5G23960	4.045009998
AT5G24000	-1.2754846640000002
AT5G24080	-0.21657169149999977
AT5G24090	2.885446261333333
AT5G24130	-3.736163199
AT5G24318	-1.75572557
AT5G24490	1.8668685969999999
AT5G24530	2.38354354
AT5G24800	0.20689666699999998
AT5G24860	1.3891165559999998
AT5G24890	2.87938836
AT5G24910	2.385214478
AT5G25110	-2.9241791010000004
AT5G25140	2.761172114
AT5G25220	1.428384997
AT5G25460	-3.798908524
AT5G25610	1.6121993715999998
AT5G25620	-2.379210623
AT5G25840	-0.18940904899999988
AT5G25880	1.8012178909999998
AT5G25900	-1.2830360109999999
AT5G25930	-1.417610209
AT5G26240	1.054820137
AT5G26340	-1.798564165
AT5G26667	-2.234739195
AT5G26820	-0.18375277550000002
AT5G26880	-1.524969908
AT5G27120	1.670016591
AT5G27395	1.4448658419999998
AT5G27420	-1.164018241
AT5G27740	-1.193989142
AT5G27870	2.607188126
AT5G27920	-1.077894787
AT5G28770	-0.08704113849999995
AT5G33280	1.043854827
AT5G35460	-1.13194555
AT5G35525	2.405421304
AT5G35630	3.535008485
AT5G35970	1.2925798259999999
AT5G36110	3.238456853
AT5G37020	1.4460791869999998
AT5G37478	-3.134876835
AT5G37710	2.479661751
AT5G37770	0.006366505
AT5G37840	-2.3856552140000002
AT5G38260	2.603206283
AT5G38530	1.9364854480000002
AT5G38700	-3.2560699489999996
AT5G38710	-1.876080714
AT5G38820	1.391404941
AT5G39090	1.639849445
AT5G39160	3.05458962
AT5G39210	-1.542352945
AT5G39280	7.250249891
AT5G39660	-1.2539251790000001
AT5G39670	2.2550627359999997
AT5G39850	1.6729011269999998
AT5G40010	-1.927165656
AT5G40250	-2.367497853
AT5G40310	-3.7001657210000003
AT5G40390	-1.725149499
AT5G40500	-2.049921168
AT5G40720	-1.606843599
AT5G41080	-3.744057376
AT5G41410	1.213687444
AT5G41920	-3.663822174
AT5G42210	2.266755814
AT5G42510	-0.6849601213333335
AT5G42560	-1.399300244
AT5G42570	2.4387390019999997
AT5G42650	3.1003472889999997
AT5G42700	-3.039461174
AT5G42770	-2.593127865
AT5G42830	1.541252703
AT5G43060	-1.384704688
AT5G43150	-1.447440134
AT5G43340	-1.26766103
AT5G43400	-2.656544202
AT5G44210	-1.454052979
AT5G44230	-1.4805305
AT5G44250	-1.2551942409999999
AT5G44410	1.3994800530000002
AT5G44440	-0.40864592899999996
AT5G44640	-1.839873848
AT5G44720	-1.2106736470000001
AT5G45275	-1.0717863585000003
AT5G45310	-1.784431729
AT5G45320	1.624961717
AT5G45340	2.1858052569999997
AT5G45480	1.270742694
AT5G45580	-1.661079332
AT5G45650	1.1556143509999999
AT5G45720	-1.8676295530000002
AT5G45890	-0.18731854
AT5G45910	-1.0699502113333335
AT5G46240	1.069415029
AT5G46540	-2.60884127
AT5G46570	-1.592877219
AT5G46800	-1.467544851
AT5G46910	0.343507329
AT5G47060	-1.9694931746000002
AT5G47070	1.4366807419999998
AT5G47110	-1.4843480269999998
AT5G47380	2.329825552
AT5G47470	2.1737203640000002
AT5G47550	-1.830193867
AT5G47560	2.140552108
AT5G47650	1.5115447709999998
AT5G47740	-1.38173617
AT5G47770	-1.6727251770000002
AT5G47810	-2.232289739
AT5G47850	-1.8443527730000002
AT5G48010	1.497306218
AT5G48220	1.77851629
AT5G48250	-1.481203166
AT5G48330	1.4499696659999999
AT5G48485	0.16968207800000001
AT5G48540	2.717802177
AT5G48610	-2.119171487
AT5G48930	-2.6636891179999997
AT5G49120	-1.329826223
AT5G49270	-0.21189757399999998
AT5G49400	-1.310398388
AT5G49480	-3.01959973
AT5G49555	-1.341153724
AT5G49690	-0.44316956699999976
AT5G49780	1.030812452
AT5G49840	-1.66102258
AT5G49890	1.308922117
AT5G49910	1.4354537059999999
AT5G49920	-1.482009415
AT5G50210	1.409149371
AT5G50260	2.9125734889999997
AT5G50400	-3.541733305
AT5G50600	1.658295421
AT5G50700	-4.9951220560000005
AT5G50710	2.1518611709999997
AT5G50720	-3.8287492985
AT5G50760	1.7904424509999999
AT5G50890	-1.9063136580000002
AT5G51440	-4.28973984
AT5G51460	2.2279656969999997
AT5G51550	-4.185160468
AT5G51690	1.1870101709999998
AT5G51740	2.027035808
AT5G51990	-2.88232013
AT5G52020	6.700148546
AT5G52050	-0.33746600299999996
AT5G52420	-4.202658312
AT5G52450	2.2920096983333336
AT5G52470	1.7293118230000002
AT5G52510	-1.637920778
AT5G52920	-1.223165377
AT5G53020	2.850328283
AT5G53050	-1.491929632
AT5G53120	-2.009726493
AT5G53190	-1.073810001
AT5G53300	1.1415332025
AT5G53390	-3.550049847
AT5G53420	-1.394551487
AT5G53450	1.079247758
AT5G53480	1.440347234
AT5G53550	1.6081548490000002
AT5G54080	1.790513772
AT5G54190	-2.252558679
AT5G54980	-1.560162095
AT5G55090	2.622311073
AT5G55180	2.898757003
AT5G55230	1.107106913
AT5G55480	1.749543639
AT5G55490	1.8425911769999999
AT5G55580	1.687981204
AT5G56000	-3.500487338
AT5G56030	1.2535669809999999
AT5G56450	1.957088544
AT5G56550	2.1748783026666665
AT5G56750	-1.4588956380000002
AT5G56790	-3.8398685560000003
AT5G56840	-1.923906102
AT5G56860	-1.3729302559999998
AT5G56870	-1.2600882420000001
AT5G56960	5.9423539325
AT5G56980	-1.5613190959999999
AT5G57180	1.038641114
AT5G57250	2.487661472
AT5G57260	1.6840269890000001
AT5G57410	-2.07528065
AT5G57520	-2.838835683
AT5G57550	-0.41960098650000005
AT5G57560	6.5156233960000005
AT5G57580	2.754895682
AT5G57620	-3.589849539
AT5G57890	1.3791433380000002
AT5G58010	-3.045136774
AT5G58070	-1.440567554
AT5G58090	-1.9269158380000002
AT5G58320	-1.3496260469999999
AT5G58380	-1.327291135
AT5G58520	1.3533797840000001
AT5G58960	-2.037085597
AT5G59480	-3.4526305440000002
AT5G59570	-2.185422779
AT5G59730	3.5612981660000003
AT5G59780	1.091181903
AT5G59850	-1.308793314
AT5G59880	-0.86505929
AT5G60020	4.217879761
AT5G60300	1.3991151419999999
AT5G60580	1.459773935
AT5G60710	-2.302288447
AT5G60780	-1.735884524
AT5G61190	2.795163165
AT5G61250	1.530700855
AT5G61580	-1.383871836
AT5G61770	1.5153463459999998
AT5G61890	-2.273055312
AT5G62350	-3.7961613080000003
AT5G62580	-1.449849645
AT5G62620	-1.315759092
AT5G62730	1.1055107
AT5G62740	1.024890797
AT5G62840	-1.613257049
AT5G62890	-1.980554671
AT5G63190	1.285001491
AT5G63270	4.201761901999999
AT5G63770	-1.915632384
AT5G63790	1.861229412
AT5G63930	-1.385521119
AT5G64250	1.48770495
AT5G64280	1.02741242
AT5G64300	3.3168341480000003
AT5G64330	-2.150079282
AT5G64390	3.676239535
AT5G64430	-1.703424221
AT5G64550	-2.8575315139999997
AT5G64700	-3.224250572
AT5G64810	1.3885776710000002
