brid	AVERAGE
Brast01G282800	-2.060166598
Brast04G298800	1.477529512
Brast04G092100	1.292579826
Brast03G267200	-2.608750709
Brast05G153200	3.818264921
Brast04G225400	-1.235483694
Brast06G049600	-1.691517983
Brast03G269700	2.806829747
Brast07G032100	-1.2678849
Brast06G068700	-2.538058845
Brast05G276700	1.499373905
Brast01G307700	-1.358517071
Brast05G117600	-2.168720457
Brast02G074800	-2.06941914
Brast02G061300	-1.756046762
Brast08G232500	-1.745511798
Brast04G086000	-1.194221113
Brast09G074900	-1.399300244
Brast01G163100	-2.217714104
Brast09G007300	1.270742694
Brast06G111700	-1.382399148
Brast07G090000	-1.466949738
Brast09G269900	-1.12593788
Brast09G185200	-1.793526505
Brast03G196700	2.329825552
Brast05G106400	-2.162613304
Brast06G103600	1.593050877
Brast08G110600	1.273263948
Brast02G040700	-1.563822352
Brast08G234000	-1.796598638
Brast05G006300	-1.61543706
Brast01G070400	-1.39690655
Brast06G197200	-0.108369433
Brast08G234900	1.359934657
Brast05G296400	-2.99819971
Brast03G253300	-3.56725349
Brast09G123300	-2.160558897
Brast05G061600	1.87475191
Brast01G367900	-1.609451718
Brast04G152000	-0.300628673
Brast10G061100	3.107759347
Brast04G017500	-1.390557792
Brast07G189100	-2.540915113
Brast03G133900	-2.901006553
Brast03G137800	-2.12784238
Brast01G064400	-1.625498459
Brast10G043300	1.246958264
Brast02G364700	1.950043
Brast07G070300	-1.504931947
Brast03G049000	-2.227787737
Brast04G134500	-1.824124904
Brast03G132100	1.617837935
Brast04G089900	-2.41305135
Brast09G000800	1.929779384
Brast07G175800	1.271293131
Brast05G214700	-1.210673647
Brast03G258700	-1.167849322
Brast04G082500	-2.079529246
Brast08G108300	-2.098297037
Brast01G269000	-1.325997958
Brast10G108200	-2.286854082
Brast10G056500	-2.15448285
Brast03G044300	-1.606843599
Brast08G055600	2.018973069
Brast06G099000	2.035326491
Brast09G158700	-1.694452923
Brast07G147200	-1.306387778
Brast09G148000	1.72043714
Brast08G112600	-1.482009415
Brast05G225100	-1.716181938
Brast01G032300	1.389116556
Brast01G176900	-1.559401682
Brast03G264400	-1.865343782
Brast09G203400	1.446565119
Brast07G027200	-1.31896511
Brast01G118300	-1.454052979
Brast09G120900	-1.510325325
Brast02G128200	-1.224036967
Brast06G154000	2.102001217
Brast04G220200	1.512782971
Brast04G151100	-1.306871746
Brast01G140200	2.692706774
Brast06G156200	1.777762189
Brast03G176900	-1.838635721
Brast05G279900	2.7180346
Brast09G051100	1.402621446
Brast04G250200	-1.518842345
Brast01G411900	-2.336992555
Brast06G098000	1.169375624
Brast07G027600	1.187010171
Brast06G179100	-2.411318751
Brast01G390400	1.820672894
Brast06G239300	-1.294166729
Brast03G100300	1.266804105
Brast01G057800	-1.365057071
Brast07G065700	1.827050546
Brast02G267300	-1.993894732
Brast02G358400	1.711039757
Brast09G131400	-1.485806436
Brast04G145900	1.611711193
Brast10G052700	1.318203485
Brast05G211600	-1.419469378
Brast02G136000	1.96359365
Brast04G139600	-1.440567554
Brast06G151800	-1.784757858
Brast03G039900	1.311216524
Brast01G244100	-2.091632514
Brast01G115300	-2.323165816
Brast02G295700	-1.54919495
Brast02G356900	-1.590463116
Brast01G246900	-1.25368428
Brast03G176300	-3.166561234
Brast06G232900	1.913211256
Brast03G183600	-1.212279924
Brast08G168000	-1.224378709
Brast03G239700	1.780785367
Brast09G086800	-1.381809849
Brast07G108400	1.116637634
Brast03G300500	-1.709997542
Brast05G195100	-1.397104437
Brast02G287000	-2.041691075
Brast09G239500	-1.658471057
Brast10G190100	-3.316105167
Brast04G159200	1.645938581
Brast01G148500	-2.113466981
Brast01G407300	-2.302759677
Brast05G165200	1.514552671
Brast05G157600	-1.468827043
Brast08G018800	-1.352940585
Brast01G375600	4.574400638
Brast08G090000	-2.020045557
Brast01G148400	-2.381754596
Brast09G268800	2.492561535
Brast02G148100	3.664677978
Brast01G045800	-2.918229635
Brast03G005900	-4.291029742
Brast10G164700	-2.097482546
Brast05G138500	-3.372619915
Brast02G170500	-1.812269525
Brast01G154800	2.015743182
Brast03G232800	3.52542388
Brast05G190000	1.79050838
Brast01G281100	-1.772478762
Brast05G133300	-2.759441731
Brast01G375400	4.088494797
Brast01G124000	3.932269681
Brast01G064200	-1.66102258
Brast02G282300	3.535008485
Brast03G064100	-1.977854865
Brast01G018100	-1.560019669
Brast04G052700	-4.927853368
Brast06G207500	-1.6968153
Brast02G228900	2.234615069
Brast04G022200	-3.742655039
Brast02G361400	2.405217122
Brast04G015900	-2.114372105
Brast01G245300	2.222125932
Brast09G062900	-1.500902699
Brast05G285300	1.765780742
Brast02G223600	-1.550633449
Brast05G030100	-3.117398189
Brast05G148100	-3.995054986
Brast05G092200	-2.35375159
Brast09G220900	-1.665743286
Brast01G241100	-3.499531166
Brast01G209100	2.580856633
Brast05G238900	4.384413431
Brast05G193100	-3.001038792
Brast03G030500	-1.538284127
Brast06G084800	-2.671008969
Brast06G247100	-1.553194883
Brast02G035400	-2.334855422
Brast05G091400	-1.410474706
Brast01G152400	-1.485423204
Brast02G110200	4.792695141
Brast04G072300	-1.581295049
Brast06G017800	-2.734615121
Brast09G230100	-4.072864286
Brast06G071200	-1.463574678
Brast01G325500	-1.575762412
Brast08G099700	1.668780007
Brast10G181400	3.894232379
Brast06G042500	2.255062736
Brast04G205700	-4.640130893
Brast10G137500	-1.468179879
Brast02G027300	-2.645292411
Brast03G281200	2.549798194
Brast08G213500	-1.513542407
Brast06G076500	1.551154608
Brast02G109700	2.62706135
Brast07G095800	-2.58600877
Brast06G229800	-4.243021972
Brast05G265200	-2.619802336
Brast01G403200	3.291061595
Brast02G313600	1.639843118
Brast04G147700	-1.281307635
Brast08G237500	-1.574359678
Brast01G057300	-2.305012466
Brast02G350300	1.381807857
Brast01G078400	2.596544183
Brast01G102300	1.591579084
Brast06G067900	-2.211022427
Brast09G221400	-2.383878915
Brast09G206000	-2.277468182
Brast10G132800	-2.043654505
Brast03G118300	2.311522578
Brast08G037000	1.221568409
Brast01G158900	-4.574093299
Brast01G097000	-1.778637729
Brast07G067100	-1.912469056
Brast03G215300	2.975563904
Brast03G263700	-1.70509894
Brast10G011800	-1.399192622
Brast08G041000	-1.491929632
Brast02G284300	-2.049728058
Brast08G004800	1.468779052
Brast10G066500	1.947399538
Brast06G232800	1.690574283
Brast06G125500	1.774003929
Brast09G038800	2.19069836
Brast01G375500	2.71200143
Brast02G362900	-1.259523151
Brast10G055700	3.036812206
Brast06G190100	-1.315120112
Brast08G039800	-2.264969926
Brast04G256900	1.997776489
Brast05G259600	-1.354134993
Brast01G067500	1.364962633
Brast07G115700	-1.861584303
Brast06G180200	2.852226762
Brast05G134700	1.394068177
Brast02G120000	-1.400816192
Brast04G226400	2.275010869
Brast02G133700	2.717802177
Brast02G045800	1.360238254
Brast09G001200	3.450439551
Brast01G209300	1.830467271
Brast02G323600	-1.505230831
Brast01G140700	-1.712127459
Brast06G091700	3.052689946
Brast04G199200	-1.40544633
Brast02G147600	-2.396582098
Brast10G076100	-2.43201601
Brast02G253300	2.498154181
Brast04G186700	-2.339719619
Brast10G063700	-2.089750465
Brast09G261900	0.031914285
Brast08G172400	2.068855854
Brast01G388100	1.794845425
Brast01G249500	-1.618819342
Brast01G294300	-1.948869919
Brast08G001100	2.502400703
Brast01G268500	1.539268584
Brast08G058900	-1.830351434
Brast06G131200	-1.36860111
Brast01G023000	1.352076958
Brast01G031000	-1.886651377
Brast05G251100	1.506516923
Brast01G150700	2.195856329
Brast07G089700	2.305498086
Brast01G017800	-1.848946028
Brast01G057400	-1.640224081
Brast05G067200	-1.892069203
Brast10G072700	-1.660930062
Brast02G235800	-3.970270354
Brast03G282100	1.281248066
Brast02G114900	-1.347051998
Brast01G233000	-2.609115895
Brast04G328900	-1.783975174
Brast01G208200	2.672133142
Brast01G089600	1.519087657
Brast09G124400	-2.879833784
Brast01G174900	-1.304793495
Brast04G226600	4.451528546
Brast03G054100	-2.888065513
Brast07G018700	-1.478667778
Brast03G024400	4.045009998
Brast05G277600	1.588134877
Brast06G084900	-1.250342787
Brast08G037100	1.949125497
Brast03G107600	1.820012391
Brast06G049400	-1.270123301
Brast02G085400	1.344524334
Brast03G224900	-1.251430406
Brast04G081200	-1.43274145
Brast07G074400	1.788108028
Brast05G175100	1.463466578
Brast10G169600	3.570911331
Brast09G221800	2.142286235
Brast04G209000	3.067280374
Brast09G121400	1.435644549
Brast01G282200	1.685037766
Brast03G248600	-2.017905077
Brast05G059500	-1.36186589
Brast02G143500	-2.531902756
Brast07G104500	-1.123311211
Brast03G216500	-1.535023077
Brast02G359200	1.594170409
Brast04G182200	2.323328139
Brast01G133300	-1.266686716
Brast08G028400	-1.644277984
Brast01G060600	1.258744564
Brast01G240300	-1.587413496
Brast01G301300	2.13696512
Brast04G173200	-1.790133341
Brast03G005200	-1.037144026
Brast09G205200	-2.793545143
Brast06G193800	-1.236870568
Brast06G179800	2.555568092
Brast05G139200	-1.480851942
Brast02G029800	-1.676711527
Brast01G096000	1.34665309
Brast03G257000	1.217671017
Brast07G093300	2.262002739
Brast04G144400	1.997540965
Brast07G167700	-1.937255791
Brast02G151600	-0.211897574
Brast02G290700	-2.83394017
Brast02G312700	1.204909301
Brast08G245600	1.116384081
Brast06G161300	2.491431196
Brast02G199200	-2.300896461
Brast07G196800	-2.27500418
Brast02G075100	-3.290928641
Brast05G077900	-2.24587074
Brast02G161100	2.510671538
Brast10G019700	-1.721433024
Brast04G236300	4.303899016
Brast08G229500	4.428854728
Brast03G095600	1.140304664
Brast08G086700	2.011953754
Brast01G073300	1.542182604
Brast02G219800	3.34243235
Brast03G096000	1.699331019
Brast08G061200	-2.239538154
Brast02G241400	-1.799366821
Brast03G242500	-4.952674278
Brast09G221900	1.756235273
Brast09G213100	-1.976399879
Brast03G034300	-3.281985262
Brast02G328500	-2.801304902
Brast02G107400	-3.619724136
Brast04G043400	-2.430104043
Brast03G063300	-1.559567419
Brast06G102300	-2.37387317
Brast03G037800	-8.043507634
Brast03G063400	-1.894018532
Brast07G152800	1.293526027
Brast01G207900	1.339985407
Brast08G000700	2.546057308
Brast05G007200	3.237560078
Brast03G180300	2.319344663
Brast07G135800	-2.009726493
Brast06G073300	2.89242631
Brast01G066100	-0.288180316
Brast09G134700	-0.771042725
Brast01G078600	1.73576154
Brast05G182800	-2.098820625
Brast01G046800	3.863364794
Brast09G204300	-1.954341829
Brast09G149500	-3.975022076
Brast09G224400	4.449211808
Brast05G166300	2.756428174
Brast07G097800	2.555950003
Brast02G040300	2.482964067
Brast02G237500	-2.311173904
Brast06G108900	2.239682297
Brast02G109900	-1.498121606
Brast05G190200	-1.520260713
Brast06G055600	-1.569963769
Brast09G033000	2.433553573
Brast07G148900	1.945908565
Brast03G030400	2.650977279
Brast07G178800	1.436680742
Brast02G120900	-1.768598608
Brast03G303500	-2.362204358
Brast05G296900	-1.486471693
Brast03G180700	2.009599707
Brast09G146200	-1.416725569
Brast01G078500	2.143793976
Brast06G086900	-2.860845258
Brast10G120200	-2.793065985
Brast06G012300	-1.215263643
Brast02G126700	-2.03868804
Brast02G116900	2.684829389
Brast02G311100	-3.965818764
Brast08G169300	1.87416157
Brast05G190500	1.528313314
Brast07G104700	-1.38173617
Brast07G035200	-1.383871836
Brast06G088400	-4.584670649
Brast05G270900	-1.940250479
Brast02G090600	-2.69530428
Brast07G097900	2.405421304
Brast05G070400	1.574418109
Brast04G199100	-1.424224402
Brast05G209200	2.506211949
Brast05G058100	-2.382507412
Brast03G181100	2.735850698
Brast06G064200	-3.820140629
Brast04G059800	-0.302461127
Brast01G042700	3.249863041
Brast05G275900	1.881266524
Brast07G184900	3.195634685
Brast02G276300	-1.819282122
Brast02G160300	-1.310619517
Brast07G153300	4.536174065
Brast05G087300	2.026914133
Brast01G113300	-1.635051299
Brast01G173700	2.532614121
Brast04G081300	1.297495352
Brast09G136500	-1.671253292
Brast07G054400	-1.718286654
Brast08G021000	-2.846489301
Brast08G207000	1.660732118
Brast03G164300	-2.069872068
Brast05G020300	-1.574216062
Brast05G119600	-2.82928652
Brast01G325800	-1.979546735
Brast02G034500	2.371129963
Brast03G180400	2.355579184
Brast01G023900	1.618441515
Brast10G087500	-3.909030742
Brast02G107500	-3.10545775
Brast08G206900	2.127151772
Brast06G059300	1.342656849
Brast05G293100	4.515968594
Brast06G118600	-3.386113762
Brast04G295800	-2.331999118
Brast04G263200	-2.193656462
Brast08G020700	-2.578088426
Brast07G058200	-2.639508378
Brast05G118600	-1.945937246
Brast09G053500	2.310108982
Brast10G071600	1.328279835
Brast07G241400	-2.018308304
Brast09G060100	-2.47297002
Brast08G028600	-2.330572212
Brast01G013900	-1.784431729
Brast08G231800	-1.902267657
Brast05G197000	-2.225489575
Brast09G223300	2.201400784
Brast09G258400	-2.252558679
Brast05G257800	-2.273055312
Brast02G338900	1.374022474
Brast08G129600	-1.685107689
Brast07G057600	-2.328698113
Brast09G252400	1.46577273
Brast06G060700	-2.043860859
Brast07G230400	1.500981219
Brast10G178700	-1.304182187
Brast07G078100	1.706845866
Brast10G047700	2.940185794
Brast03G206600	1.453612581
Brast05G097400	2.376587762
Brast09G198400	-1.497773254
Brast01G222600	1.585817185
Brast02G253000	-1.253580135
Brast09G229800	1.866963336
Brast01G165700	-1.16767526
Brast05G296700	-1.34954998
Brast03G179600	1.796421933
Brast09G162500	1.710712642
Brast01G390500	1.591800663
Brast03G231900	-1.430636693
Brast02G002000	-2.147195686
Brast02G292200	-1.790553213
Brast01G231800	2.05785952
Brast08G119900	-1.5157963
Brast01G026500	-1.336051259
Brast03G080300	-1.994432698
Brast05G164600	-1.148424459
Brast09G187300	-1.571945647
Brast04G320600	-2.101400184
Brast04G084600	1.697693071
Brast07G166200	-1.548781667
Brast04G010300	-1.277471459
Brast01G172100	1.571367405
Brast09G181200	-1.637920778
Brast03G054600	-1.490597803
Brast02G273000	-3.317182566
Brast08G014400	2.854444912
Brast01G306100	2.487661472
Brast03G108200	2.68969767
Brast01G034800	-0.394008066
Brast02G039100	-0.475253066
Brast06G148700	1.49305472
Brast05G135400	1.429373853
Brast06G107200	3.203058548
Brast03G283100	1.467446941
Brast02G374500	1.394358173
Brast02G375900	-1.746695014
Brast02G000200	-1.973369965
Brast02G199400	-1.431348895
Brast03G022800	1.624961717
Brast08G092600	1.253819221
Brast01G230800	-1.3232156
Brast07G088200	-1.268780173
Brast10G007100	-1.764169938
Brast08G020900	-1.990013498
Brast07G003900	1.457756107
Brast08G012400	1.626295021
Brast01G096600	0.452701395
Brast08G234400	-1.35551028
Brast04G163700	-2.150079282
Brast01G025400	2.080615298
Brast09G117800	1.505613219
Brast02G101600	1.507117432
Brast02G180800	2.527450076
Brast08G246200	-1.714232649
Brast01G270600	-1.457413359
Brast03G110700	2.807089981
Brast08G170500	3.531074957
Brast03G218200	-1.51508054
Brast10G034300	-1.133033125
Brast06G193000	-1.671083015
Brast05G200700	-2.94710628
Brast04G197700	-1.855592533
Brast03G227700	-3.481057553
Brast07G022700	1.777147136
Brast02G077500	1.410381893
Brast01G269300	-1.34563264
Brast03G284500	2.682099641
Brast08G028500	2.000934141
Brast10G132500	2.137610979
Brast07G008300	-1.255717
Brast09G183700	2.520803199
Brast10G019300	1.462970516
Brast04G327100	2.347659851
Brast03G190100	-2.543004071
Brast02G119200	-1.260088242
Brast07G205000	-1.337500903
Brast05G161400	-1.229090579
Brast05G098400	2.622125926
Brast05G144300	-1.666202023
Brast10G066700	-1.089749354
Brast08G042100	-1.561319096
Brast07G170400	1.79707621
Brast01G171000	1.476672738
Brast04G034400	-1.068632692
Brast02G341000	-1.396169196
Brast01G154700	1.476144726
Brast01G139000	1.865997196
Brast01G370300	-1.725149499
Brast02G016700	-1.237086975
Brast10G198100	-1.75572557
Brast06G093700	-1.798564165
Brast04G224300	-1.163961724
Brast04G161500	1.862761999
Brast10G105500	0.122349616
Brast01G173600	2.624845596
Brast03G289800	-1.43099392
Brast01G350300	-1.705073429
Brast03G073800	1.315958858
Brast01G002900	1.091181903
Brast01G406000	-1.185906869
Brast09G202400	-1.310122668
Brast01G301900	3.506410534
Brast10G030200	-4.976267366
Brast02G319400	-2.771105513
Brast03G098000	-1.887977843
Brast02G158300	-3.619873904
Brast06G108500	-2.531710977
Brast01G116600	-3.541733305
Brast05G293200	7.756059929
Brast09G153300	-4.06739535
Brast06G043100	-4.376585437
Brast03G008800	3.748940111
Brast02G272700	2.292656061
Brast05G238500	-10.88041431
Brast04G270800	-1.782491481
Brast02G084000	6.515958887
Brast06G019400	-3.143230804
Brast02G036300	-2.558944325
Brast03G209400	-1.712894075
Brast03G165200	-1.977287588
Brast02G102400	-1.659037032
Brast02G162500	-5.965701618
Brast03G226300	3.08260887
Brast08G021600	-1.570793101
Brast10G169700	4.090655277
Brast01G017500	3.788065059
Brast05G104200	-3.89972136
Brast04G048700	-3.003508933
Brast01G063200	-1.609414418
Brast08G009200	3.162699026
Brast10G079900	-3.034622102
Brast03G211800	-3.739192316
Brast06G172300	-3.191228903
Brast01G392400	-1.545950948
Brast02G218500	2.913842929
Brast06G227300	0.890484983
Brast05G186900	-8.547702716
Brast01G305500	-2.605548158
Brast10G200100	3.643137793
Brast01G189200	-2.132410967
Brast06G177200	1.79425867
Brast03G139100	0.22898339
Brast01G357400	3.448969052
Brast01G343300	-4.067285831
Brast06G059100	-2.573355392
Brast07G026200	-1.834433724
Brast06G079200	-2.508790949
Brast03G244300	-1.815812128
Brast04G177900	1.40579225
Brast02G239400	2.571172859
Brast03G134800	2.761172114
Brast03G136800	1.582973677
Brast01G091100	-2.185422779
Brast03G192800	-1.876080714
Brast01G342500	-1.531337114
Brast04G163800	-1.457391417
Brast06G190000	2.368255082
Brast06G005700	-3.84943528
Brast02G144600	-1.296952065
Brast01G157900	1.155614351
Brast03G027600	-2.410864263
Brast02G325400	2.925612032
Brast09G224300	2.892511192
Brast09G003500	-1.44446107
Brast04G238300	-1.620801494
Brast01G204000	3.87582795
Brast08G074400	-1.587072042
Brast07G099400	-2.646033672
Brast04G096800	-1.967507686
Brast05G134400	-4.458167835
Brast02G285200	-3.812284448
Brast01G188900	-2.417862783
Brast03G052400	-1.844352773
Brast06G069800	-3.124745086
Brast08G183900	2.774329315
Brast02G359800	-1.752100282
Brast02G035600	2.556984523
Brast01G121300	-2.332438633
Brast07G005600	2.049209817
Brast06G083000	2.597505883
Brast02G372900	-1.399117654
Brast02G382900	-1.459620863
Brast03G090700	1.451400373
Brast01G191600	-1.355796922
Brast02G255200	4.513633651
Brast09G250700	-1.715616637
Brast02G289700	-1.680184155
Brast08G094300	-1.308793314
Brast02G387800	-4.621597046
Brast06G033900	-3.381881924
Brast04G244700	-2.1714893
Brast08G053600	-1.319107249
Brast04G067700	-1.353151948
Brast10G147200	-1.458951162
Brast01G386700	-2.08311967
Brast04G078000	1.63043225
Brast05G277100	1.186696739
Brast09G160900	-1.789751484
Brast02G056800	1.427183815
Brast03G256600	-0.358552721
Brast02G065000	-2.205782879
Brast01G172800	-2.859923846
Brast05G012200	-2.573860914
Brast02G210400	-2.491864182
Brast02G310900	1.373977859
Brast02G084100	1.524138165
Brast06G213000	-1.571170133
Brast04G015100	-1.416218104
Brast02G095800	-1.267268256
Brast02G217300	-2.533369775
Brast03G027500	-2.447834911
Brast09G038200	0.461116453
Brast04G033900	-2.209321437
Brast05G163100	-1.674836363
Brast01G102400	-1.562476873
Brast02G333100	-1.889004892
Brast02G132100	1.393251925
Brast09G170900	-0.776750232
Brast02G150300	-1.400098646
Brast01G153900	-1.188785361
Brast07G142900	-1.80753897
Brast09G177500	1.356033162
Brast01G369600	-2.462003043
Brast10G110600	-3.161916024
Brast06G198700	-1.539263313
Brast04G042200	1.148240665
Brast03G238200	1.638000491
Brast09G180100	-2.103388949
Brast01G078100	2.302877253
Brast08G238800	1.267951179
Brast03G136600	-1.834501689
Brast03G085400	-1.235255666
Brast03G166800	-1.27549931
Brast07G183300	4.100818352
Brast03G005500	1.297077803
Brast10G122000	-2.305502096
Brast05G290200	-1.365066134
Brast05G086000	-1.10497619
Brast02G133500	-1.631014403
Brast01G132300	-1.95459494
Brast07G140400	-2.323121214
Brast02G308800	1.174410493
Brast02G158400	-2.419325556
Brast01G359500	-1.340979702
Brast06G103500	2.898757003
Brast09G267500	-1.241968384
Brast09G249800	1.307708254
Brast09G096700	-1.643080583
Brast04G253600	3.859739898
Brast02G138400	2.291816305
Brast09G032900	1.863101969
Brast02G206700	2.115164693
Brast05G051100	2.094504008
Brast08G025700	1.433157048
Brast07G052300	-2.48667376
Brast09G071000	-1.288371388
Brast02G230900	-0.541637921
Brast09G113800	1.240525967
Brast08G139600	-2.011095276
Brast09G229000	2.607188126
Brast04G229800	-1.936460175
Brast08G099600	1.494384242
Brast05G200000	-2.54297971
Brast09G211800	-2.059619408
Brast08G061700	-1.457927324
Brast09G010100	-2.551552245
Brast07G151300	-1.372930256
Brast06G037800	1.462368881
Brast06G205300	-1.219538435
Brast05G216800	-1.341819831
Brast06G014700	-1.80164485
Brast03G164200	-1.537031031
Brast03G170000	-1.7946978
Brast01G076800	1.70037758
Brast04G314100	1.870461179
Brast09G175900	-1.186938308
Brast03G257400	1.797979574
Brast08G244600	1.439661964
Brast08G001700	-1.394551487
Brast01G353000	-1.828293278
Brast10G009800	-3.011762438
Brast08G104000	-1.692749656
Brast02G357800	2.195340467
Brast08G005200	1.199823052
Brast07G040900	1.669837815
Brast10G062800	1.062072302
Brast06G154200	3.676239535
Brast09G227700	1.975948123
Brast04G064200	-1.334489693
Brast02G381500	-3.332239306
Brast09G125500	-1.293661724
Brast09G226200	-1.19456625
Brast07G020200	-1.376929693
Brast02G313100	-1.568663122
Brast09G168400	-2.664400241
Brast01G335300	1.329853622
Brast02G337900	2.893215301
Brast02G201300	3.541040553
Brast08G079800	-1.869410601
Brast01G086900	2.115984357
Brast04G152500	-1.292147159
Brast07G207900	1.775882312
Brast03G137000	-1.482835147
Brast04G256800	2.84150252
Brast09G225600	2.477243498
Brast04G241600	-1.668267703
Brast01G331700	2.185995224
Brast04G045400	-1.070549679
Brast06G109700	-1.445433422
Brast04G141500	1.186981891
Brast01G344300	-1.385498043
Brast03G205100	-1.223165377
Brast06G191500	-1.289427518
Brast01G165800	-1.62725293
Brast01G252200	-2.055953089
Brast02G065800	-2.43559324
Brast08G248600	1.68951136
Brast01G259900	-1.601495156
Brast06G152300	-1.054158611
Brast05G163300	-2.148732312
Brast06G213700	-1.810798414
Brast07G214400	-1.025796592
Brast03G186300	1.472959354
Brast06G073600	-1.358898675
Brast06G227400	5.080304758
Brast02G361300	-1.031248051
Brast02G045300	1.187045221
Brast03G180900	-1.362945791
Brast05G126000	1.475567441
Brast02G103600	-2.821009125
Brast01G216300	-2.660255285
Brast09G092600	-1.879423018
Brast05G152000	-2.829104527
Brast10G024900	1.222086919
Brast04G221500	-1.993949383
Brast02G270100	4.158632318
Brast01G030500	-1.888015829
Brast07G222000	-2.188661634
Brast06G182000	4.402575888
Brast01G289800	-1.78691592
Brast08G043100	1.957088544
Brast02G073000	-3.188001749
Brast02G316800	-2.045047973
Brast09G171700	-1.362775717
Brast03G045500	1.285001491
Brast05G298100	0.983106641
Brast05G023200	-1.312792812
Brast05G130000	-1.651362821
Brast07G109600	1.157758882
Brast08G089900	1.329027452
Brast07G228100	1.086293053
Brast06G003100	-1.122741579
Brast04G125300	1.821525426
Brast09G144000	-1.678291726
Brast10G156800	1.792871616
Brast03G167800	-1.67777613
Brast05G116500	-2.763743641
Brast08G153400	-1.141465899
Brast04G279400	1.16608122
Brast02G061500	1.383358443
Brast03G226000	-2.445949167
Brast07G226200	-1.897477455
Brast01G171100	2.12371879
Brast03G049300	-1.151926175
Brast07G002500	1.790513772
Brast09G171500	-1.197428683
Brast02G175900	-1.470057376
Brast01G307300	-1.549648372
Brast02G069600	-1.320026504
Brast01G072800	1.082733835
Brast01G034000	1.128289024
Brast04G024200	2.349609869
Brast01G301400	1.233429028
Brast07G020800	-2.163182369
Brast03G171600	-1.464909938
Brast05G224400	-1.085535876
Brast02G089700	-1.427348998
Brast02G390200	1.866868597
Brast06G247900	1.186566709
Brast09G065900	1.532891134
Brast04G010200	1.409630054
Brast03G005700	-2.391584388
Brast02G252800	-1.578137856
Brast02G213000	1.20597019
Brast09G172400	-3.207115064
Brast06G072900	-1.372018102
Brast03G208700	0.343507329
Brast05G183300	2.01839783
Brast01G239700	1.179162925
Brast02G273300	1.345456333
Brast08G231700	-1.688793399
Brast01G107100	-1.233529177
Brast10G138300	-2.687638063
Brast05G096700	-1.229984238
Brast10G153200	-1.831684746
Brast05G153700	1.02741242
Brast09G056300	1.570500909
Brast05G245100	-1.389974663
Brast06G033100	1.426017929
Brast08G229400	3.406017946
Brast02G189200	1.061575259
Brast03G019700	-1.584597683
Brast02G123000	-1.051193957
Brast04G328800	-1.496360801
Brast03G246400	1.141891555
Brast01G311200	-2.150718527
Brast02G345700	-2.114820818
Brast02G033500	1.005934038
Brast02G139900	-1.668302303
Brast02G029000	-1.735471409
Brast02G270200	3.026626308
Brast07G124000	-1.257829393
Brast04G073200	-1.831757219
Brast04G096300	-0.050737139
Brast10G150100	-1.540531786
Brast07G019500	-3.860700585
Brast04G182000	-2.018411491
Brast09G246400	1.222581268
Brast02G144400	-1.536993246
Brast06G024200	2.855981483
Brast09G163600	1.155872178
Brast10G140400	-1.882797301
Brast05G298500	-1.948838586
Brast05G133400	-0.221148417
Brast09G168500	-2.148229535
Brast05G114400	-2.367497853
Brast04G223100	2.653135026
Brast09G157100	-1.50013328
Brast01G030700	-2.01713318
Brast04G161800	-1.875630411
Brast01G362700	-1.85791596
Brast04G103600	-1.065265063
Brast01G247800	-1.935064796
Brast08G140800	3.213609726
Brast09G092300	-1.653192051
Brast07G099600	-1.456597259
Brast04G318000	-1.484348027
Brast01G055500	1.916845631
Brast02G097200	1.229663821
Brast02G318800	1.64241893
Brast09G019600	-1.158656411
Brast04G085400	-1.673988948
Brast09G182800	3.059071416
Brast02G101700	3.100347289
Brast04G281200	-1.614685097
Brast08G175400	-1.073810001
Brast09G173700	1.124498878
Brast06G200100	-1.715909012
Brast02G196200	-1.620313001
Brast08G248400	-1.23810443
Brast04G137100	1.199414341
Brast09G262800	2.689277044
Brast02G154000	-1.897684353
Brast02G241100	-1.360556496
Brast04G012300	-1.065291608
Brast08G236800	-1.892142669
Brast09G103800	-1.038162705
Brast01G119400	-1.690247388
Brast05G113400	-1.646232545
Brast02G327700	-1.395606032
Brast02G067500	-2.359023773
Brast09G111600	-2.113741979
Brast02G120800	-1.685709036
Brast08G186200	2.320538218
Brast02G150600	-1.491149758
Brast01G121000	-2.21199851
Brast05G219400	1.018307417
Brast03G197700	-1.204574293
Brast02G279800	-1.180245078
Brast09G268200	1.668163661
Brast03G030200	-1.147773289
Brast04G264400	1.244755903
Brast09G237000	-1.426383093
Brast02G085300	-1.213272595
Brast02G020200	-1.241577856
Brast04G308200	-0.418128556
Brast03G135600	-1.396158411
Brast05G065600	-1.04558411
Brast03G160200	-1.18917006
Brast06G041500	-1.040031674
Brast03G141100	-1.427787022
Brast02G221700	1.036876557
Brast02G065700	-2.166521776
Brast05G121500	1.066301008
Brast05G106600	-1.346658783
Brast09G234900	1.905767842
Brast04G086800	-1.408018865
Brast06G082000	-2.643551062
Brast02G287800	-1.668585095
Brast01G305800	-1.253925179
Brast04G023600	-1.483287502
Brast01G005200	-1.008291161
Brast09G176600	-0.337466003
Brast01G152500	-1.037125232
Brast10G136100	1.150757013
Brast01G097300	-1.873917174
Brast02G079500	-1.138594429
Brast05G153400	-1.66246792
Brast06G168400	-2.094502979
Brast03G258000	1.246221772
Brast04G018100	-2.217951171
