bhdid	bsid
Brahy.D01G0090900	Brast02G321900
Brahy.D01G0091000	Brast02G321800
Brahy.D01G0091100	Brast02G321700
Brahy.D01G0091200	Brast02G321500
Brahy.D01G0091400	Brast02G321400
Brahy.D01G0091500	Brast02G321300
Brahy.D01G0092100	Brast02G321200
Brahy.D01G0092200	Brast02G321100
Brahy.D01G0092300	Brast02G321000
Brahy.D01G0092400	Brast02G320900
Brahy.D01G0092500	Brast02G320800
Brahy.D01G0092600	Brast02G320700
Brahy.D01G0092800	Brast02G320500
Brahy.D01G0092900	Brast02G320400
Brahy.D01G0093000	Brast02G320300
Brahy.D01G0093100	Brast02G320200
Brahy.D01G0093200	Brast02G320100
Brahy.D01G0093300	Brast02G320000
Brahy.D01G0093400	Brast02G319900
Brahy.D01G0093600	Brast02G319800
Brahy.D01G0093700	Brast02G319700
Brahy.D01G0093800	Brast02G319600
Brahy.D01G0093900	Brast02G319500
Brahy.D01G0094000	Brast02G319400
Brahy.D01G0094100	Brast02G319300
Brahy.D01G0094200	Brast02G319200
Brahy.D01G0094300	Brast02G319100
Brahy.D01G0094400	Brast02G319000
Brahy.D01G0094500	Brast02G318900
Brahy.D01G0094600	Brast02G318800
Brahy.D01G0094700	Brast02G318700
Brahy.D01G0094900	Brast02G318600
Brahy.D01G0095000	Brast02G318500
Brahy.D01G0095100	Brast02G318400
Brahy.D01G0095200	Brast02G318300
Brahy.D01G0095300	Brast02G318200
Brahy.D01G0095500	Brast02G318100
Brahy.D01G0095700	Brast02G318000
Brahy.D01G0095900	Brast02G317900
Brahy.D01G0096000	Brast02G317800
Brahy.D01G0096200	Brast02G317700
Brahy.D01G0096500	Brast02G317600
Brahy.D01G0097000	Brast02G317500
Brahy.D01G0097100	Brast02G317400
Brahy.D01G0097200	Brast02G317300
Brahy.D01G0097300	Brast02G317200
Brahy.D01G0097400	Brast02G317100
Brahy.D01G0097500	Brast02G317000
Brahy.D01G0097700	Brast02G316900
Brahy.D01G0097800	Brast02G316800
Brahy.D01G0097900	Brast02G316700
Brahy.D01G0098000	Brast02G316600
Brahy.D01G0098100	Brast02G316500
Brahy.D01G0098200	Brast02G316400
Brahy.D01G0098300	Brast02G316300
Brahy.D01G0098400	Brast02G316200
Brahy.D01G0098500	Brast02G316100
Brahy.D01G0098600	Brast02G316000
Brahy.D01G0098700	Brast02G315900
Brahy.D01G0098800	Brast02G315800
Brahy.D01G0099000	Brast02G315700
Brahy.D01G0099200	Brast02G315600
Brahy.D01G0099300	Brast02G315500
Brahy.D01G0099400	Brast02G315400
Brahy.D01G0099500	Brast02G315300
Brahy.D01G0099600	Brast02G315200
Brahy.D01G0099700	Brast02G315100
Brahy.D01G0099900	Brast02G314800
Brahy.D01G0100000	Brast02G314700
Brahy.D01G0100100	Brast02G314600
Brahy.D01G0100200	Brast02G314500
Brahy.D01G0100300	Brast02G314300
Brahy.D01G0100400	Brast02G314200
Brahy.D01G0100600	Brast02G314100
Brahy.D01G0100700	Brast02G314000
Brahy.D01G0100900	Brast02G313800
Brahy.D01G0101000	Brast02G313700
Brahy.D01G0101600	Brast02G313600
Brahy.D01G0101800	Brast02G313500
Brahy.D01G0101900	Brast02G313400
Brahy.D01G0102100	Brast02G313300
Brahy.D01G0102300	Brast02G313100
Brahy.D01G0102500	Brast02G313000
Brahy.D01G0102700	Brast02G312800
Brahy.D01G0102900	Brast02G312700
Brahy.D01G0103000	Brast02G312600
Brahy.D01G0103100	Brast02G312500
Brahy.D01G0103200	Brast02G312400
Brahy.D01G0103300	Brast02G312300
Brahy.D01G0103500	Brast02G312200
Brahy.D01G0103600	Brast02G312100
Brahy.D01G0103700	Brast02G312000
Brahy.D01G0103800	Brast02G311900
Brahy.D01G0103900	Brast02G311800
Brahy.D01G0104000	Brast02G311700
Brahy.D01G0104100	Brast02G311600
Brahy.D01G0104200	Brast02G311500
Brahy.D01G0104300	Brast02G311400
Brahy.D01G0104400	Brast02G311300
Brahy.D01G0104500	Brast02G311200
Brahy.D01G0104700	Brast02G311100
Brahy.D01G0104800	Brast02G311000
Brahy.D01G0105000	Brast02G310900
Brahy.D01G0105300	Brast02G310800
Brahy.D01G0105400	Brast02G310700
Brahy.D01G0105500	Brast02G310600
Brahy.D01G0105800	Brast02G310500
Brahy.D01G0106000	Brast02G310400
Brahy.D01G0106100	Brast02G310300
Brahy.D01G0106300	Brast02G310200
Brahy.D01G0106500	Brast02G310000
Brahy.D01G0106600	Brast02G309900
Brahy.D01G0106800	Brast02G309700
Brahy.D01G0106900	Brast02G309600
Brahy.D01G0107000	Brast02G309500
Brahy.D01G0107100	Brast02G309400
Brahy.D01G0107200	Brast02G309300
Brahy.D01G0107500	Brast02G309200
Brahy.D01G0107600	Brast02G309100
Brahy.D01G0107700	Brast02G308800
Brahy.D01G0107900	Brast02G308700
Brahy.D01G0108000	Brast02G308600
Brahy.D01G0108200	Brast02G308500
Brahy.D01G0108300	Brast02G308300
Brahy.D01G0108400	Brast02G308200
Brahy.D01G0108500	Brast02G308100
Brahy.D01G0108600	Brast02G308000
Brahy.D01G0108700	Brast02G307900
Brahy.D01G0108800	Brast02G307800
Brahy.D01G0108900	Brast02G307700
Brahy.D01G0109000	Brast02G307600
Brahy.D01G0109100	Brast02G307500
Brahy.D01G0109200	Brast02G307400
Brahy.D01G0109400	Brast02G307300
Brahy.D01G0109500	Brast02G307200
Brahy.D01G0109600	Brast02G307100
Brahy.D01G0109800	Brast02G306900
Brahy.D01G0110000	Brast02G306800
Brahy.D01G0110100	Brast02G306700
Brahy.D01G0110200	Brast02G306600
Brahy.D01G0110300	Brast02G306500
Brahy.D01G0110400	Brast02G306300
Brahy.D01G0110500	Brast02G306200
Brahy.D01G0110600	Brast02G306100
Brahy.D01G0110700	Brast02G306000
Brahy.D01G0110800	Brast02G305900
Brahy.D01G0110900	Brast02G305800
Brahy.D01G0111000	Brast02G305700
Brahy.D01G0111100	Brast02G305600
Brahy.D01G0111200	Brast02G305500
Brahy.D01G0111300	Brast02G305400
Brahy.D01G0111400	Brast02G305300
Brahy.D01G0111500	Brast02G305200
Brahy.D01G0111700	Brast02G305100
Brahy.D01G0111800	Brast02G305000
Brahy.D01G0111900	Brast02G304900
Brahy.D01G0112200	Brast02G304700
Brahy.D01G0112300	Brast02G304600
Brahy.D01G0112400	Brast02G304500
Brahy.D01G0112600	Brast02G304300
Brahy.D01G0112700	Brast02G304200
Brahy.D01G0112800	Brast02G304100
Brahy.D01G0112900	Brast02G304000
Brahy.D01G0113000	Brast02G303900
Brahy.D01G0113100	Brast02G303800
Brahy.D01G0113300	Brast02G303700
Brahy.D01G0113400	Brast02G303600
Brahy.D01G0113600	Brast02G303500
Brahy.D01G0113700	Brast02G303400
Brahy.D01G0113900	Brast02G303200
Brahy.D01G0114100	Brast02G303100
Brahy.D01G0114200	Brast02G303000
Brahy.D01G0114600	Brast02G302800
Brahy.D01G0114700	Brast02G302700
Brahy.D01G0114800	Brast02G302600
Brahy.D01G0114900	Brast02G302500
Brahy.D01G0115000	Brast02G302400
Brahy.D01G0115200	Brast02G302300
Brahy.D01G0115300	Brast02G302200
Brahy.D01G0115400	Brast02G302000
Brahy.D01G0115600	Brast02G301900
Brahy.D01G0115800	Brast02G301700
Brahy.D01G0116000	Brast02G301600
Brahy.D01G0116100	Brast02G301500
Brahy.D01G0116300	Brast02G301400
Brahy.D01G0116500	Brast02G301300
Brahy.D01G0116600	Brast02G301200
Brahy.D01G0116700	Brast02G301100
Brahy.D01G0116800	Brast02G300900
Brahy.D01G0117000	Brast02G300800
Brahy.D01G0117200	Brast02G300700
Brahy.D01G0117400	Brast02G300600
Brahy.D01G0117500	Brast02G300400
Brahy.D01G0117800	Brast02G300300
Brahy.D01G0117900	Brast02G300200
Brahy.D01G0118000	Brast02G300100
Brahy.D01G0118100	Brast02G300000
Brahy.D01G0118400	Brast02G299800
Brahy.D01G0118500	Brast02G299700
Brahy.D01G0118600	Brast02G299600
Brahy.D01G0118700	Brast02G299500
Brahy.D01G0118800	Brast02G299400
Brahy.D01G0118900	Brast02G299300
Brahy.D01G0119100	Brast02G299200
Brahy.D01G0119200	Brast02G299000
Brahy.D01G0119400	Brast02G298900
Brahy.D01G0119500	Brast02G298800
Brahy.D01G0119700	Brast02G298600
Brahy.D01G0119800	Brast02G298500
Brahy.D01G0119900	Brast02G298400
Brahy.D01G0120000	Brast02G298300
Brahy.D01G0120100	Brast02G298200
Brahy.D01G0120200	Brast02G298100
Brahy.D01G0120300	Brast02G298000
Brahy.D01G0120400	Brast02G297900
Brahy.D01G0120500	Brast02G297800
Brahy.D01G0120700	Brast02G297600
Brahy.D01G0120800	Brast02G297500
Brahy.D01G0121000	Brast02G297400
Brahy.D01G0121200	Brast02G297300
Brahy.D01G0121300	Brast02G297200
Brahy.D01G0121400	Brast02G297100
Brahy.D01G0121500	Brast02G297000
Brahy.D01G0121600	Brast02G296900
Brahy.D01G0121700	Brast02G296800
Brahy.D01G0121800	Brast02G296700
Brahy.D01G0121900	Brast02G296600
Brahy.D01G0122100	Brast02G296500
Brahy.D01G0122200	Brast02G296400
Brahy.D01G0122800	Brast02G295800
Brahy.D01G0122900	Brast02G295700
Brahy.D01G0123100	Brast02G295600
Brahy.D01G0123200	Brast02G295500
Brahy.D01G0123300	Brast02G295400
Brahy.D01G0123400	Brast02G295300
Brahy.D01G0123500	Brast02G295200
Brahy.D01G0123600	Brast02G295100
Brahy.D01G0123700	Brast02G295000
Brahy.D01G0123800	Brast02G294900
Brahy.D01G0123900	Brast02G294800
Brahy.D01G0124000	Brast02G294700
Brahy.D01G0124100	Brast02G294600
Brahy.D01G0124500	Brast02G294500
Brahy.D01G0124600	Brast02G294400
Brahy.D01G0124700	Brast02G294300
Brahy.D01G0124800	Brast02G294200
Brahy.D01G0125000	Brast02G293900
Brahy.D01G0125200	Brast02G293800
Brahy.D01G0125300	Brast02G293700
Brahy.D01G0125400	Brast02G293600
Brahy.D01G0125500	Brast02G293500
Brahy.D01G0125600	Brast02G293300
Brahy.D01G0125700	Brast02G293200
Brahy.D01G0125800	Brast02G293100
Brahy.D01G0125900	Brast02G292700
Brahy.D01G0126000	Brast02G292600
Brahy.D01G0126100	Brast02G292500
Brahy.D01G0126200	Brast02G292400
Brahy.D01G0126300	Brast02G292300
Brahy.D01G0126400	Brast02G292200
Brahy.D01G0126700	Brast02G292000
Brahy.D01G0126800	Brast02G291900
Brahy.D01G0126900	Brast02G291800
Brahy.D01G0127000	Brast02G291700
Brahy.D01G0127100	Brast02G291600
Brahy.D01G0127300	Brast02G291500
Brahy.D01G0127600	Brast02G291400
Brahy.D01G0127700	Brast02G291300
Brahy.D01G0127800	Brast02G291200
Brahy.D01G0127900	Brast02G291100
Brahy.D01G0128000	Brast02G291000
Brahy.D01G0128100	Brast02G290900
Brahy.D01G0128200	Brast02G290800
Brahy.D01G0128300	Brast02G290700
Brahy.D01G0128400	Brast02G290500
Brahy.D01G0128600	Brast02G290200
Brahy.D01G0128700	Brast02G290100
Brahy.D01G0128900	Brast02G290000
Brahy.D01G0129100	Brast02G289700
Brahy.D01G0129300	Brast02G289600
Brahy.D01G0129400	Brast02G289500
Brahy.D01G0129500	Brast02G289400
Brahy.D01G0129700	Brast02G289300
Brahy.D01G0129800	Brast02G289200
Brahy.D01G0129900	Brast02G289000
Brahy.D01G0130200	Brast02G288800
Brahy.D01G0130300	Brast02G288500
Brahy.D01G0130400	Brast02G288400
Brahy.D01G0130500	Brast02G288300
Brahy.D01G0130600	Brast02G288200
Brahy.D01G0130700	Brast02G288100
Brahy.D01G0130800	Brast02G288000
Brahy.D01G0130900	Brast02G287900
Brahy.D01G0131000	Brast02G287800
Brahy.D01G0131100	Brast02G287700
Brahy.D01G0131200	Brast02G287600
Brahy.D01G0131400	Brast02G287500
Brahy.D01G0131600	Brast02G287400
Brahy.D01G0131700	Brast02G287200
Brahy.D01G0131800	Brast02G287100
Brahy.D01G0132000	Brast02G287000
Brahy.D01G0132100	Brast02G286900
Brahy.D01G0132200	Brast02G286800
Brahy.D01G0132300	Brast02G286700
Brahy.D01G0132400	Brast02G286600
Brahy.D01G0132500	Brast02G286500
Brahy.D01G0132600	Brast02G286400
Brahy.D01G0132700	Brast02G286300
Brahy.D01G0132800	Brast02G286200
Brahy.D01G0132900	Brast02G286100
Brahy.D01G0133000	Brast02G286000
Brahy.D01G0133100	Brast02G285900
Brahy.D01G0133400	Brast02G285600
Brahy.D01G0133500	Brast02G285400
Brahy.D01G0133600	Brast02G285300
Brahy.D01G0133700	Brast02G285200
Brahy.D01G0133900	Brast02G285100
Brahy.D01G0134000	Brast02G285000
Brahy.D01G0134300	Brast02G284900
Brahy.D01G0134500	Brast02G284800
Brahy.D01G0134800	Brast02G284700
Brahy.D01G0134900	Brast02G284600
Brahy.D01G0135000	Brast02G284400
Brahy.D01G0135100	Brast02G284300
Brahy.D01G0135200	Brast02G284200
Brahy.D01G0135600	Brast02G284000
Brahy.D01G0135700	Brast02G283900
Brahy.D01G0135800	Brast02G283800
Brahy.D01G0136100	Brast02G283600
Brahy.D01G0136400	Brast02G283500
Brahy.D01G0136700	Brast02G283400
Brahy.D01G0136900	Brast02G283300
Brahy.D01G0137000	Brast02G283200
Brahy.D01G0137100	Brast02G283100
Brahy.D01G0137200	Brast02G282900
Brahy.D01G0949900	Brast02G104400
Brahy.D01G0950100	Brast02G104300
Brahy.D01G0950300	Brast02G104000
Brahy.D01G0950500	Brast02G103900
Brahy.D01G0950700	Brast02G103800
Brahy.D01G0950900	Brast02G103500
Brahy.D01G0951000	Brast02G103400
Brahy.D01G0951300	Brast02G103300
Brahy.D01G0951500	Brast02G103000
Brahy.D01G0951700	Brast02G102800
Brahy.D01G0951800	Brast02G102700
Brahy.D01G0951900	Brast02G102600
Brahy.D01G0952000	Brast02G102500
Brahy.D01G0952100	Brast02G102400
Brahy.D01G0952300	Brast02G102300
Brahy.D01G0952400	Brast02G102200
Brahy.D01G0952500	Brast02G102100
Brahy.D01G0952600	Brast02G102000
Brahy.D01G0952700	Brast02G101900
Brahy.D01G0952800	Brast02G101800
Brahy.D01G0952900	Brast02G101700
Brahy.D01G0953000	Brast02G101600
Brahy.D01G0953100	Brast02G101500
Brahy.D01G0953200	Brast02G101400
Brahy.D01G0953300	Brast02G101300
Brahy.D01G0953400	Brast02G101200
Brahy.D01G0953800	Brast02G101000
Brahy.D01G0953900	Brast02G100900
Brahy.D01G0954000	Brast02G100700
Brahy.D01G0955500	Brast02G100500
Brahy.D01G0956300	Brast02G100300
Brahy.D01G0956500	Brast02G100100
Brahy.D01G0956600	Brast02G100000
Brahy.D01G0956700	Brast02G099900
Brahy.D01G0956800	Brast02G099800
Brahy.D01G0956900	Brast02G099600
Brahy.D01G0957000	Brast02G099500
Brahy.D01G0957200	Brast02G099400
Brahy.D01G0957300	Brast02G099300
Brahy.D01G0957400	Brast02G099200
Brahy.D01G0957500	Brast02G099100
Brahy.D01G0957600	Brast02G099000
Brahy.D01G0957700	Brast02G098800
Brahy.D01G0957800	Brast02G098700
Brahy.D01G0957900	Brast02G098600
Brahy.D01G0958000	Brast02G098500
Brahy.D01G0958200	Brast02G098400
Brahy.D01G0958400	Brast02G098300
Brahy.D01G0958500	Brast02G098200
Brahy.D01G0958600	Brast02G098100
Brahy.D01G0958700	Brast02G098000
Brahy.D01G0958800	Brast02G097700
Brahy.D01G0958900	Brast02G097600
Brahy.D01G0959200	Brast02G097400
Brahy.D01G0959300	Brast02G097200
Brahy.D01G0959400	Brast02G097100
Brahy.D01G0959600	Brast02G096900
Brahy.D01G0959700	Brast02G096800
Brahy.D01G0959800	Brast02G096700
Brahy.D01G0959900	Brast02G096600
Brahy.D01G0960100	Brast02G096500
Brahy.D01G0960200	Brast02G096400
Brahy.D01G0960700	Brast02G096200
Brahy.D01G0960800	Brast02G096100
Brahy.D01G0960900	Brast02G096000
Brahy.D01G0961000	Brast02G095900
Brahy.D01G0961100	Brast02G095800
Brahy.D01G0961300	Brast02G095700
Brahy.D01G0961400	Brast02G095500
Brahy.D01G0961500	Brast02G095400
Brahy.D01G0961800	Brast02G095200
Brahy.D01G0962200	Brast02G095100
Brahy.D01G0962800	Brast02G094600
Brahy.D01G0963000	Brast02G094500
Brahy.D01G0963100	Brast02G094400
Brahy.D01G0963200	Brast02G094300
Brahy.D01G0963300	Brast02G094200
Brahy.D01G0963500	Brast02G094000
Brahy.D01G0963600	Brast02G093900
Brahy.D01G0963700	Brast02G093800
Brahy.D01G0963800	Brast02G093700
Brahy.D01G0963900	Brast02G093600
Brahy.D01G0964000	Brast02G093500
Brahy.D01G0964200	Brast02G093400
Brahy.D01G0964300	Brast02G093200
Brahy.D01G0964500	Brast02G093100
Brahy.D01G0964600	Brast02G093000
Brahy.D01G0964700	Brast02G092900
Brahy.D01G0964800	Brast02G092800
Brahy.D01G0965000	Brast02G092700
Brahy.D01G0965100	Brast02G092600
Brahy.D01G0965500	Brast02G092500
Brahy.D01G0965600	Brast02G092400
Brahy.D01G0965700	Brast02G092300
Brahy.D01G0965800	Brast02G092200
Brahy.D01G0966000	Brast02G092100
Brahy.D01G0966100	Brast02G091800
Brahy.D01G0966300	Brast02G091700
Brahy.D01G0966500	Brast02G091600
Brahy.D01G0966600	Brast02G091400
Brahy.D01G0966700	Brast02G091300
Brahy.D01G0966800	Brast02G091200
Brahy.D01G0966900	Brast02G091100
Brahy.D01G0967000	Brast02G091000
Brahy.D01G0967100	Brast02G090900
Brahy.D01G0967300	Brast02G090700
Brahy.D01G0967400	Brast02G090600
Brahy.D01G0967500	Brast02G090500
Brahy.D01G0967600	Brast02G090400
Brahy.D01G0967700	Brast02G090300
Brahy.D01G0967800	Brast02G090200
Brahy.D01G0967900	Brast02G090100
Brahy.D01G0968000	Brast02G090000
Brahy.D01G0968100	Brast02G089900
Brahy.D01G0968200	Brast02G089800
Brahy.D01G0968300	Brast02G089700
Brahy.D01G0968400	Brast02G089600
Brahy.D01G0968500	Brast02G089500
Brahy.D01G0968600	Brast02G089400
Brahy.D01G0968700	Brast02G089300
Brahy.D01G0968900	Brast02G089100
Brahy.D01G0969000	Brast02G089000
Brahy.D01G0969100	Brast02G088700
Brahy.D01G0969400	Brast02G088600
Brahy.D01G0969500	Brast02G088500
Brahy.D01G0969600	Brast02G088300
Brahy.D01G0969800	Brast02G088100
Brahy.D01G0969900	Brast02G088000
Brahy.D01G0970000	Brast02G087900
Brahy.D01G0970100	Brast02G087800
Brahy.D01G0970200	Brast02G087700
Brahy.D01G0970300	Brast02G087600
Brahy.D01G0970400	Brast02G087500
Brahy.D01G0970500	Brast02G087400
Brahy.D01G0970600	Brast02G087300
Brahy.D01G0970700	Brast02G087200
Brahy.D01G0970900	Brast02G087100
Brahy.D01G0971000	Brast02G087000
Brahy.D01G0971100	Brast02G086900
Brahy.D01G0971200	Brast02G086800
Brahy.D01G0971300	Brast02G086700
Brahy.D01G0971500	Brast02G086600
Brahy.D01G0971600	Brast02G086500
Brahy.D01G0971700	Brast02G086400
Brahy.D01G0971800	Brast02G086300
Brahy.D01G0971900	Brast02G086200
Brahy.D01G0972000	Brast02G086100
Brahy.D01G0972100	Brast02G086000
Brahy.D01G0972200	Brast02G085800
Brahy.D01G0972400	Brast02G085700
Brahy.D01G0972500	Brast02G085600
Brahy.D01G0972700	Brast02G085500
Brahy.D01G0972900	Brast02G085300
Brahy.D01G0973000	Brast02G085200
Brahy.D01G0973100	Brast02G085100
Brahy.D01G0973200	Brast02G084900
Brahy.D01G0973500	Brast02G084800
Brahy.D01G0973600	Brast02G084600
Brahy.D01G0973700	Brast02G084500
Brahy.D01G0973800	Brast02G084400
Brahy.D01G0973900	Brast02G084300
Brahy.D01G0974000	Brast02G084100
Brahy.D01G0974200	Brast02G083900
Brahy.D01G0974300	Brast02G083800
Brahy.D01G0974500	Brast02G083500
Brahy.D01G0975000	Brast02G083400
Brahy.D01G0975200	Brast02G083300
Brahy.D01G0975300	Brast02G083200
Brahy.D01G0975500	Brast02G083100
Brahy.D01G0975700	Brast02G083000
Brahy.D01G0975800	Brast02G082900
Brahy.D01G0975900	Brast02G082700
Brahy.D01G0976000	Brast02G082600
Brahy.D01G0976100	Brast02G082500
Brahy.D01G0976200	Brast02G082400
Brahy.D01G0976300	Brast02G082300
Brahy.D01G0976400	Brast02G082200
Brahy.D01G0976500	Brast02G082100
Brahy.D01G0976800	Brast02G081900
Brahy.D01G0976900	Brast02G081800
Brahy.D01G0977000	Brast02G081700
Brahy.D01G0977100	Brast02G081600
Brahy.D01G0977200	Brast02G081500
Brahy.D01G0977300	Brast02G081400
Brahy.D01G0977400	Brast02G081300
Brahy.D01G0977500	Brast02G081200
Brahy.D01G0977700	Brast02G081100
Brahy.D01G0977800	Brast02G081000
Brahy.D01G0978000	Brast02G080900
Brahy.D01G0978100	Brast02G080800
Brahy.D01G0978200	Brast02G080700
Brahy.D01G0978300	Brast02G080600
Brahy.D01G0978400	Brast02G080500
Brahy.D01G0978500	Brast02G080400
Brahy.D01G0978800	Brast02G080200
Brahy.D01G0978900	Brast02G080100
Brahy.D01G0979000	Brast02G080000
Brahy.D01G0979200	Brast02G079900
Brahy.D01G0979400	Brast02G079800
Brahy.D01G0979500	Brast02G079700
Brahy.D01G0979600	Brast02G079500
Brahy.D01G0980000	Brast02G079300
Brahy.D01G0980100	Brast02G079200
Brahy.D01G0980400	Brast02G079100
Brahy.D01G0980500	Brast02G079000
Brahy.D01G0980600	Brast02G078900
Brahy.D01G0980700	Brast02G078700
Brahy.D01G0980800	Brast02G078600
Brahy.D01G0980900	Brast02G078500
Brahy.D01G0981100	Brast02G078400
Brahy.D01G0981200	Brast02G078300
Brahy.D01G0981600	Brast02G078200
Brahy.D01G0981700	Brast02G078100
Brahy.D01G0981800	Brast02G078000
Brahy.D01G0982200	Brast02G077800
Brahy.D01G0982400	Brast02G077700
Brahy.D01G0982500	Brast02G077600
Brahy.D01G0982700	Brast02G077400
Brahy.D01G0982800	Brast02G077300
Brahy.D01G0982900	Brast02G077200
Brahy.D01G0983100	Brast02G077000
Brahy.D01G0983300	Brast02G076900
Brahy.D01G0983400	Brast02G076700
Brahy.D01G0983500	Brast02G076600
Brahy.D01G0983700	Brast02G076500
Brahy.D01G0983800	Brast02G076400
Brahy.D01G0984100	Brast02G076300
Brahy.D01G0984200	Brast02G076200
Brahy.D01G0984300	Brast02G076100
Brahy.D01G0984400	Brast02G076000
Brahy.D01G0984500	Brast02G075900
Brahy.D01G0984600	Brast02G075800
Brahy.D01G0984700	Brast02G075700
Brahy.D01G0984800	Brast02G075600
Brahy.D01G0984900	Brast02G075500
Brahy.D01G0985000	Brast02G075400
Brahy.D01G0985100	Brast02G075300
Brahy.D01G0985200	Brast02G075200
Brahy.D01G0985300	Brast02G075100
Brahy.D01G0985500	Brast02G075000
Brahy.D01G0985600	Brast02G074900
Brahy.D01G0985700	Brast02G074800
Brahy.D01G0985900	Brast02G074600
Brahy.D01G0986000	Brast02G074500
Brahy.D01G0986100	Brast02G074400
Brahy.D01G0986200	Brast02G074300
Brahy.D01G0986300	Brast02G074200
Brahy.D01G0986600	Brast02G074000
Brahy.D01G0986700	Brast02G073900
Brahy.D01G0986800	Brast02G073600
Brahy.D01G0987000	Brast02G073500
Brahy.D01G0987100	Brast02G073400
Brahy.D01G0987200	Brast02G073300
Brahy.D01G0987300	Brast02G073200
Brahy.D01G0987400	Brast02G073100
Brahy.D01G0987700	Brast02G072800
Brahy.D01G0987800	Brast02G072700
Brahy.D01G0988000	Brast02G072500
Brahy.D01G0988100	Brast02G072400
Brahy.D01G0988200	Brast02G072300
Brahy.D01G0988400	Brast02G072100
Brahy.D01G0988500	Brast02G071900
Brahy.D01G0988600	Brast02G071700
Brahy.D01G0988700	Brast02G071600
Brahy.D01G0988800	Brast02G071500
Brahy.D01G0988900	Brast02G071400
Brahy.D01G0989000	Brast02G071300
Brahy.D01G0989100	Brast02G071200
Brahy.D01G0989200	Brast02G071000
Brahy.D01G0989300	Brast02G070900
Brahy.D01G0989400	Brast02G070800
Brahy.D01G0989900	Brast02G070500
Brahy.D01G0990200	Brast02G070300
Brahy.D01G0990500	Brast02G070100
Brahy.D01G0990600	Brast02G070000
Brahy.D01G0990700	Brast02G069900
Brahy.D01G0990800	Brast02G069800
Brahy.D01G0990900	Brast02G069700
Brahy.D01G0991000	Brast02G069600
Brahy.D01G0991200	Brast02G069100
Brahy.D01G0991300	Brast02G069000
Brahy.D01G0991400	Brast02G068900
Brahy.D01G0991500	Brast02G068800
Brahy.D01G0991600	Brast02G068700
Brahy.D01G0991700	Brast02G068600
Brahy.D01G0991800	Brast02G068500
Brahy.D01G0991900	Brast02G068400
Brahy.D01G0992000	Brast02G068100
Brahy.D01G0992100	Brast02G068000
Brahy.D01G0992200	Brast02G067900
Brahy.D01G0992300	Brast02G067800
