	bhsid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
2706	Brast08G119700	8.44e-05	0.000307023	0.274879355				
2707	Brast08G123000	0.000710198	0.001321171	0.537551548				
2708	Brast08G124400	0.00132802	0.003316301	0.400452336				
2709	Brast08G125200	0.000552869	0.001777531	0.311032302				
2710	Brast08G135100	0.000659426	0.005260228	0.125360789				
2711	Brast08G137200	0.0048790305	0.005465826	0.993608919				
2712	Brast08G141100	0.0002968295	0.0003691255	0.8758991625000001				
2713	Brast08G142100	7.12e-05	9.41e-05	0.75614357				
2714	Brast08G144700	0.0017958606666666	0.0033235056666666	0.5420369740000001				
2715	Brast08G144800	0.004870375	0.01106085	0.440325558				
2716	Brast08G146700	0.00140209	0.003256615	0.43053614				
2717	Brast08G147100	0.0014258225	0.0017876215	0.5318983185				
2718	Brast08G155300	0.003977393	0.005501248	0.722998191				
2719	Brast08G156200	0.00031301	0.001558595	0.20082804				
2720	Brast08G165000	0.001646335	0.002726059	0.603924975				
2721	Brast08G168000	0.000160724	0.000510088	0.315090335				
2722	Brast08G172400	0.0009782904999999	0.0046596375	0.2139447435				
2723	Brast08G174400	0.001206241	0.0022668634999999	2.3613097685				
2724	Brast08G175400	0.001766496	0.001404203	1.258006344				
2725	Brast08G176800	5.53e-05	0.000349892	0.158162083				
2726	Brast08G178200	0.00172374	0.002547357	0.676677942				
2727	Brast08G180400	0.002105827	0.004807724	0.438009132				
2728	Brast08G181100	0.001262047	0.002485203	0.507824471				
2729	Brast08G183800	0.001760123	0.002208349	0.797031068				
2730	Brast08G183900	0.0010524	0.000950066	1.107712141				
2731	Brast08G184400	0.006311107	0.011897087	0.530474985				
2732	Brast08G185700	0.001829569	0.002358929	0.775593105				
2733	Brast08G188500	0.0026340014999999	0.001965837	1.2098406545				
2734	Brast08G188700	0.001197036	0.003526883	0.339403358				
2735	Brast08G192400	0.0004342	0.001256629	0.345527949				
2736	Brast08G193200	0.0033622186666666	0.0043508689999999	0.7046239416666668				
2737	Brast08G197200	0.00051981	0.003565966	0.145769748				
2738	Brast08G199000	0.0012962795	0.0009409794999999	1.3861871935				
2739	Brast08G201100	0.00057977	0.000675283	0.7669883925000001				
2740	Brast08G201500	0.001358219	0.004037031	0.336440086				
2741	Brast08G206900	0.004056859	0.002990113	1.356757678				
2742	Brast08G207200	0.000520241	0.006892771	0.075476319				
2743	Brast08G212900	0.004031621	0.016061935	0.251004704				
2744	Brast08G214200	1.31e-05	4.26e-05	0.307122554				
2745	Brast08G214600	0.0034573186666666	0.0045160136666666	0.9159826823333334				
2746	Brast08G214800	0.000314185	0.000142653	2.202438767				
2747	Brast08G217500	0.000611273	0.000153795	3.974585827				
2748	Brast08G219100	0.005473652	0.008446787	0.648015911				
2749	Brast08G226400	9.97e-05	0.000344828	0.289241716				
2750	Brast08G227000	0.000322191	0.001911657	0.168540043				
2751	Brast08G227400	0.001085998	0.002901091	0.374341214				
2752	Brast08G231300	0.0028644683333333	0.0066577199999999	0.4083710316666666				
2753	Brast08G231700	0.001463908	0.000638259	2.293596702				
2754	Brast08G231900	0.012319623	0.010939305	1.12617966				
2755	Brast08G232500	0.003382423	0.003272569	1.033568395				
2756	Brast08G233400	0.001087395	0.001433561	0.758527035				
2757	Brast08G235900	0.00159498	0.008294163	0.192301459				
2758	Brast08G236800	4.43e-05	0.000141542	0.31319341				
2759	Brast08G238000	0.000146039	0.000314442	0.464437074				
2760	Brast08G241600	0.001050067	0.012502779	0.083986667				
2761	Brast08G244500	0.000109101	0.000225135	0.484603087				
2762	Brast08G244600	0.000375921	0.000431079	2.7548207755				
2763	Brast08G245200	0.006488461	0.007232297	0.8997105864999999				
2764	Brast08G245600	0.0040164515	0.005307108	0.646415591				
2765	Brast08G245900	0.000863178	0.001437064	0.600654077				
2766	Brast08G249000	0.000640478	0.00092536	0.692139497				
2767	Brast09G005900	0.0092206515	0.0095430945	0.962429803				
2768	Brast09G006300	0.000507343	0.000155366	3.265465291				
2769	Brast09G006700	0.005729952	0.005771235	0.992846792				
2770	Brast09G009300	0.00044399	0.000924964	0.480008255				
2771	Brast09G013400	0.000521631	9.66e-05	5.400844679				
2772	Brast09G014800	0.00694968	0.007079149	0.981711116				
2773	Brast09G019600	0.001621437	0.002196229	0.738282335				
2774	Brast09G021300	0.001105146	0.005386562	0.205167287				
2775	Brast09G021900	0.00081775	0.001259357	0.649339355				
2776	Brast09G026800	0.0016508235	0.001916865	0.8217191429999999				
2777	Brast09G026900	0.0010316054999999	0.002529074	1.163673085				
2778	Brast09G027000	0.001579066	0.001261753	1.1527604655				
2779	Brast09G027500	0.000680153	0.000801809	0.9376748835				
2780	Brast09G028200	0.0006173929999999	0.0005372075	1.137521543				
2781	Brast09G028900	0.000468104	0.000211329	2.215055227				
2782	Brast09G032900	0.003242608	0.005131374	0.63191805				
2783	Brast09G033000	0.000719374	0.002991703	0.240456243				
2784	Brast09G033700	0.000227108	0.000864254	0.262779426				
2785	Brast09G034300	4.07e-05	0.00096837	0.041986164				
2786	Brast09G035700	0.000346745	0.000515829	0.672208548				
2787	Brast09G037000	0.001483943	0.0020707535	0.7523135974999999				
2788	Brast09G037200	0.000613311	0.0008354645	0.6254481485000001				
2789	Brast09G038100	0.002160244	0.003095928	0.697769423				
2790	Brast09G039300	0.000501805	0.000572247	0.6939920385				
2791	Brast09G039800	0.001950147	0.004467049	0.436562754				
2792	Brast09G040100	3.91e-05	0.000182519	0.214302485				
2793	Brast09G043000	0.000277414	0.001876635	0.147825004				
2794	Brast09G045500	0.000829686	0.001237893	0.670240137				
2795	Brast09G048300	0.000120277	0.000376145	0.319763055				
2796	Brast09G054300	0.0010069416666666	0.0016406726666666	0.7148237150000001				
2797	Brast09G056300	0.000154408	0.000266618	0.579135298				
2798	Brast09G059800	0.0037213034999999	0.0021823095	0.9584315155				
2799	Brast09G060100	0.00119569075	0.0015940962499999	0.70636763775				
2800	Brast09G062000	0.002563134	0.001849974	1.385497492				
2801	Brast09G062900	0.000775206	0.004599092	0.2117810615				
2802	Brast09G065500	0.001472756	0.006235254	0.236198307				
2803	Brast09G065900	0.000226583	0.000305307	0.742147097				
2804	Brast09G066400	0.000109637	0.000314037	0.34912255				
2805	Brast09G067000	0.008669806	0.00512428	1.691907315				
2806	Brast09G067300	0.001857979	0.000824339	2.253901095				
2807	Brast09G068600	0.003341204	0.005830496	0.573056559				
2808	Brast09G069500	0.003248522	0.004705127	0.690421773				
2809	Brast09G070700	0.00353472	0.004882836	0.72390716				
2810	Brast09G072100	0.002636143	0.002043338	1.290116109				
2811	Brast09G073300	0.002379376	0.003301111	0.720780436				
2812	Brast09G076800	0.001756688	0.000875421	2.006678397				
2813	Brast09G077700	0.000416051	0.00121897	0.341313727				
2814	Brast09G078000	1.78e-05	5.88e-05	0.302690596				
2815	Brast09G078100	9.49e-05	7.54e-05	1.258791609				
2816	Brast09G079500	0.003551361	0.0044103145	0.7202544040000001				
2817	Brast09G081800	3.71e-05	0.000154652	0.239863081				
2818	Brast09G082700	1.53e-05	3.86e-05	0.396960459				
2819	Brast09G082900	0.000555026	0.001254709	0.4423543				
2820	Brast09G083000	0.016159832	0.016593876	0.973843089				
2821	Brast09G085500	0.000115577	0.003903912	0.029605422				
2822	Brast09G088000	0.000426562	0.001430497	0.298191214				
2823	Brast09G089300	0.000157959	0.001386837	0.113899053				
2824	Brast09G089800	0.000584625	0.000268863	2.174436463				
2825	Brast09G093600	0.000833914	0.002091602	0.398696451				
2826	Brast09G094400	5.44e-05	0.000237835	0.228817618				
2827	Brast09G096400	0.000176942	0.00049796	0.3229043095				
2828	Brast09G099100	0.000122345	0.000251499	0.486462692				
2829	Brast09G101300	0.0004856805	0.0008291745	0.644703245				
2830	Brast09G102000	0.00208405	0.003720391	0.560169633				
2831	Brast09G102700	0.0021658633333333	0.0085898946666666	0.380950064				
2832	Brast09G102900	0.002365346	0.00246822	0.958320595				
2833	Brast09G104500	0.001039242	0.002060675	0.50432121				
2834	Brast09G106900	0.003998708	0.003155098	1.267380058				
2835	Brast09G108300	0.00160868	0.001487925	1.081156206				
2836	Brast09G112100	0.000567919	0.000632266	0.898229161				
2837	Brast09G112800	0.007427744	0.0058916409999999	1.136415003				
2838	Brast09G113500	0.000507776	9.63e-05	5.270247489				
2839	Brast09G114200	0.001576321	0.001004257	1.569639477				
2840	Brast09G115600	0.0029177475	0.00422218	0.6921732675				
2841	Brast09G115700	0.00137250575	0.0006864112499999	3.860231408				
2842	Brast09G115900	0.00196619	0.003167979	0.620645077				
2843	Brast09G116700	0.007131674	0.013536938	0.526830691				
2844	Brast09G118100	0.0011894925	0.0023949929999999	0.5425110959999999				
2845	Brast09G121400	0.000719279	0.001978971	0.363461118				
2846	Brast09G121700	0.0035354485	0.007510831	0.5132512945000001				
2847	Brast09G125200	0.003576853	0.002831152	1.263391387				
2848	Brast09G126300	0.002208823	0.001438702	1.535289556				
2849	Brast09G127700	0.001799914	0.002642954	0.681023504				
2850	Brast09G129200	0.001266587	0.000337131	3.756955258				
2851	Brast09G129500	0.001377529	0.002351069	0.585915784				
2852	Brast09G131300	0.000764402	0.000171325	4.461704519				
2853	Brast09G134700	0.000903411	0.001950698	0.463121734				
2854	Brast09G136700	0.00064315	0.001838083	0.349902667				
2855	Brast09G137100	0.002091502	0.002872799	0.728036314				
2856	Brast09G139000	0.009301361	0.009435867	0.985745268				
2857	Brast09G139200	0.000543694	0.001110638	0.489533559				
2858	Brast09G139900	0.0003020315	0.0014438625	0.2064632535				
2859	Brast09G142200	0.0003689765	0.0024371875	0.1132987045				
2860	Brast09G142300	0.000842523	0.000240021	3.51020216				
2861	Brast09G144300	0.000344249	0.005649152	0.060938117				
2862	Brast09G144400	0.0010612196666666	0.0019817853333333	0.5056414303333333				
2863	Brast09G145600	0.005605459	0.004315858	1.298805209				
2864	Brast09G147000	0.001412065	0.00328251	0.430178379				
2865	Brast09G147200	0.000833788	0.001852236	0.450152319				
2866	Brast09G147900	0.0030929305	0.0031955129999999	1.1027353965				
2867	Brast09G148700	0.003386977	0.003607447	0.938884723				
2868	Brast09G148800	0.000552778	0.000529458	1.044044935				
2869	Brast09G149500	0.000662678	0.002041885	0.324542462				
2870	Brast09G149700	0.0018613405	0.003888075	0.4790648175				
2871	Brast09G153200	0.001951856	0.001800226	1.084228482				
2872	Brast09G153600	0.000563604	0.0012172255	0.6432190685				
2873	Brast09G154100	0.001904589	0.002913348	0.653745806				
2874	Brast09G154800	0.000214363	0.001173393	0.182686276				
2875	Brast09G154900	4.56e-05	0.000147277	0.309757794				
2876	Brast09G155800	0.0046100745	0.008151845	0.577923068				
2877	Brast09G157100	0.001670092	0.001153721	1.447570539				
2878	Brast09G158700	0.001072637	0.001169733	0.916992806				
2879	Brast09G159500	0.002962723	0.002302002	1.287020114				
2880	Brast09G159600	0.000490712	0.001705362	0.287746575				
2881	Brast09G160300	0.000429562	0.001734318	0.247683741				
2882	Brast09G164300	0.000923184	0.001951995	0.472943653				
2883	Brast09G168000	0.001647656	0.003903815	0.422063114				
2884	Brast09G168300	0.000852892	0.002157055	0.3953964				
2885	Brast09G169300	0.0008641465	0.005035898	0.1718018895				
2886	Brast09G169500	0.000112044	0.000494344	0.226651048				
2887	Brast09G170000	0.000326145	0.00017282	1.887199288				
2888	Brast09G170600	0.009989683	0.006678779	1.495734931				
2889	Brast09G170900	0.0021021183333333	0.0020640336666666	0.97042006				
2890	Brast09G171500	0.001046332	0.000653413	1.601331519				
2891	Brast09G172800	0.000507549	0.0010974516666666	0.496685826				
2892	Brast09G173000	0.00066928	0.000665892	1.005088086				
2893	Brast09G173700	0.000125069	0.000860042	0.145422407				
2894	Brast09G175900	0.0004699749999999	0.001636848	0.2990758175				
2895	Brast09G177500	0.001363198	0.0043529965	0.325462085				
2896	Brast09G178800	0.016809855	0.024495461	0.686243643				
2897	Brast09G179200	9.6e-05	8.56e-05	1.121712694				
2898	Brast09G180500	0.000417236	0.00227608	0.183313248				
2899	Brast09G180800	0.000574846	0.004326261	0.132873705				
2900	Brast09G181200	0.002569557	0.005636614	0.455868846				
2901	Brast09G182800	0.002564924	0.00190397	1.347144654				
2902	Brast09G184000	0.0017798326666666	0.002472696	0.6883030546666666				
2903	Brast09G184400	0.000941886	0.000910832	1.034094591				
2904	Brast09G184800	0.000384557	0.000729338	0.527268422				
2905	Brast09G185500	0.005055711	0.022388156	0.225820773				
2906	Brast09G187300	1.46e-05	7.06e-05	0.206553312				
2907	Brast09G187500	0.0086077075	0.010289066	1.14383296				
2908	Brast09G191900	0.000772149	0.0003924725	1.76420298				
2909	Brast09G192500	0.00034442	0.000768141	0.448381177				
2910	Brast09G194600	0.002242148	0.001950503	1.149522988				
2911	Brast09G198400	0.000411091	0.001589794	0.258581307				
2912	Brast09G200700	0.000160875	0.000516763	0.311313278				
2913	Brast09G203200	0.001877076	0.000676213	2.775865762				
2914	Brast09G203400	0.000442082	0.002628795	0.168169103				
2915	Brast09G204900	0.002068885	0.001085021	1.906769206				
2916	Brast09G209200	1.88e-05	3.96e-05	0.476222115				
2917	Brast09G214100	0.001197435	0.001465624	0.817013682				
2918	Brast09G218800	0.00187409	0.0021289565	1.126031235				
2919	Brast09G220900	0.000996919	0.00019416	5.134524015				
2920	Brast09G221000	0.000182139	0.000532208	0.34223225				
2921	Brast09G221400	0.000690576	0.010018943	0.068927073				
2922	Brast09G221500	0.009955928	0.009658699	1.030773162				
2923	Brast09G221700	0.001113995	0.005416681	0.205660026				
2924	Brast09G222700	0.000343705	0.002625799	0.130895378				
2925	Brast09G222800	0.000349903	0.00274775	0.127341755				
2926	Brast09G223300	0.001596506	0.0026048065	0.7827155379999999				
2927	Brast09G223600	0.0012610375	0.0018594945	0.6622757965				
2928	Brast09G224400	0.002260405	0.005842691	0.386877366				
2929	Brast09G224600	0.000762133	0.000644309	1.182870007				
2930	Brast09G226600	0.003579185	0.003740648	0.956835394				
2931	Brast09G227700	0.001027797	0.000856539	1.199942205				
2932	Brast09G228100	0.000370354	0.001241643	0.298277238				
2933	Brast09G228900	0.0005828195	0.0009241665	2.0510034595				
2934	Brast09G229000	0.000333441	0.000506089	0.658859201				
2935	Brast09G229800	3.8e-05	3.54e-05	1.073508874				
2936	Brast09G230100	0.000206977	0.001261908	0.16401918				
2937	Brast09G230900	0.000851626	0.000364299	2.337710911				
2938	Brast09G231300	0.000351031	0.000220812	1.589728452				
2939	Brast09G233600	0.002842282	0.004002622	0.710105086				
2940	Brast09G234600	9.34e-05	0.000675199	0.138280612				
2941	Brast09G235500	0.002257	0.0048108974999999	0.3962694905				
2942	Brast09G236500	0.000152972	0.000289143	0.529055296				
2943	Brast09G237500	0.000382769	0.000707294	0.54117416				
2944	Brast09G237600	0.005038918	0.00489649	1.029087808				
2945	Brast09G241900	0.001428213	0.0011248125	1.752654931				
2946	Brast09G243100	0.003766695	0.004731439	0.79609922				
2947	Brast09G244500	0.006907935	0.01034195	0.667952781				
2948	Brast09G244800	0.000609462	0.001981205	0.30762184				
2949	Brast09G246400	0.0013837993333333	0.0030816496666666	0.4834430059999999				
2950	Brast09G246500	0.000734092	0.000631669	1.162146994				
2951	Brast09G248700	0.000461055	0.000392898	1.173473294				
2952	Brast09G249200	0.001477816	0.00979115	0.150933883				
2953	Brast09G249800	0.000986424	0.001898306	0.51963382				
2954	Brast09G252400	0.000150203	0.000483468	0.310678604				
2955	Brast09G253500	0.000174325	0.000224263	0.777323348				
2956	Brast09G256200	0.000233198	0.000670131	0.347987874				
2957	Brast09G258400	0.000125218	0.000173665	0.721030247				
2958	Brast09G259500	0.01183684	0.015515825	0.762888184				
2959	Brast09G268800	0.000276759	0.000402291	0.687957719				
2960	Brast09G269600	0.0002722745	0.000289005	1.042682929				
2961	Brast09G269900	0.000843088	0.002020235	0.417322017				
2962	Brast10G000400	0.003602252	0.012851991	0.280287465				
2963	Brast10G000500	0.00050705	0.000445575	1.137968246				
2964	Brast10G001400	0.000697327	0.00057849	1.205426713				
2965	Brast10G005000	0.001448772	0.001708858	0.847801615				
2966	Brast10G007100	0.000774939	0.007990651	0.0972654525				
2967	Brast10G009600	0.001132959	0.001076931	1.052025161				
2968	Brast10G009800	0.006081801	0.009950707	0.611192847				
2969	Brast10G010000	0.002429391	0.0025655956666666	0.953369179				
2970	Brast10G011800	0.000929866	0.00113915	0.816280719				
2971	Brast10G013000	0.005707303	0.004323744	1.319990982				
2972	Brast10G015400	0.000982025	0.000399904	2.455650841				
2973	Brast10G017000	0.0051433255	0.0041468625	1.1984610675				
2974	Brast10G019000	0.004559266	0.005334748	0.854635722				
2975	Brast10G019300	0.000894365	0.000774574	1.15465473				
2976	Brast10G022700	1.32e-05	7.8e-05	0.169664638				
2977	Brast10G023700	0.003157286	0.00548636	0.575479117				
2978	Brast10G023800	0.0003311565	0.0005450619999999	1.242001361				
2979	Brast10G024200	0.004535853	0.006288281	0.721318455				
2980	Brast10G024600	0.002714803	0.008668546	0.313178615				
2981	Brast10G027900	0.000139837	0.0001800845	0.55297084				
2982	Brast10G030200	0.000431076	0.00073726	0.584700812				
2983	Brast10G030300	0.0051405185	0.009545178	0.3254729525				
2984	Brast10G031600	0.000919907	0.002705009	0.340075405				
2985	Brast10G031800	0.0017004925	0.0038952835	0.455007029				
2986	Brast10G034300	0.000110153	0.000356718	0.308794965				
2987	Brast10G035200	0.000738784	0.005083363	0.145333625				
2988	Brast10G035900	0.00058534	0.005187675	0.112832729				
2989	Brast10G036400	0.000634947	0.000772427	0.822015684				
2990	Brast10G037000	0.002462019	0.004107175	0.599443272				
2991	Brast10G038500	0.000504764	0.000317988	1.587370631				
2992	Brast10G038800	4.45e-05	0.000786623	0.056569013				
2993	Brast10G038900	0.0006495025	0.0004861995	1.393973129				
2994	Brast10G039100	0.003635024	0.005338242	0.680940355				
2995	Brast10G040700	0.00269147	0.002144687	1.254948003				
2996	Brast10G042300	0.0005574719999999	0.0009270515	0.964644546				
2997	Brast10G043300	0.001174418	0.000670073	1.752671933				
2998	Brast10G043400	0.000426303	0.00130166	0.327507194				
2999	Brast10G045200	0.00160872	0.002427766	0.662633732				
3000	Brast10G054400	0.000235325	0.000169143	1.391276901				
3001	Brast10G054900	0.000263454	0.000253882	1.037702598				
3002	Brast10G057000	0.000377169	0.000544689	0.692448087				
3003	Brast10G057100	0.000902206	0.001427908	0.631837689				
3004	Brast10G059300	0.000843851	0.0007505645	1.082011593				
3005	Brast10G060700	0.001218277	0.001081231	1.126749778				
3006	Brast10G062700	0.002560304	0.000232799	10.99793612				
3007	Brast10G062800	0.0001432655	0.0008134585	0.4383185525				
3008	Brast10G066700	0.0007408835	0.0021787845	0.362184064				
3009	Brast10G066900	0.0004043	0.000486106	0.831711362				
3010	Brast10G068500	0.008493598	0.013168884	0.644974747				
3011	Brast10G070300	4.12e-05	0.000125995	0.32676209				
3012	Brast10G071000	0.0008223985	0.0004151	1.259745663				
3013	Brast10G071600	0.00114648	0.002020563	0.567406506				
3014	Brast10G072600	0.000224409	0.000918169	0.24440979				
3015	Brast10G073800	0.001346544	0.000775844	1.735585992				
3016	Brast10G078000	0.001873138	0.001349068	1.388468242				
3017	Brast10G080400	0.0016108939999999	0.0022360415	0.703056644				
3018	Brast10G085300	0.00044457	0.001451504	0.2951118743333333				
3019	Brast10G089000	0.001473271	0.001220543	1.207061928				
3020	Brast10G090800	0.001163778	0.0016385586666666	0.6184599926666666				
3021	Brast10G091600	0.000421145	0.000633713	0.664567784				
3022	Brast10G094000	0.0024059295	0.0012356045	1.971354483				
3023	Brast10G095200	0.000685704	0.0011257	0.609135622				
3024	Brast10G098400	0.000665613	0.001056193	0.630199939				
3025	Brast10G099400	0.001416974	0.002613926	0.5215761210000001				
3026	Brast10G099800	0.0007971285	0.0011858395	1.504165065				
3027	Brast10G102100	0.003200375	0.022851813	0.140049082				
3028	Brast10G110600	0.000766915	0.0058051825	0.2262463835				
3029	Brast10G112400	0.0002285665	0.0004064435	1.027289209				
3030	Brast10G114800	0.002766723	0.011285198	0.245163887				
3031	Brast10G122000	0.001487447	0.001755798	0.847162953				
3032	Brast10G122100	0.002274666	0.004318181	0.526764956				
3033	Brast10G122200	0.0006133425	0.0004427924999999	1.3827163925				
3034	Brast10G126200	6.96e-05	0.000185661	0.374988687				
3035	Brast10G128400	0.000194845	0.000502553	0.38771115				
3036	Brast10G130900	0.0036930905	0.0049589125	0.6958476170000001				
3037	Brast10G131400	0.00032935	0.001062753	0.309902575				
3038	Brast10G133100	0.001997241	0.0026542213333333	0.6864888293333333				
3039	Brast10G136100	0.000496808	0.000327517	1.516891472				
3040	Brast10G138300	0.001820037	0.005614256	0.324181345				
3041	Brast10G139100	0.00024078	0.002348341	0.102532064				
3042	Brast10G144000	1.42e-05	4.51e-05	0.313886428				
3043	Brast10G148100	0.000457352	0.000183312	2.494934486				
3044	Brast10G148200	0.003104782	0.005801832	0.535138177				
3045	Brast10G149800	0.001625392	0.002006724	0.809973				
3046	Brast10G150100	0.000678465	0.002476897	0.226665797				
3047	Brast10G155200	0.001012596	0.000451274	1.6638491224999998				
3048	Brast10G155400	0.0005281665	0.000633831	0.5951539305				
3049	Brast10G156700	0.003118408	0.005380818	0.579541664				
3050	Brast10G156800	0.000273207	0.0001438585	3.0243048435				
3051	Brast10G159300	0.0004020085	0.001330958	0.3039453755				
3052	Brast10G162100	0.001232097	0.001340811	0.918918916				
3053	Brast10G162300	0.002215983	0.044704709	0.049569335				
3054	Brast10G164700	0.001371344	0.001399714	0.979731289				
3055	Brast10G165800	0.00010944	0.001085678	0.100803282				
3056	Brast10G169300	0.001490562	0.001680243	0.887110835				
3057	Brast10G170300	0.00057953	0.000785093	0.738166843				
3058	Brast10G171800	0.003482914	0.0045699489999999	1.2486145515				
3059	Brast10G175200	0.001544448	0.001044044	1.479293745				
3060	Brast10G178700	0.000160961	0.000520183	0.309431065				
3061	Brast10G178900	0.000781035	0.0020479896666666	0.33439288				
3062	Brast10G179000	0.000169833	0.000894509	0.189861521				
3063	Brast10G180100	0.000439912	0.000565865	0.800078264				
3064	Brast10G181400	0.000955261	0.001403078	0.680832287				
3065	Brast10G182100	8.37e-05	0.0024035	0.034817486				
3066	Brast10G184800	0.0026889895	0.0060399485	0.643430663				
3067	Brast10G188300	0.001312623	0.0011191205	1.193681644				
3068	Brast10G191800	0.004984768	0.009965084	0.500223329				
3069	Brast10G194700	0.002029482	0.007323438	0.277121428				
3070	Brast10G194900	0.0020335336666666	0.0026453166666666	0.7384132046666667				
3071	Brast10G195000	0.000335333	0.001185035	0.282973104				
3072	Brast10G195600	0.0003095224999999	0.000354887	0.879659414				
3073	Brast10G195900	0.001130943	0.00295604	0.382587311				
3074	Brast10G197200	0.002585559	0.0078279064999999	0.3017114555				
3075	Brast10G197300	0.005153418	0.014076733	0.366094772				
3076	Brast10G198100	0.000620067	0.003160866	0.196169808				
