bhsid	bsid
Brahy.S01G0079900	Brast01G074600
Brahy.S01G0080000	Brast01G074800
Brahy.S01G0080100	Brast01G074900
Brahy.S01G0080200	Brast01G075000
Brahy.S01G0080300	Brast01G075100
Brahy.S01G0080400	Brast01G075200
Brahy.S01G0080500	Brast01G075300
Brahy.S01G0080600	Brast01G075500
Brahy.S01G0080700	Brast01G075600
Brahy.S01G0080800	Brast01G075700
Brahy.S01G0080900	Brast01G075800
Brahy.S01G0081000	Brast01G075900
Brahy.S01G0081100	Brast01G076000
Brahy.S01G0081200	Brast01G076100
Brahy.S01G0081300	Brast01G076200
Brahy.S01G0081400	Brast01G076300
Brahy.S01G0081500	Brast01G076400
Brahy.S01G0081600	Brast01G076500
Brahy.S01G0081700	Brast01G076600
Brahy.S01G0081800	Brast01G076700
Brahy.S01G0081900	Brast01G076800
Brahy.S01G0082000	Brast01G076900
Brahy.S01G0082100	Brast01G077000
Brahy.S01G0082200	Brast01G077100
Brahy.S01G0082300	Brast01G077200
Brahy.S01G0082400	Brast01G077300
Brahy.S01G0082500	Brast01G077400
Brahy.S01G0082600	Brast01G077500
Brahy.S01G0082700	Brast01G077600
Brahy.S01G0082800	Brast01G077700
Brahy.S01G0082900	Brast01G077800
Brahy.S01G0083100	Brast01G077900
Brahy.S01G0083200	Brast01G078000
Brahy.S01G0083300	Brast01G078100
Brahy.S01G0083400	Brast01G078200
Brahy.S01G0083500	Brast01G078300
Brahy.S01G0083600	Brast01G078400
Brahy.S01G0083700	Brast01G078500
Brahy.S01G0083800	Brast01G078600
Brahy.S01G0083900	Brast01G078700
Brahy.S01G0084000	Brast01G078800
Brahy.S01G0084100	Brast01G078900
Brahy.S01G0084200	Brast01G079000
Brahy.S01G0084400	Brast01G079200
Brahy.S01G0084500	Brast01G079300
Brahy.S01G0084600	Brast01G079400
Brahy.S01G0084800	Brast01G079500
Brahy.S01G0084900	Brast01G079600
Brahy.S01G0085000	Brast01G079700
Brahy.S01G0085100	Brast01G079800
Brahy.S01G0085300	Brast01G079900
Brahy.S01G0085400	Brast01G080000
Brahy.S01G0085500	Brast01G080100
Brahy.S01G0085600	Brast01G080200
Brahy.S01G0085700	Brast01G080300
Brahy.S01G0085800	Brast01G080400
Brahy.S01G0085900	Brast01G080500
Brahy.S01G0086000	Brast01G080600
Brahy.S01G0086100	Brast01G080700
Brahy.S01G0086200	Brast01G080800
Brahy.S01G0086300	Brast01G080900
Brahy.S01G0086400	Brast01G081000
Brahy.S01G0086500	Brast01G081100
Brahy.S01G0086600	Brast01G081200
Brahy.S01G0086700	Brast01G081300
Brahy.S01G0086800	Brast01G081400
Brahy.S01G0086900	Brast01G081500
Brahy.S01G0087000	Brast01G081600
Brahy.S01G0087100	Brast01G081700
Brahy.S01G0087300	Brast01G081800
Brahy.S01G0087400	Brast01G081900
Brahy.S01G0087600	Brast01G082100
Brahy.S01G0087700	Brast01G082200
Brahy.S01G0087800	Brast01G082300
Brahy.S01G0087900	Brast01G082400
Brahy.S01G0088000	Brast01G082500
Brahy.S01G0088100	Brast01G082600
Brahy.S01G0088200	Brast01G082700
Brahy.S01G0088300	Brast01G082800
Brahy.S01G0088400	Brast01G082900
Brahy.S01G0088500	Brast01G083000
Brahy.S01G0088700	Brast01G083200
Brahy.S01G0088800	Brast01G083300
Brahy.S01G0088900	Brast01G083400
Brahy.S01G0089000	Brast01G083500
Brahy.S01G0089100	Brast01G083600
Brahy.S01G0089200	Brast01G083700
Brahy.S01G0089300	Brast01G083800
Brahy.S01G0089400	Brast01G083900
Brahy.S01G0089500	Brast01G084000
Brahy.S01G0089600	Brast01G084100
Brahy.S01G0089700	Brast01G084200
Brahy.S01G0089800	Brast01G084300
Brahy.S01G0089900	Brast01G084400
Brahy.S01G0090000	Brast01G084500
Brahy.S01G0090200	Brast01G084600
Brahy.S01G0090300	Brast01G084700
Brahy.S01G0090400	Brast01G084800
Brahy.S01G0090500	Brast01G084900
Brahy.S01G0090600	Brast01G085000
Brahy.S01G0090700	Brast01G085100
Brahy.S01G0090800	Brast01G085200
Brahy.S01G0090900	Brast01G085300
Brahy.S01G0091000	Brast01G085400
Brahy.S01G0091100	Brast01G085500
Brahy.S01G0091200	Brast01G085600
Brahy.S01G0091300	Brast01G085700
Brahy.S01G0091400	Brast01G085800
Brahy.S01G0091500	Brast01G085900
Brahy.S01G0091600	Brast01G086000
Brahy.S01G0091700	Brast01G086200
Brahy.S01G0091800	Brast01G086300
Brahy.S01G0091900	Brast01G086400
Brahy.S01G0092000	Brast01G086500
Brahy.S01G0092100	Brast01G086600
Brahy.S01G0092200	Brast01G086700
Brahy.S01G0092300	Brast01G086800
Brahy.S01G0092400	Brast01G086900
Brahy.S01G0092500	Brast01G087000
Brahy.S01G0092600	Brast01G087100
Brahy.S01G0092700	Brast01G087200
Brahy.S01G0092800	Brast01G087300
Brahy.S01G0092900	Brast01G087400
Brahy.S01G0093000	Brast01G087500
Brahy.S01G0093100	Brast01G087600
Brahy.S01G0093200	Brast01G087700
Brahy.S01G0093300	Brast01G087800
Brahy.S01G0093400	Brast01G087900
Brahy.S01G0093500	Brast01G088000
Brahy.S01G0093600	Brast01G088100
Brahy.S01G0093700	Brast01G088200
Brahy.S01G0093800	Brast01G088300
Brahy.S01G0093900	Brast01G088400
Brahy.S01G0094000	Brast01G088500
Brahy.S01G0094100	Brast01G088600
Brahy.S01G0094200	Brast01G088700
Brahy.S01G0094300	Brast01G088800
Brahy.S01G0094400	Brast01G088900
Brahy.S01G0094500	Brast01G089000
Brahy.S01G0094600	Brast01G089100
Brahy.S01G0094700	Brast01G089200
Brahy.S01G0094800	Brast01G089300
Brahy.S01G0094900	Brast01G089400
Brahy.S01G0095000	Brast01G089500
Brahy.S01G0095100	Brast01G089600
Brahy.S01G0095200	Brast01G089700
Brahy.S01G0095400	Brast01G089900
Brahy.S01G0095500	Brast01G090000
Brahy.S01G0095600	Brast01G090100
Brahy.S01G0095700	Brast01G090200
Brahy.S01G0095800	Brast01G090300
Brahy.S01G0095900	Brast01G090400
Brahy.S01G0096000	Brast01G090500
Brahy.S01G0096100	Brast01G090700
Brahy.S01G0096300	Brast01G090900
Brahy.S01G0096600	Brast01G091000
Brahy.S01G0096700	Brast01G091100
Brahy.S01G0096800	Brast01G091200
Brahy.S01G0096900	Brast01G091300
Brahy.S01G0097000	Brast01G091400
Brahy.S01G0097100	Brast01G091500
Brahy.S01G0097200	Brast01G091600
Brahy.S01G0097300	Brast01G091700
Brahy.S01G0097400	Brast01G091800
Brahy.S01G0097500	Brast01G091900
Brahy.S01G0097800	Brast01G092000
Brahy.S01G0097900	Brast01G092100
Brahy.S01G0098000	Brast01G092200
Brahy.S01G0098200	Brast01G092300
Brahy.S01G0098300	Brast01G092400
Brahy.S01G0098400	Brast01G092500
Brahy.S01G0098500	Brast01G092600
Brahy.S01G0098600	Brast01G092700
Brahy.S01G0098700	Brast01G092800
Brahy.S01G0098800	Brast01G092900
Brahy.S01G0098900	Brast01G093000
Brahy.S01G0099000	Brast01G093100
Brahy.S01G0099100	Brast01G093200
Brahy.S01G0099200	Brast01G093300
Brahy.S01G0099300	Brast01G093400
Brahy.S01G0099500	Brast01G093500
Brahy.S01G0099600	Brast01G093600
Brahy.S01G0099800	Brast01G093700
Brahy.S01G0099900	Brast01G093800
Brahy.S01G0100000	Brast01G093900
Brahy.S01G0100100	Brast01G094000
Brahy.S01G0100300	Brast01G094100
Brahy.S01G0100400	Brast01G094200
Brahy.S01G0100500	Brast01G094300
Brahy.S01G0100600	Brast01G094400
Brahy.S01G0100700	Brast01G094500
Brahy.S01G0100800	Brast01G094600
Brahy.S01G0100900	Brast01G094700
Brahy.S01G0101000	Brast01G094800
Brahy.S01G0101100	Brast01G094900
Brahy.S01G0101300	Brast01G095000
Brahy.S01G0101400	Brast01G095100
Brahy.S01G0101500	Brast01G095200
Brahy.S01G0101600	Brast01G095300
Brahy.S01G0101700	Brast01G095400
Brahy.S01G0101800	Brast01G095500
Brahy.S01G0101900	Brast01G095600
Brahy.S01G0102000	Brast01G095700
Brahy.S01G0102100	Brast01G095800
Brahy.S01G0102200	Brast01G095900
Brahy.S01G0102300	Brast01G096000
Brahy.S01G0102400	Brast01G096100
Brahy.S01G0102500	Brast01G096200
Brahy.S01G0102600	Brast01G096300
Brahy.S01G0102700	Brast01G096400
Brahy.S01G0102800	Brast01G096500
Brahy.S01G0102900	Brast01G096600
Brahy.S01G0103000	Brast01G096700
Brahy.S01G0103100	Brast01G096800
Brahy.S01G0103200	Brast01G096900
Brahy.S01G0103300	Brast01G097000
Brahy.S01G0103400	Brast01G097100
Brahy.S01G0103500	Brast01G097200
Brahy.S01G0103800	Brast01G097500
Brahy.S01G0103900	Brast01G097600
Brahy.S01G0104000	Brast01G097700
Brahy.S01G0104200	Brast01G097900
Brahy.S01G0104300	Brast01G098000
Brahy.S01G0104400	Brast01G098100
Brahy.S01G0104500	Brast01G098200
Brahy.S01G0104600	Brast01G098300
Brahy.S01G0104700	Brast01G098400
Brahy.S01G0104800	Brast01G098500
Brahy.S01G0104900	Brast01G098600
Brahy.S01G0105000	Brast01G098700
Brahy.S01G0105100	Brast01G098800
Brahy.S01G0105200	Brast01G098900
Brahy.S01G0105300	Brast01G099000
Brahy.S01G0105400	Brast01G099100
Brahy.S01G0105500	Brast01G099200
Brahy.S01G0105600	Brast01G099300
Brahy.S01G0105700	Brast01G099400
Brahy.S01G0105800	Brast01G099500
Brahy.S01G0105900	Brast01G099600
Brahy.S01G0106000	Brast01G099700
Brahy.S01G0106100	Brast01G099800
Brahy.S01G0106200	Brast01G099900
Brahy.S01G0106300	Brast01G100000
Brahy.S01G0106400	Brast01G100100
Brahy.S01G0106500	Brast01G100200
Brahy.S01G0106600	Brast01G100300
Brahy.S01G0106700	Brast01G100400
Brahy.S01G0106800	Brast01G100500
Brahy.S01G0106900	Brast01G100600
Brahy.S01G0107000	Brast01G100700
Brahy.S01G0107100	Brast01G100800
Brahy.S01G0107200	Brast01G100900
Brahy.S01G0107300	Brast01G101000
Brahy.S01G0107400	Brast01G101100
Brahy.S01G0107500	Brast01G101200
Brahy.S01G0107600	Brast01G101300
Brahy.S01G0107700	Brast01G101400
Brahy.S01G0107800	Brast01G101500
Brahy.S01G0107900	Brast01G101600
Brahy.S01G0108100	Brast01G101800
Brahy.S01G0108300	Brast01G101900
Brahy.S01G0108400	Brast01G102000
Brahy.S01G0108500	Brast01G102100
Brahy.S01G0108700	Brast01G102200
Brahy.S01G0108800	Brast01G102300
Brahy.S01G0108900	Brast01G102400
Brahy.S01G0109000	Brast01G102500
Brahy.S01G0109100	Brast01G102600
Brahy.S01G0109200	Brast01G102700
Brahy.S01G0109300	Brast01G102800
Brahy.S01G0109400	Brast01G102900
Brahy.S01G0109500	Brast01G103000
Brahy.S01G0109600	Brast01G103100
Brahy.S01G0109700	Brast01G103200
Brahy.S01G0109800	Brast01G103300
Brahy.S01G0110000	Brast01G103400
Brahy.S01G0110100	Brast01G103500
Brahy.S01G0110300	Brast01G103600
Brahy.S01G0110400	Brast01G103700
Brahy.S01G0110500	Brast01G103800
Brahy.S01G0110600	Brast01G103900
Brahy.S01G0110700	Brast01G104000
Brahy.S01G0110800	Brast01G104100
Brahy.S01G0110900	Brast01G104200
Brahy.S01G0111000	Brast01G104300
Brahy.S01G0111100	Brast01G104400
Brahy.S01G0111200	Brast01G104500
Brahy.S01G0111300	Brast01G104600
Brahy.S01G0111400	Brast01G104700
Brahy.S01G0111600	Brast01G104800
Brahy.S01G0111700	Brast01G104900
Brahy.S01G0111800	Brast01G105000
Brahy.S01G0111900	Brast01G105100
Brahy.S01G0112000	Brast01G105200
Brahy.S01G0112100	Brast01G105300
Brahy.S01G0112300	Brast01G105500
Brahy.S01G0112400	Brast01G105600
Brahy.S01G0112500	Brast01G105700
Brahy.S01G0112600	Brast01G105800
Brahy.S01G0112700	Brast01G105900
Brahy.S01G0112800	Brast01G106000
Brahy.S01G0112900	Brast01G106100
Brahy.S01G0113000	Brast01G106200
Brahy.S01G0113100	Brast01G106400
Brahy.S01G0113200	Brast01G106500
Brahy.S01G0113300	Brast01G106600
Brahy.S01G0113400	Brast01G106700
Brahy.S01G0113500	Brast01G106800
Brahy.S01G0113600	Brast01G107000
Brahy.S01G0113700	Brast01G107100
Brahy.S01G0113900	Brast01G107200
Brahy.S01G0114000	Brast01G107300
Brahy.S01G0114100	Brast01G107400
Brahy.S01G0114200	Brast01G107500
Brahy.S01G0114300	Brast01G107600
Brahy.S01G0114400	Brast01G107700
Brahy.S01G0114500	Brast01G107800
Brahy.S01G0114600	Brast01G107900
Brahy.S01G0114700	Brast01G108000
Brahy.S01G0114800	Brast01G108100
Brahy.S01G0114900	Brast01G108200
Brahy.S01G0115000	Brast01G108300
Brahy.S01G0115100	Brast01G108400
Brahy.S01G0115200	Brast01G108500
Brahy.S01G0115300	Brast01G108600
Brahy.S01G0115400	Brast01G108700
Brahy.S01G0115900	Brast01G108900
Brahy.S01G0116500	Brast01G109000
Brahy.S01G0116700	Brast01G109100
Brahy.S01G0116800	Brast01G109200
Brahy.S01G0116900	Brast01G109300
Brahy.S01G0117000	Brast01G109400
Brahy.S01G0117100	Brast01G109500
Brahy.S01G0117200	Brast01G109600
Brahy.S01G0117300	Brast01G109700
Brahy.S01G0117400	Brast01G109800
Brahy.S01G0117500	Brast01G109900
Brahy.S01G0117700	Brast01G110000
Brahy.S01G0117800	Brast01G110100
Brahy.S01G0117900	Brast01G110200
Brahy.S01G0118000	Brast01G110300
Brahy.S01G0118200	Brast01G110500
Brahy.S01G0118300	Brast01G110600
Brahy.S01G0118400	Brast01G110700
Brahy.S01G0118500	Brast01G110800
Brahy.S01G0118600	Brast01G110900
Brahy.S01G0118700	Brast01G111000
Brahy.S01G0118800	Brast01G111100
Brahy.S01G0118900	Brast01G111200
Brahy.S01G0119000	Brast01G111300
Brahy.S01G0119100	Brast01G111400
Brahy.S01G0119200	Brast01G111500
Brahy.S01G0119300	Brast01G111600
Brahy.S01G0119400	Brast01G111700
Brahy.S01G0119700	Brast01G111900
Brahy.S01G0119800	Brast01G112000
Brahy.S01G0119900	Brast01G112100
Brahy.S01G0120000	Brast01G112200
Brahy.S01G0120100	Brast01G112300
Brahy.S01G0120200	Brast01G112400
Brahy.S01G0120300	Brast01G112500
Brahy.S01G0120400	Brast01G112600
Brahy.S01G0120500	Brast01G112700
Brahy.S01G0120600	Brast01G112800
Brahy.S01G0120700	Brast01G112900
Brahy.S01G0120800	Brast01G113000
Brahy.S01G0120900	Brast01G113100
Brahy.S01G0121000	Brast01G113200
Brahy.S01G0121200	Brast01G113300
Brahy.S01G0121300	Brast01G113400
Brahy.S01G0121400	Brast01G113500
Brahy.S01G0121500	Brast01G113600
Brahy.S01G0121600	Brast01G113700
Brahy.S01G0121700	Brast01G113800
Brahy.S01G0121800	Brast01G113900
Brahy.S01G0121900	Brast01G114000
Brahy.S01G0122000	Brast01G114100
Brahy.S01G0122100	Brast01G114200
Brahy.S01G0122200	Brast01G114300
Brahy.S01G0122300	Brast01G114400
Brahy.S01G0122400	Brast01G114500
Brahy.S01G0122500	Brast01G114600
Brahy.S01G0122600	Brast01G114700
Brahy.S01G0122700	Brast01G114800
Brahy.S01G0122800	Brast01G114900
Brahy.S01G0122900	Brast01G115000
Brahy.S01G0123000	Brast01G115100
Brahy.S01G0123100	Brast01G115200
Brahy.S01G0123200	Brast01G115300
Brahy.S01G0123300	Brast01G115400
Brahy.S01G0123400	Brast01G115500
Brahy.S01G0123500	Brast01G115600
Brahy.S01G0123600	Brast01G115700
Brahy.S01G0123700	Brast01G115800
Brahy.S01G0123800	Brast01G115900
Brahy.S01G0123900	Brast01G116000
Brahy.S01G0124000	Brast01G116100
Brahy.S01G0124200	Brast01G116400
Brahy.S01G0124500	Brast01G116600
Brahy.S01G0124600	Brast01G116700
Brahy.S01G0124700	Brast01G116800
Brahy.S01G0124800	Brast01G116900
Brahy.S01G0124900	Brast01G117000
Brahy.S01G0125000	Brast01G117100
Brahy.S01G0125100	Brast01G117200
Brahy.S01G0125200	Brast01G117300
Brahy.S01G0125300	Brast01G117400
Brahy.S01G0125400	Brast01G117500
Brahy.S01G0125500	Brast01G117600
Brahy.S01G0125600	Brast01G117700
Brahy.S01G0125700	Brast01G117800
Brahy.S01G0125800	Brast01G117900
Brahy.S01G0125900	Brast01G118000
Brahy.S01G0126000	Brast01G118100
Brahy.S01G0126100	Brast01G118200
Brahy.S01G0126200	Brast01G118300
Brahy.S01G0126300	Brast01G118400
Brahy.S01G0126400	Brast01G118500
Brahy.S01G0126500	Brast01G118600
Brahy.S01G0126600	Brast01G118800
Brahy.S01G0126700	Brast01G118900
Brahy.S01G0126800	Brast01G119000
Brahy.S01G0126900	Brast01G119100
Brahy.S01G0127000	Brast01G119200
Brahy.S01G0127100	Brast01G119300
Brahy.S01G0127200	Brast01G119400
Brahy.S01G0127300	Brast01G119500
Brahy.S01G0127500	Brast01G119700
Brahy.S01G0127600	Brast01G119800
Brahy.S01G0127800	Brast01G119900
Brahy.S01G0127900	Brast01G120000
Brahy.S01G0128000	Brast01G120100
Brahy.S01G0128100	Brast01G120200
Brahy.S01G0128200	Brast01G120300
Brahy.S01G0128300	Brast01G120400
Brahy.S01G0128400	Brast01G120500
Brahy.S01G0128500	Brast01G120600
Brahy.S01G0128600	Brast01G120700
Brahy.S01G0128700	Brast01G120800
Brahy.S01G0128800	Brast01G120900
Brahy.S01G0128900	Brast01G121000
Brahy.S01G0129000	Brast01G121100
Brahy.S01G0129100	Brast01G121200
Brahy.S01G0129200	Brast01G121300
Brahy.S01G0129300	Brast01G121400
Brahy.S01G0129400	Brast01G121500
Brahy.S01G0129500	Brast01G121600
Brahy.S01G0129600	Brast01G121700
Brahy.S01G0129800	Brast01G121800
Brahy.S01G0129900	Brast01G121900
Brahy.S01G0130100	Brast01G122000
Brahy.S01G0130200	Brast01G122100
Brahy.S01G0130400	Brast01G122200
Brahy.S01G0130500	Brast01G122300
Brahy.S01G0130600	Brast01G122400
Brahy.S01G0130700	Brast01G122500
Brahy.S01G0130800	Brast01G122600
Brahy.S01G0130900	Brast01G122700
Brahy.S01G0131000	Brast01G122800
Brahy.S01G0131200	Brast01G122900
Brahy.S01G0131300	Brast01G123000
Brahy.S01G0131400	Brast01G123100
Brahy.S01G0131500	Brast01G123200
Brahy.S01G0131600	Brast01G123300
Brahy.S01G0131700	Brast01G123400
Brahy.S01G0131800	Brast01G123500
Brahy.S01G0131900	Brast01G123600
Brahy.S01G0132000	Brast01G123700
Brahy.S01G0132100	Brast01G123800
Brahy.S01G0132200	Brast01G123900
Brahy.S01G0132300	Brast01G124000
Brahy.S01G0132400	Brast01G124100
Brahy.S01G0132500	Brast01G124200
Brahy.S01G0132600	Brast01G124300
Brahy.S01G0132700	Brast01G124400
Brahy.S01G0132800	Brast01G124500
Brahy.S01G0132900	Brast01G124600
Brahy.S01G0133000	Brast01G124700
Brahy.S01G0133100	Brast01G124800
Brahy.S01G0133200	Brast01G124900
Brahy.S01G0133300	Brast01G125000
Brahy.S01G0133400	Brast01G125100
Brahy.S01G0133500	Brast01G125200
Brahy.S01G0133600	Brast01G125300
Brahy.S01G0133700	Brast01G125400
Brahy.S01G0133800	Brast01G125500
Brahy.S01G0134000	Brast01G125700
Brahy.S01G0134100	Brast01G125800
Brahy.S01G0134200	Brast01G125900
Brahy.S01G0134400	Brast01G126000
Brahy.S01G0134500	Brast01G126100
Brahy.S01G0134600	Brast01G126200
Brahy.S01G0134700	Brast01G126300
Brahy.S01G0134800	Brast01G126400
Brahy.S01G0134900	Brast01G126500
Brahy.S01G0135000	Brast01G126600
Brahy.S01G0135100	Brast01G126700
Brahy.S01G0135200	Brast01G126800
Brahy.S01G0135300	Brast01G126900
Brahy.S01G0135400	Brast01G127000
Brahy.S01G0135500	Brast01G127100
Brahy.S01G0135600	Brast01G127200
Brahy.S01G0135700	Brast01G127300
Brahy.S01G0135800	Brast01G127400
Brahy.S01G0135900	Brast01G127500
Brahy.S01G0136000	Brast01G127600
Brahy.S01G0136100	Brast01G127700
Brahy.S01G0136200	Brast01G127800
Brahy.S01G0136300	Brast01G127900
Brahy.S01G0136400	Brast01G128000
Brahy.S01G0136500	Brast01G128100
Brahy.S01G0136600	Brast01G128200
Brahy.S01G0136700	Brast01G128300
Brahy.S01G0136800	Brast01G128400
Brahy.S01G0136900	Brast01G128500
Brahy.S01G0137000	Brast01G128600
Brahy.S01G0137100	Brast01G128700
Brahy.S01G0137200	Brast01G128800
Brahy.S01G0137300	Brast01G128900
Brahy.S01G0137400	Brast01G129000
Brahy.S01G0137700	Brast01G129200
Brahy.S01G0137800	Brast01G129300
Brahy.S01G0137900	Brast01G129400
Brahy.S01G0138000	Brast01G129500
Brahy.S01G0138100	Brast01G129600
Brahy.S01G0138200	Brast01G129700
Brahy.S01G0138300	Brast01G129800
Brahy.S01G0138400	Brast01G129900
Brahy.S01G0138500	Brast01G130000
Brahy.S01G0138600	Brast01G130100
Brahy.S01G0138700	Brast01G130200
Brahy.S01G0138800	Brast01G130300
Brahy.S01G0138900	Brast01G130400
Brahy.S01G0139000	Brast01G130500
Brahy.S01G0139100	Brast01G130600
Brahy.S01G0139200	Brast01G130700
Brahy.S01G0139300	Brast01G130800
Brahy.S01G0139400	Brast01G130900
Brahy.S01G0139600	Brast01G131100
Brahy.S01G0139900	Brast01G131200
Brahy.S01G0140000	Brast01G131300
Brahy.S01G0140100	Brast01G131400
Brahy.S01G0140200	Brast01G131500
Brahy.S01G0140300	Brast01G131600
Brahy.S01G0140400	Brast01G131700
Brahy.S01G0140500	Brast01G131800
Brahy.S01G0140600	Brast01G131900
Brahy.S01G0140700	Brast01G132000
Brahy.S01G0140800	Brast01G132100
Brahy.S01G0140900	Brast01G132200
Brahy.S01G0141000	Brast01G132300
Brahy.S01G0141100	Brast01G132400
Brahy.S01G0141200	Brast01G132500
Brahy.S01G0141300	Brast01G132600
Brahy.S01G0141400	Brast01G132700
Brahy.S01G0141600	Brast01G132900
Brahy.S01G0141700	Brast01G133000
Brahy.S01G0141800	Brast01G133100
Brahy.S01G0141900	Brast01G133200
Brahy.S01G0142000	Brast01G133300
Brahy.S01G0142100	Brast01G133400
Brahy.S01G0142200	Brast01G133500
Brahy.S01G0142300	Brast01G133600
Brahy.S01G0142400	Brast01G133700
Brahy.S01G0142600	Brast01G133800
Brahy.S01G0142700	Brast01G133900
Brahy.S01G0142800	Brast01G134000
Brahy.S01G0142900	Brast01G134100
Brahy.S01G0143000	Brast01G134200
Brahy.S01G0143100	Brast01G134300
Brahy.S01G0143400	Brast01G134400
Brahy.S01G0143500	Brast01G134500
Brahy.S01G0143700	Brast01G134600
Brahy.S01G0143800	Brast01G134700
Brahy.S01G0143900	Brast01G134800
Brahy.S01G0144000	Brast01G134900
Brahy.S01G0144100	Brast01G135000
Brahy.S01G0144200	Brast01G135100
Brahy.S01G0144300	Brast01G135200
Brahy.S01G0144400	Brast01G135300
Brahy.S01G0144500	Brast01G135400
Brahy.S01G0144600	Brast01G135500
Brahy.S01G0144700	Brast01G135600
Brahy.S01G0144800	Brast01G135700
Brahy.S01G0144900	Brast01G135800
Brahy.S01G0145000	Brast01G135900
Brahy.S01G0145100	Brast01G136000
Brahy.S01G0145200	Brast01G136100
Brahy.S01G0145300	Brast01G136200
Brahy.S01G0145400	Brast01G136300
Brahy.S01G0145500	Brast01G136400
Brahy.S01G0145600	Brast01G136500
Brahy.S01G0145700	Brast01G136600
Brahy.S01G0145800	Brast01G136700
Brahy.S01G0145900	Brast01G136800
Brahy.S01G0146000	Brast01G136900
Brahy.S01G0146100	Brast01G137000
Brahy.S01G0146300	Brast01G137100
Brahy.S01G0146400	Brast01G137200
Brahy.S01G0146500	Brast01G137300
Brahy.S01G0146600	Brast01G137500
Brahy.S01G0146700	Brast01G137600
Brahy.S01G0146800	Brast01G137700
Brahy.S01G0146900	Brast01G137800
Brahy.S01G0147100	Brast01G137900
Brahy.S01G0147200	Brast01G138000
Brahy.S01G0147300	Brast01G138100
Brahy.S01G0147500	Brast01G138200
Brahy.S01G0147600	Brast01G138300
Brahy.S01G0147800	Brast01G138500
Brahy.S01G0147900	Brast01G138600
Brahy.S01G0148000	Brast01G138700
Brahy.S01G0148200	Brast01G138800
Brahy.S01G0148300	Brast01G138900
Brahy.S01G0148400	Brast01G139000
Brahy.S01G0148500	Brast01G139100
Brahy.S01G0148600	Brast01G139200
Brahy.S01G0148700	Brast01G139300
Brahy.S01G0148800	Brast01G139400
Brahy.S01G0148900	Brast01G139500
Brahy.S01G0149100	Brast01G139600
Brahy.S01G0149200	Brast01G139700
Brahy.S01G0149300	Brast01G139800
Brahy.S01G0149400	Brast01G139900
Brahy.S01G0149500	Brast01G140000
Brahy.S01G0149600	Brast01G140100
Brahy.S01G0149700	Brast01G140200
