	bhdid	piN_x	piS_x	pin/pis_x	bsid	piN_y	piS_y	pin/pis_y
41	Brahy.D01G0632700	0.000929222	0.000423358	2.19488368				
42	Brahy.D01G0653100	0.003547404	0.00488469	0.72622903	Brast07G041900			
43	Brahy.D01G0677700	0.000962962	0.000951921	1.011598949				
44	Brahy.D01G0709200	0.001329218	0.001831503	0.72575266	Brast06G147600			
45	Brahy.D01G0721000	0.000217774	0.001244712	0.174959386				
46	Brahy.D01G0753700	0.009369728	0.050574863	0.185264524	Brast06G198200	0.003697067	0.0032525685	1.0503862135
47	Brahy.D01G0768000	0.000257096	0.000276561	0.92961617				
48	Brahy.D01G0770700	0.002113535	0.002082493	1.014905901	Brast06G210500			
49	Brahy.D01G0803400	0.00062373	0.000576584	1.081767506	Brast06G232800	0.005813186	0.008238561	0.705606933
50	Brahy.D01G0811100	0.000114762	0.000372278	0.308269318	Brast06G239300			
51	Brahy.D01G0827900	0.001532865	0.00371801	0.41228121	Brast02G208900			
52	Brahy.D01G0839200	0.000729353	0.000832449	0.876153548	Brast02G198500	3.02e-05	0.000203487	0.148603507
53	Brahy.D01G0856200	0.000469179	0.001231676	0.380927581	Brast02G184100			
54	Brahy.D01G0870700	7.36e-05	0.000244122	0.301321779				
55	Brahy.D01G0913000	0.002516268	0.003387107	0.742895969	Brast02G133000			
56	Brahy.D01G0913100	0.000182402	0.000244061	0.747361253	Brast02G132900			
57	Brahy.D01G0935800	0.00014208	0.000780971	0.1819273	Brast02G105100			
58	Brahy.D01G0958200	0.000196677	0.004833336	0.040691728	Brast02G098400			
59	Brahy.D01G0994300	0.003761182	0.008258524	0.455430291	Brast02G066000	0.000852381	0.001245729	0.684242325
60	Brahy.D01G1030700	4.79e-05	0.000150086	0.319236267	Brast02G037300			
61	Brahy.D01G1037000	0.000544068	0.001391203	0.391077322	Brast02G031600	0.000257445	0.000487068	0.528560318
62	Brahy.D01G1048700	0.005732342	0.001127525	5.084003593	Brast02G020400			
63	Brahy.D02G0004400	0.000492502	0.000726745	0.677681193	Brast01G414700	0.000229867	0.000462177	0.497356664
64	Brahy.D02G0009900	0.001942684	0.001191818	1.630017851	Brast01G408800			
65	Brahy.D02G0013800	0.000405322	0.000738197	0.549069811	Brast01G405300			
66	Brahy.D02G0016800	0.001923598	0.00836219	0.230035214	Brast01G403100			
67	Brahy.D02G0055300	0.00074066	0.002552582	0.290160889	Brast01G373800			
68	Brahy.D02G0097300	0.00074138	0.002546198	0.291171267	Brast01G336300			
69	Brahy.D02G0134200	0.000585985	0.000951739	0.615699669	Brast01G305800			
70	Brahy.D02G0138100	0.001068436	0.008174063	0.130710538	Brast01G302300			
71	Brahy.D02G0148500	0.000447853	0.000794058	0.564005156	Brast01G294600	4.24e-05	5.37e-05	0.790836685
72	Brahy.D02G0151300	0.001310761	0.000390448	3.357069348	Brast01G292400			
73	Brahy.D02G0156200	0.000270777	0.000679344	0.398586333	Brast01G288400			
74	Brahy.D02G0168800	0.001153492	0.001470977	0.784167137	Brast01G279900			
75	Brahy.D02G0174600	0.000735986	0.000939348	0.783507649	Brast01G274300			
76	Brahy.D02G0174700	0.008914601	0.010581506	0.842469976	Brast01G274100			
77	Brahy.D02G0200100	0.000231344	0.000710393	0.325655881	Brast08G002600			
78	Brahy.D02G0207900	0.001866795	0.002026879	0.921019701	Brast08G007500			
79	Brahy.D02G0215600	0.00067386	0.001855445	0.363179916	Brast08G013300	0.011162463	0.006171162	1.808810624
80	Brahy.D02G0232000	0.000235584	0.000613262	0.384148535	Brast08G027000			
81	Brahy.D02G0236900	0.000311108	0.000853137	0.364662935	Brast08G030500			
82	Brahy.D02G0238500	0.000281163	0.000639962	0.439343438	Brast08G031300			
83	Brahy.D02G0239100	0.000280263	0.000883134	0.317350327	Brast08G032300			
84	Brahy.D02G0259200	0.000618405	0.000533621	1.158885652	Brast08G046400			
85	Brahy.D02G0262000	0.000537578	0.001019442	0.527325968	Brast08G049300			
86	Brahy.D02G0283500	0.000396361	0.001596201	0.248315134				
87	Brahy.D02G0286700	0.007268012	0.00439124	1.655116221	Brast08G070400			
88	Brahy.D02G0294800	0.000915537	0.001291663	0.70880466	Brast08G074200			
89	Brahy.D02G0308500	0.009344182	0.023520554	0.39727729	Brast08G086700			
90	Brahy.D02G0329700	0.003702524	0.006999733	0.528952261	Brast08G101100	0.000939469	0.001064333	0.882683487
91	Brahy.D02G0334700	0.001324875	0.002140902	0.618839515				
92	Brahy.D02G0342100	0.002857072	0.002169497	1.316927966				
93	Brahy.D02G0353400	0.002038255	0.00177288	1.149685826	Brast08G120800			
94	Brahy.D02G0354100	1.68e-05	5.82e-05	0.288518575	Brast08G120100			
95	Brahy.D02G0356100	0.01143864	0.013360591	0.856147774	Brast08G119200			
96	Brahy.D02G0366500	0.003758407	0.00356544	1.054121524	Brast08G129600			
97	Brahy.D02G0367000	0.010213903	0.007330917	1.39326392	Brast08G129200			
98	Brahy.D02G0378300	0.000741756	0.001127245	0.658025328	Brast08G137200	0.0048790305	0.005465826	0.993608919
99	Brahy.D02G0390000	0.001210488	0.009645067	0.125503291				
100	Brahy.D02G0425400	0.000933809	0.001214756	0.768721294	Brast08G174000			
101	Brahy.D02G0446400	0.002059382	0.004382335	0.46992797	Brast08G187500			
102	Brahy.D02G0452000	0.003189293	0.008163831	0.390661323				
103	Brahy.D02G0453300	0.009014745	0.024732913	0.364483744	Brast08G194500			
104	Brahy.D02G0480400	0.001911976	0.000619718	3.085236582	Brast08G212100			
105	Brahy.D02G0482100	0.015644346	0.005301855	2.950730828	Brast08G212700			
106	Brahy.D02G0488000	6.06e-05	0.000208174	0.290984351				
107	Brahy.D02G0488700	0.00016299	0.000747025	0.218185424	Brast08G218200			
108	Brahy.D02G0492700	0.000198203	0.001285253	0.154212916	Brast08G221000			
109	Brahy.D02G0508100	4.28e-05	0.00011369	0.376225272	Brast08G231700	0.001463908	0.000638259	2.293596702
110	Brahy.D02G0512300	0.000340602	0.003242435	0.105045222	Brast08G234600			
111	Brahy.D02G0514400	0.00013548	0.000436106	0.310658154	Brast08G236600			
112	Brahy.D02G0516100	0.005806048	0.003613028	1.606975887	Brast08G238700			
113	Brahy.D02G0540600	0.000840657	0.002188115	0.384192184	Brast01G250900			
114	Brahy.D02G0542500	0.000404603	0.000656292	0.616498689	Brast01G252300			
115	Brahy.D02G0548100	0.001500151	0.002114242	0.70954545	Brast01G246500			
116	Brahy.D02G0563400	0.000297993	0.000313873	0.949408089				
117	Brahy.D02G0571900	0.003496555	0.002365801	1.477958226	Brast01G225400			
118	Brahy.D02G0588500	0.000456386	0.001495964	0.30507804	Brast01G211800			
119	Brahy.D02G0599000	0.001095449	0.002012015	0.54445382	Brast01G203900			
120	Brahy.D02G0599400	0.000295854	0.000793313	0.372935061	Brast01G203600			
121	Brahy.D02G0601400	0.010020414	0.005188327	1.931337931	Brast01G201800			
122	Brahy.D02G0602500	0.000176051	0.003593798	0.048987389	Brast01G201100	0.000970509	0.003395218	0.285845774
123	Brahy.D02G0603100	0.004291614	0.00513267	0.836136714	Brast01G200400	0.00123437	0.002437686	0.506369473
124	Brahy.D02G0604400	0.00046848	0.000548506	0.854102533				
125	Brahy.D02G0604500	0.002730637	0.004697288	0.581322158	Brast01G199100			
126	Brahy.D02G0605600	0.000283082	0.00058509	0.483826911	Brast01G198200			
127	Brahy.D02G0609800	0.012699335	0.02103859	0.603621024	Brast01G195000			
128	Brahy.D02G0614600	0.001226319	0.006361761	0.192764113	Brast01G191600			
129	Brahy.D02G0617900	0.009277085	0.010443163	0.888340559	Brast01G188900	0.004357791	0.002515808	1.732163155
130	Brahy.D02G0618100	0.001465938	0.002954393	0.4961894	Brast01G188700			
131	Brahy.D02G0623700	0.000753846	0.001877888	0.401432889	Brast01G184400	0.001022193	0.002036095	0.502036031
132	Brahy.D02G0630000	0.000405168	0.001094841	0.370070454	Brast01G178500			
133	Brahy.D02G0636900	0.026980071	0.020493536	1.31651613	Brast01G172200			
134	Brahy.D02G0649800	0.005870552	0.012113465	0.484630281	Brast01G160300			
135	Brahy.D02G0659000	0.005863743	0.002883966	2.03322213				
136	Brahy.D02G0660600	0.001498665	0.003308312	0.452999861	Brast01G151800			
137	Brahy.D02G0660900	0.000327227	0.003132804	0.104451845	Brast01G151300	0.0013204313333333	0.0014409256666666	0.845198953
138	Brahy.D02G0664800	0.001655478	0.001829603	0.904829307	Brast01G148200			
139	Brahy.D02G0687200	0.002283129	0.002618722	0.871848559	Brast01G129000			
140	Brahy.D02G0705300	0.000856397	0.000745264	1.149118378	Brast01G113300			
141	Brahy.D02G0712100	0.000318488	0.000284916	1.11783153	Brast01G107300			
142	Brahy.D02G0712400	0.001418516	0.004482265	0.316473092	Brast01G107100			
143	Brahy.D02G0713100	0.000219625	0.003572324	0.061479641	Brast01G106600			
144	Brahy.D02G0724500	0.00016047	0.000490924	0.326874477	Brast01G097000			
145	Brahy.D02G0728400	0.00141986	0.00714989	0.19858482				
146	Brahy.D02G0732700	0.000255643	0.000701279	0.36453758	Brast01G090200			
147	Brahy.D02G0733500	0.000557857	0.00246714	0.226114728	Brast01G089500	0.000361505	0.001648835	0.219248457
148	Brahy.D02G0733600	0.001545992	0.002108652	0.733166016	Brast01G089400	0.000243728	0.002039694	0.11949249
149	Brahy.D02G0753700	0.001731672	0.004598577	0.376566857	Brast01G071700			
150	Brahy.D02G0754600	0.004970644	0.006405896	0.775948289	Brast01G070800			
151	Brahy.D02G0759100	0.000800226	0.000962372	0.831513597	Brast01G067600			
152	Brahy.D02G0760500	0.000937488	0.002188261	0.428416934	Brast01G066100			
153	Brahy.D02G0761200	0.001820938	0.007451418	0.244374749	Brast01G066000			
154	Brahy.D02G0764700	0.010752203	0.014382051	0.747612619	Brast01G062300	0.004676135	0.008717378	0.536415254
155	Brahy.D02G0767700	0.002523178	0.001818894	1.387204376				
156	Brahy.D02G0780300	0.001656271	0.002357397	0.702584686	Brast01G049000			
157	Brahy.D02G0812200	0.001690669	0.001631344	1.036365495	Brast01G022500			
158	Brahy.D02G0813500	0.000151758	0.000507102	0.29926633	Brast01G021300			
159	Brahy.D03G0012600	0.00063972	0.000559368	1.143646692				
160	Brahy.D03G0014600	0.001089251	0.001845754	0.59013851	Brast04G331400			
161	Brahy.D03G0016700	0.000688626	0.000568087	1.212184716	Brast04G329300	0.000379821	0.000577139	0.658109908
162	Brahy.D03G0033000	0.004872649	0.004263972	1.142748786	Brast04G314300			
163	Brahy.D03G0037300	0.000974929	0.002682638	0.363421709	Brast04G310300			
164	Brahy.D03G0040100	0.001659895	0.003287625	0.504891801	Brast04G308500			
165	Brahy.D03G0043800	0.000828391	0.001728936	0.479133271				
166	Brahy.D03G0060200	0.000235022	0.001406805	0.167060657	Brast04G292700			
167	Brahy.D03G0061900	0.001325721	0.006148519	0.215616266				
168	Brahy.D03G0069800	0.000602293	0.002379094	0.253160469	Brast04G284500	0.00111297	0.001028789	1.081825949
169	Brahy.D03G0081900	0.004998453	0.007341345	0.680863381	Brast04G274200			
170	Brahy.D03G0100700	0.002445618	0.002651727	0.922273833	Brast04G259700			
171	Brahy.D03G0104300	0.003317354	0.005961151	0.556495677	Brast04G256900			
172	Brahy.D03G0109400	0.00146125	0.002642683	0.552941738	Brast04G253500			
173	Brahy.D03G0112600	0.002601121	0.006749604	0.385373876	Brast04G250900	0.003556786	0.006058071	0.587115243
174	Brahy.D03G0115200	0.002420541	0.005631187	0.429845654	Brast04G248800	0.000646389	0.001555602	0.415523136
175	Brahy.D03G0119300	0.001491744	0.002796055	0.533517341	Brast04G246000	0.000693182	0.000371214	1.867340811
176	Brahy.D03G0119900	0.002858266	0.001520285	1.880085769	Brast04G244700	0.0005218995	0.000922422	0.448103099
177	Brahy.D03G0127300	0.000986561	0.001036564	0.951760835	Brast04G238300	0.0026904	0.003902636	0.689380186
178	Brahy.D03G0131100	0.000290681	0.000634651	0.458017868	Brast04G234300			
179	Brahy.D03G0132700	0.000292668	0.001162029	0.251858999	Brast04G232700	0.00036465	0.000943237	0.386594451
180	Brahy.D03G0138900	0.000923024	0.002847265	0.3241791				
181	Brahy.D03G0143600	0.003993965	0.002120819	1.883217887	Brast04G216300			
182	Brahy.D03G0146400	0.006382767	0.00318695	2.002782395	Brast04G217900			
183	Brahy.D03G0148600	0.001090296	0.001954069	0.557961609	Brast04G220200	0.000729028	0.00161875	0.450364766
184	Brahy.D03G0150400	0.000788008	0.001534716	0.513455163	Brast04G222000			
185	Brahy.D03G0153000	0.000797906	0.00296877	0.268766428				
186	Brahy.D03G0156800	0.000168979	0.001040498	0.162402202	Brast04G211800			
187	Brahy.D03G0160600	0.001678267	0.003908045	0.429439066				
188	Brahy.D03G0183600	0.016225094	0.029627243	0.547641052	Brast03G051900			
189	Brahy.D03G0188300	0.000199084	0.000618649	0.321804698	Brast03G048400			
190	Brahy.D03G0193500	0.002146616	0.004901509	0.437949913	Brast03G043600			
191	Brahy.D03G0197200	7.82e-05	0.000409024	0.191201367	Brast03G041100			
192	Brahy.D03G0200100	0.006588212	0.002581848	2.551743001	Brast03G038600			
193	Brahy.D03G0205700	0.000331337	0.001130273	0.293148233	Brast03G035000			
194	Brahy.D03G0213000	0.0011296955	0.0025363715	0.48851162	Brast03G030900			
195	Brahy.D03G0215100	0.000345303	0.000883632	0.390777151	Brast03G028900			
196	Brahy.D03G0215400	0.000860813	0.001190228	0.72323403	Brast03G028800			
197	Brahy.D03G0221800	0.009847544	0.012272809	0.802387134	Brast03G024200			
198	Brahy.D03G0223100	0.001207938	0.001008024	1.198322187	Brast03G023000			
199	Brahy.D03G0231700	0.002087279	0.001544056	1.351815498	Brast03G016900			
200	Brahy.D03G0233000	0.006335649	0.004859422	1.303786545				
201	Brahy.D03G0233400	0.001140351	0.00073097	1.560052375				
202	Brahy.D03G0234700	0.002613927	0.00025914	10.08693425				
203	Brahy.D03G0254900	0.001086722	0.003251447	0.334227263	Brast03G003900			
204	Brahy.D03G0267500	0.000327382	0.000935214	0.350060984				
205	Brahy.D03G0274200	0.010485186	0.022183798	0.47265062	Brast03G066800			
206	Brahy.D03G0284200	0.024846689	0.015431578	1.610119808				
207	Brahy.D03G0290700	0.000568733	0.000402716	1.412242306	Brast03G079200			
208	Brahy.D03G0290800	0.003120848	0.002764849	1.128758848				
209	Brahy.D03G0293200	0.00076954	0.001981384	0.38838518	Brast03G081000			
210	Brahy.D03G0296000	0.001178329	0.000147397	7.994257294	Brast03G083000			
211	Brahy.D03G0296600	0.000575898	0.000622566	0.925039916	Brast03G083700			
212	Brahy.D03G0298100	0.006451295	0.00536751	1.2019158	Brast03G084300			
213	Brahy.D03G0300000	0.001006207	0.000938902	1.071685628	Brast03G085900			
214	Brahy.D03G0300500	0.006750243	0.010804624	0.624754995	Brast03G086300			
215	Brahy.D03G0311100	0.011744023	0.010913656	1.07608515	Brast03G094900			
