nodeName	altName	nodeAttr[nodesPresent, ]
TRIDC5BG027930	NA	green
TRIDC2BG068150	NA	turquoise
TRIDC4AG016350	NA	turquoise
TRIDC6AG036960	NA	turquoise
TRIDC1BG068950	NA	brown
TRIDC2AG023450	NA	turquoise
TRIDC4AG034680	NA	turquoise
TRIDC6AG012790	NA	turquoise
TRIDC3AG046750	NA	turquoise
TRIDC5BG029310	NA	turquoise
TRIDC5BG033470	NA	turquoise
TRIDC2AG042810	NA	turquoise
TRIDC7AG039160	NA	turquoise
TRIDC1AG014840	NA	turquoise
TRIDC3BG086510	NA	turquoise
TRIDC3AG051060	NA	brown
TRIDC1BG019640	NA	turquoise
TRIDC3AG020600	NA	turquoise
TRIDC2AG019430	NA	turquoise
TRIDC1AG063830	NA	turquoise
TRIDC2BG043370	NA	turquoise
TRIDC5BG061770	NA	turquoise
TRIDC3BG040630	NA	turquoise
TRIDC3BG037200	NA	turquoise
TRIDC4BG060330	NA	green
TRIDC3BG006320	NA	blue
TRIDC5AG027000	NA	yellow
TRIDC3BG018910	NA	grey
TRIDC5AG027830	NA	yellow
TRIDC5BG022470	NA	turquoise
TRIDC3AG062350	NA	turquoise
TRIDC4AG004850	NA	grey
TRIDC7BG042270	NA	turquoise
TRIDC4AG003190	NA	turquoise
TRIDC6BG044220	NA	turquoise
TRIDC7BG006090	NA	turquoise
TRIDC5BG035890	NA	turquoise
TRIDC1BG064990	NA	turquoise
TRIDC3AG028790	NA	turquoise
TRIDC2BG022280	NA	turquoise
TRIDC4BG033130	NA	green
TRIDC5AG040500	NA	turquoise
TRIDC2AG048910	NA	turquoise
TRIDC7BG033870	NA	turquoise
TRIDC6BG038940	NA	turquoise
TRIDC4BG018990	NA	blue
TRIDC6BG029710	NA	turquoise
TRIDC5AG034060	NA	red
TRIDC2BG027550	NA	blue
TRIDC2AG029220	NA	turquoise
TRIDC6AG048430	NA	turquoise
TRIDC5AG068800	NA	turquoise
TRIDC6AG025280	NA	turquoise
TRIDC2BG020470	NA	turquoise
TRIDC1AG027800	NA	turquoise
TRIDC1BG036620	NA	turquoise
TRIDC7BG042340	NA	green
TRIDC6BG031470	NA	turquoise
TRIDC7AG057930	NA	blue
TRIDC5BG074270	NA	turquoise
TRIDC6AG034150	NA	yellow
TRIDC2AG070530	NA	blue
TRIDC2BG025670	NA	blue
TRIDC2AG018270	NA	brown
TRIDC4AG020110	NA	blue
TRIDC6BG038950	NA	turquoise
TRIDC5AG040170	NA	turquoise
TRIDC5BG044080	NA	blue
TRIDC3BG003960	NA	blue
TRIDC2BG050750	NA	red
TRIDC6BG023490	NA	yellow
TRIDC2BG029800	NA	turquoise
TRIDC3BG026600	NA	turquoise
TRIDC1AG040040	NA	turquoise
TRIDC3AG016100	NA	turquoise
TRIDC4AG009810	NA	brown
TRIDC2BG053060	NA	turquoise
TRIDC4BG037440	NA	turquoise
TRIDC5BG028480	NA	turquoise
TRIDC1AG016330	NA	turquoise
TRIDC1AG027550	NA	turquoise
TRIDC5AG044340	NA	brown
TRIDC1AG012130	NA	red
TRIDC3AG043250	NA	red
TRIDC2BG016860	NA	turquoise
TRIDC3AG006100	NA	grey
TRIDC1AG041880	NA	turquoise
TRIDC4BG038280	NA	turquoise
TRIDC3BG055710	NA	turquoise
TRIDC3AG063970	NA	turquoise
TRIDC5BG074640	NA	turquoise
TRIDC2BG005370	NA	blue
TRIDC2AG061580	NA	blue
TRIDC4BG014020	NA	turquoise
TRIDC5AG050780	NA	turquoise
TRIDC5AG037460	NA	turquoise
TRIDC1AG059850	NA	turquoise
TRIDC5AG060540	NA	blue
TRIDC3BG012540	NA	turquoise
TRIDC2BG070480	NA	turquoise
TRIDC3AG068860	NA	red
TRIDC4AG019900	NA	blue
TRIDC2AG040740	NA	turquoise
TRIDC7AG054990	NA	turquoise
TRIDC7AG073100	NA	turquoise
TRIDC3BG015510	NA	turquoise
TRIDC2BG037810	NA	turquoise
TRIDC6AG013870	NA	turquoise
TRIDC7AG036820	NA	turquoise
TRIDC3BG040820	NA	turquoise
TRIDC7BG046330	NA	turquoise
TRIDC3BG035670	NA	turquoise
TRIDC6AG034970	NA	yellow
TRIDC5AG064900	NA	blue
TRIDC1BG058110	NA	turquoise
TRIDC4AG011450	NA	turquoise
TRIDC4BG027160	NA	turquoise
TRIDC3AG025200	NA	turquoise
TRIDC1AG012140	NA	turquoise
TRIDC3BG040600	NA	turquoise
TRIDC7BG034030	NA	turquoise
TRIDC1BG061150	NA	turquoise
TRIDC7BG026300	NA	turquoise
TRIDC6BG032360	NA	turquoise
TRIDC3BG020160	NA	turquoise
TRIDC4AG008910	NA	turquoise
TRIDC7AG051150	NA	turquoise
TRIDC1AG043110	NA	turquoise
TRIDC2AG061520	NA	blue
TRIDC1AG035230	NA	turquoise
TRIDC2AG043190	NA	green
TRIDC5BG010550	NA	blue
TRIDC7BG021680	NA	turquoise
TRIDC5BG049610	NA	turquoise
TRIDC1AG037060	NA	blue
TRIDC7BG063790	NA	blue
TRIDC4AG049000	NA	turquoise
TRIDC3AG028950	NA	turquoise
TRIDC2AG063870	NA	turquoise
TRIDC3AG050850	NA	turquoise
TRIDC6AG044960	NA	turquoise
TRIDC5BG061010	NA	brown
TRIDC1BG058550	NA	turquoise
TRIDC7BG003570	NA	turquoise
TRIDC2AG024400	NA	turquoise
TRIDC1BG071690	NA	turquoise
TRIDC5BG056480	NA	turquoise
TRIDC1AG030260	NA	blue
TRIDC7BG030660	NA	turquoise
TRIDC5BG028710	NA	turquoise
TRIDC7AG007460	NA	blue
TRIDC4BG009570	NA	turquoise
TRIDC5AG012420	NA	brown
TRIDC1AG062430	NA	turquoise
TRIDC1AG028260	NA	green
TRIDC3BG067610	NA	turquoise
TRIDC1AG056320	NA	grey
TRIDC5AG055120	NA	turquoise
TRIDC2AG000770	NA	turquoise
TRIDC3BG037540	NA	turquoise
TRIDC1BG013120	NA	turquoise
TRIDC6BG052840	NA	turquoise
TRIDC7AG073390	NA	blue
TRIDC7BG030780	NA	blue
TRIDC3BG038220	NA	blue
TRIDC6AG022960	NA	turquoise
TRIDC5BG001600	NA	turquoise
TRIDC3BG080640	NA	turquoise
TRIDC5BG046540	NA	turquoise
TRIDC3BG050220	NA	turquoise
TRIDC7AG042090	NA	turquoise
TRIDC4AG051140	NA	turquoise
TRIDC6BG050560	NA	blue
TRIDC5AG046690	NA	blue
TRIDC7BG011740	NA	turquoise
TRIDC5BG017980	NA	brown
TRIDC3BG082190	NA	turquoise
TRIDC3AG004760	NA	turquoise
TRIDC7AG043670	NA	green
TRIDC7AG047310	NA	turquoise
TRIDC7BG001330	NA	turquoise
TRIDC7AG047810	NA	turquoise
TRIDC3BG040900	NA	turquoise
TRIDC1AG037410	NA	turquoise
TRIDC2BG023770	NA	brown
TRIDC1AG017720	NA	turquoise
TRIDC3BG006260	NA	turquoise
TRIDC1AG029150	NA	brown
TRIDC2AG065930	NA	turquoise
TRIDC3BG066510	NA	blue
TRIDC1BG030470	NA	turquoise
TRIDC5BG049990	NA	turquoise
TRIDC3AG030300	NA	turquoise
TRIDC2AG029030	NA	blue
TRIDC3BG079160	NA	turquoise
TRIDC2AG062180	NA	turquoise
TRIDC1AG034060	NA	turquoise
TRIDC6AG024060	NA	turquoise
TRIDC4BG006020	NA	turquoise
TRIDC2AG052600	NA	turquoise
TRIDC7BG002060	NA	turquoise
TRIDC6AG036030	NA	turquoise
TRIDC1AG037000	NA	brown
TRIDC4AG061030	NA	turquoise
TRIDC1BG029930	NA	turquoise
TRIDC4BG033720	NA	turquoise
TRIDC5BG038030	NA	green
TRIDC6AG010970	NA	turquoise
TRIDC4AG045270	NA	turquoise
TRIDC2AG055740	NA	turquoise
TRIDC6AG009060	NA	turquoise
TRIDC6BG042770	NA	turquoise
TRIDC5AG025030	NA	turquoise
TRIDC5BG071600	NA	blue
TRIDC2AG070240	NA	blue
TRIDC7AG059770	NA	turquoise
TRIDC4BG027820	NA	turquoise
TRIDC7AG014800	NA	turquoise
TRIDC3BG074680	NA	turquoise
TRIDC6BG035170	NA	turquoise
TRIDC7BG011980	NA	turquoise
TRIDC4BG020820	NA	turquoise
TRIDC3AG047910	NA	blue
TRIDC7AG011230	NA	turquoise
TRIDC5BG031470	NA	turquoise
TRIDC2BG088000	NA	blue
TRIDC5BG071070	NA	brown
TRIDC1BG056240	NA	turquoise
TRIDC2AG062330	NA	blue
TRIDC4AG067290	NA	turquoise
TRIDC1AG003210	NA	turquoise
TRIDC1AG032570	NA	turquoise
TRIDC4AG000730	NA	turquoise
TRIDC1AG002430	NA	turquoise
TRIDC7BG024690	NA	turquoise
TRIDC5BG039410	NA	turquoise
TRIDC6BG024040	NA	black
TRIDC7AG008880	NA	turquoise
TRIDC7AG033270	NA	turquoise
TRIDC7BG060760	NA	yellow
TRIDC1AG043120	NA	turquoise
TRIDC2AG041840	NA	blue
TRIDC6BG038450	NA	blue
TRIDC3AG030080	NA	turquoise
TRIDC4AG049790	NA	blue
TRIDC2AG052650	NA	turquoise
TRIDC4BG036550	NA	turquoise
TRIDC4BG043900	NA	turquoise
TRIDC5BG069870	NA	blue
TRIDC3BG057620	NA	brown
TRIDC3BG029990	NA	turquoise
TRIDC1AG015850	NA	turquoise
TRIDC5BG070240	NA	turquoise
TRIDC7BG023160	NA	yellow
TRIDC4BG004880	NA	blue
TRIDC2AG025730	NA	turquoise
TRIDC3AG050300	NA	turquoise
TRIDC4AG012090	NA	turquoise
TRIDC3AG056360	NA	pink
TRIDC4AG053350	NA	red
TRIDC5BG068870	NA	yellow
TRIDC1BG026280	NA	turquoise
TRIDC2AG078880	NA	turquoise
TRIDC6AG018120	NA	turquoise
TRIDC6AG042660	NA	turquoise
TRIDC3AG060000	NA	turquoise
TRIDC5BG039210	NA	turquoise
TRIDC2AG051030	NA	turquoise
TRIDC3BG046440	NA	turquoise
TRIDC1BG004410	NA	green
TRIDC4AG049370	NA	turquoise
TRIDC4AG050700	NA	green
TRIDC5BG012190	NA	yellow
TRIDC5BG056570	NA	turquoise
TRIDC2AG044450	NA	turquoise
TRIDC3BG031190	NA	black
TRIDC1AG037030	NA	turquoise
TRIDC5BG022080	NA	turquoise
TRIDC4AG028760	NA	turquoise
TRIDC1AG022250	NA	turquoise
TRIDC7AG072540	NA	turquoise
TRIDC3BG034070	NA	turquoise
TRIDC6AG020400	NA	blue
TRIDC2AG066860	NA	turquoise
TRIDC1BG033180	NA	blue
TRIDC2BG065740	NA	turquoise
TRIDC2AG061430	NA	turquoise
TRIDC3AG014790	NA	turquoise
TRIDC3BG012390	NA	turquoise
TRIDC5AG017430	NA	turquoise
TRIDC3AG020470	NA	turquoise
TRIDC5AG069290	NA	turquoise
TRIDC2AG016060	NA	turquoise
TRIDC3AG055240	NA	turquoise
TRIDC7BG031090	NA	blue
TRIDC5BG037740	NA	turquoise
TRIDC1AG027630	NA	turquoise
TRIDC1AG001060	NA	turquoise
TRIDC5AG043740	NA	turquoise
TRIDC2AG055880	NA	turquoise
TRIDC1AG019030	NA	yellow
TRIDC4AG015300	NA	turquoise
TRIDC1BG051460	NA	turquoise
TRIDC1BG048010	NA	turquoise
TRIDC6BG054190	NA	turquoise
TRIDC3BG041420	NA	green
TRIDC6BG056410	NA	blue
TRIDC1BG050640	NA	black
TRIDC4AG054620	NA	turquoise
TRIDC6BG066720	NA	turquoise
TRIDC2AG024340	NA	turquoise
TRIDC7BG060500	NA	turquoise
TRIDC5BG023220	NA	turquoise
TRIDC1AG012320	NA	turquoise
TRIDC1AG024130	NA	turquoise
TRIDC1AG015480	NA	turquoise
TRIDC6BG052410	NA	turquoise
TRIDC5BG011540	NA	turquoise
TRIDC3BG055890	NA	green
TRIDC4BG007360	NA	turquoise
TRIDC5AG001680	NA	turquoise
TRIDC3AG068250	NA	brown
TRIDC2BG030010	NA	blue
TRIDC4BG041680	NA	turquoise
TRIDC6BG016570	NA	turquoise
TRIDC3AG022620	NA	turquoise
TRIDC1AG039110	NA	blue
TRIDC3BG060590	NA	green
TRIDC3BG070870	NA	turquoise
TRIDC5AG061960	NA	turquoise
TRIDC4BG049770	NA	turquoise
TRIDC6BG052790	NA	turquoise
TRIDC6BG027350	NA	turquoise
TRIDC4BG027440	NA	blue
TRIDC3AG037290	NA	red
TRIDC5AG032430	NA	blue
TRIDC4AG035440	NA	turquoise
TRIDC3BG059890	NA	turquoise
TRIDC3AG017940	NA	turquoise
TRIDC2AG016210	NA	turquoise
TRIDC2AG051470	NA	turquoise
TRIDC5AG019030	NA	blue
TRIDC7BG040460	NA	turquoise
TRIDC1BG037430	NA	turquoise
TRIDC3AG011460	NA	turquoise
TRIDC4BG008870	NA	turquoise
TRIDC6BG017990	NA	turquoise
TRIDC4AG038870	NA	turquoise
TRIDC2AG076510	NA	turquoise
TRIDC2AG045120	NA	brown
TRIDC2AG013840	NA	turquoise
TRIDC7AG047740	NA	turquoise
TRIDC2BG026160	NA	turquoise
TRIDC3BG032700	NA	turquoise
TRIDC5AG016640	NA	turquoise
TRIDC5BG063500	NA	turquoise
TRIDC3BG056710	NA	green
TRIDC3BG027970	NA	turquoise
TRIDC1BG018200	NA	brown
TRIDC2BG046440	NA	turquoise
TRIDC5AG021480	NA	turquoise
TRIDC6BG055070	NA	turquoise
TRIDC6AG049610	NA	turquoise
TRIDC7BG026930	NA	turquoise
TRIDC2BG053150	NA	turquoise
TRIDC7BG048340	NA	grey
TRIDC5BG067960	NA	green
TRIDC1BG034290	NA	turquoise
TRIDC4AG071180	NA	blue
TRIDC5AG048000	NA	turquoise
TRIDC2BG089810	NA	turquoise
TRIDC6AG024380	NA	turquoise
TRIDC7AG017300	NA	blue
TRIDC3BG032370	NA	turquoise
TRIDC6AG035700	NA	turquoise
TRIDC7BG039740	NA	brown
TRIDC4AG044000	NA	turquoise
TRIDC3BG079280	NA	blue
TRIDC5AG063800	NA	blue
TRIDC5AG059320	NA	turquoise
TRIDC5AG036240	NA	turquoise
TRIDC2AG035400	NA	turquoise
TRIDC1BG061360	NA	yellow
TRIDC2AG051130	NA	turquoise
TRIDC2AG013770	NA	blue
TRIDC3BG060490	NA	turquoise
TRIDC1BG068130	NA	turquoise
TRIDC4AG046680	NA	turquoise
TRIDC4BG002360	NA	turquoise
TRIDC7AG027960	NA	turquoise
TRIDC2BG083010	NA	turquoise
TRIDC6AG008640	NA	blue
TRIDC1BG051770	NA	blue
TRIDC6BG051190	NA	turquoise
TRIDC7AG045890	NA	turquoise
TRIDC4AG053100	NA	blue
TRIDC4BG038800	NA	turquoise
TRIDC4AG055370	NA	turquoise
TRIDC5AG023810	NA	turquoise
TRIDC7AG048840	NA	turquoise
TRIDC5AG069050	NA	blue
TRIDC2AG002640	NA	turquoise
TRIDC2AG051810	NA	turquoise
TRIDC6BG056700	NA	blue
TRIDC3AG026820	NA	turquoise
TRIDC5AG041420	NA	turquoise
TRIDC3AG041200	NA	turquoise
TRIDC3AG033050	NA	turquoise
TRIDC6AG039040	NA	turquoise
TRIDC6AG010440	NA	blue
TRIDC7AG058460	NA	turquoise
TRIDC6BG056360	NA	blue
TRIDC1BG031920	NA	turquoise
TRIDC7BG060600	NA	green
TRIDC5BG071620	NA	black
TRIDC6AG014910	NA	turquoise
TRIDC6BG021070	NA	turquoise
TRIDC5BG027610	NA	turquoise
TRIDC4AG056030	NA	turquoise
TRIDC3AG039350	NA	turquoise
TRIDC2BG048910	NA	turquoise
TRIDC4AG069390	NA	blue
TRIDC3BG065940	NA	turquoise
TRIDC2BG016100	NA	blue
TRIDC4AG055870	NA	turquoise
TRIDC7AG049870	NA	turquoise
TRIDC3BG069250	NA	turquoise
TRIDC4AG019360	NA	blue
TRIDC3BG065130	NA	blue
TRIDC6AG043310	NA	turquoise
TRIDC4AG067730	NA	turquoise
TRIDC7BG045670	NA	turquoise
TRIDC4AG013840	NA	turquoise
TRIDC6AG032770	NA	turquoise
TRIDC5BG016860	NA	turquoise
TRIDC2BG015060	NA	blue
TRIDC4AG044460	NA	turquoise
TRIDC5AG002480	NA	blue
TRIDC5AG065440	NA	turquoise
TRIDC3BG050380	NA	blue
TRIDC7AG034800	NA	blue
TRIDC6AG005830	NA	brown
TRIDC3AG014190	NA	turquoise
TRIDC5AG062040	NA	turquoise
TRIDC7AG045700	NA	turquoise
TRIDC4AG049940	NA	turquoise
TRIDC6BG044250	NA	turquoise
TRIDC6BG049090	NA	turquoise
TRIDC1AG014690	NA	turquoise
TRIDC7AG037740	NA	yellow
TRIDC3BG034930	NA	turquoise
TRIDC3AG041820	NA	turquoise
TRIDC6BG010020	NA	blue
TRIDC3BG048870	NA	red
TRIDC7BG010700	NA	turquoise
TRIDC7BG011930	NA	turquoise
TRIDC6BG003330	NA	turquoise
TRIDC4BG016760	NA	blue
TRIDC3BG051110	NA	turquoise
TRIDC1BG066370	NA	yellow
TRIDC2BG020460	NA	yellow
TRIDC1AG021260	NA	blue
TRIDC4BG012420	NA	turquoise
TRIDC1AG044900	NA	blue
TRIDC1AG020510	NA	yellow
TRIDC7AG051890	NA	blue
TRIDC6BG029230	NA	turquoise
TRIDC2AG076860	NA	turquoise
TRIDC1BG054670	NA	turquoise
TRIDC2AG057610	NA	purple
TRIDC7BG033740	NA	turquoise
TRIDC1BG024070	NA	turquoise
TRIDC2BG015450	NA	turquoise
TRIDC3AG015200	NA	turquoise
TRIDC2BG028510	NA	turquoise
TRIDC3AG001400	NA	red
TRIDC7AG035220	NA	turquoise
TRIDC2AG030810	NA	blue
TRIDC2BG038180	NA	turquoise
TRIDC7BG047190	NA	turquoise
TRIDC6AG055360	NA	brown
TRIDC3AG025500	NA	blue
TRIDC4BG004360	NA	blue
TRIDC5AG026490	NA	blue
TRIDC3BG069120	NA	turquoise
TRIDC4BG027690	NA	yellow
TRIDC4AG041470	NA	blue
TRIDC1BG012780	NA	yellow
TRIDC2AG030520	NA	turquoise
TRIDC4BG039930	NA	turquoise
TRIDC4AG067400	NA	brown
TRIDC4BG032420	NA	turquoise
TRIDC6AG011890	NA	magenta
TRIDC1BG023210	NA	turquoise
TRIDC7AG004110	NA	turquoise
TRIDC5BG032640	NA	blue
TRIDC4AG049050	NA	blue
TRIDC4BG006550	NA	turquoise
TRIDC2AG013660	NA	turquoise
TRIDC2BG051810	NA	turquoise
TRIDC1BG065570	NA	turquoise
TRIDC3AG049520	NA	blue
TRIDC2BG087490	NA	green
TRIDC4BG009050	NA	turquoise
TRIDC4BG051540	NA	turquoise
TRIDC2AG044720	NA	blue
TRIDC7BG058270	NA	turquoise
TRIDC1BG072420	NA	blue
TRIDC2AG044850	NA	turquoise
TRIDC3BG072560	NA	turquoise
TRIDC6BG065320	NA	turquoise
TRIDC2AG057750	NA	blue
TRIDC5BG060020	NA	turquoise
TRIDC7AG074890	NA	green
TRIDC5BG070980	NA	turquoise
TRIDC7BG020550	NA	turquoise
TRIDC4AG045530	NA	red
TRIDC7BG058620	NA	turquoise
TRIDC3AG064730	NA	blue
TRIDC5AG050060	NA	turquoise
TRIDC4AG053710	NA	turquoise
TRIDC5AG073430	NA	turquoise
TRIDC7AG011400	NA	blue
TRIDC3AG020260	NA	turquoise
TRIDC3AG056680	NA	brown
TRIDC6BG059820	NA	turquoise
TRIDC7AG042440	NA	yellow
TRIDC7BG004990	NA	turquoise
TRIDC7BG020820	NA	black
TRIDC5AG078860	NA	turquoise
TRIDC1BG015390	NA	turquoise
TRIDC4AG004670	NA	green
TRIDC1BG047850	NA	turquoise
TRIDC4AG009180	NA	turquoise
TRIDC6BG048680	NA	blue
TRIDC1AG051470	NA	blue
TRIDC4BG021270	NA	turquoise
TRIDC7BG014290	NA	turquoise
TRIDC4BG037420	NA	green
TRIDC3BG038500	NA	turquoise
TRIDC5AG020600	NA	yellow
TRIDC1AG025310	NA	turquoise
TRIDC5AG016900	NA	turquoise
TRIDC3BG021560	NA	turquoise
TRIDC3AG031480	NA	turquoise
TRIDC4AG034740	NA	turquoise
TRIDC7BG031530	NA	turquoise
TRIDC7AG061890	NA	blue
TRIDC2BG032910	NA	turquoise
TRIDC6AG025240	NA	turquoise
TRIDC3AG069730	NA	blue
TRIDC5AG066030	NA	turquoise
TRIDC1AG034550	NA	turquoise
TRIDC3BG045630	NA	turquoise
TRIDC1AG013630	NA	turquoise
TRIDC1AG007770	NA	brown
TRIDC5BG060760	NA	turquoise
TRIDC2AG028820	NA	turquoise
TRIDC1AG022870	NA	blue
TRIDC2BG014120	NA	turquoise
TRIDC2BG014050	NA	turquoise
TRIDC5BG012440	NA	blue
TRIDC4AG056130	NA	blue
TRIDC2AG061210	NA	blue
TRIDC1AG019790	NA	turquoise
TRIDC5BG068570	NA	turquoise
TRIDC1AG034180	NA	red
TRIDC7AG000640	NA	blue
TRIDC5AG003860	NA	turquoise
TRIDC5BG039810	NA	turquoise
TRIDC5BG061280	NA	turquoise
TRIDC5BG027530	NA	brown
TRIDC4AG009350	NA	turquoise
TRIDC7BG007690	NA	brown
TRIDC2BG075590	NA	turquoise
TRIDC4BG034830	NA	blue
TRIDC7AG074460	NA	turquoise
TRIDC1AG024480	NA	yellow
TRIDC4AG007340	NA	turquoise
TRIDC3BG009570	NA	blue
TRIDC2AG045590	NA	turquoise
TRIDC7AG073030	NA	blue
TRIDC4BG058440	NA	blue
TRIDC1BG067830	NA	turquoise
TRIDC2BG052830	NA	turquoise
TRIDC7BG029370	NA	turquoise
TRIDC7BG057410	NA	turquoise
TRIDC6BG039200	NA	brown
TRIDC7BG021550	NA	turquoise
TRIDC2AG002780	NA	turquoise
TRIDC4AG043360	NA	turquoise
TRIDC3AG000620	NA	turquoise
TRIDC6BG038710	NA	turquoise
TRIDC5AG007060	NA	turquoise
TRIDC2BG012080	NA	turquoise
TRIDC3BG055920	NA	blue
TRIDC3BG044350	NA	turquoise
TRIDC7AG036660	NA	turquoise
TRIDC3AG040000	NA	brown
TRIDC6AG034070	NA	turquoise
TRIDC6AG032400	NA	turquoise
TRIDC5BG016190	NA	turquoise
TRIDC1AG045570	NA	turquoise
TRIDC6BG051230	NA	blue
TRIDC5BG038180	NA	turquoise
TRIDC5BG017190	NA	yellow
TRIDC1AG013020	NA	turquoise
TRIDC3BG028190	NA	turquoise
TRIDC2BG029980	NA	blue
TRIDC7BG029240	NA	turquoise
TRIDC2BG026200	NA	turquoise
TRIDC2AG009050	NA	yellow
TRIDC1BG065560	NA	green
TRIDC3BG047780	NA	blue
TRIDC1AG028960	NA	blue
TRIDC6AG043530	NA	turquoise
TRIDC1AG010700	NA	yellow
TRIDC1BG060400	NA	red
TRIDC7AG045870	NA	turquoise
TRIDC5BG057550	NA	blue
TRIDC3BG065160	NA	turquoise
TRIDC4AG007680	NA	blue
TRIDC3AG025920	NA	turquoise
TRIDC7BG024170	NA	brown
TRIDC6AG060130	NA	turquoise
TRIDC2BG041790	NA	blue
TRIDC6AG005660	NA	turquoise
TRIDC7BG040420	NA	turquoise
TRIDC3BG082740	NA	turquoise
TRIDC7AG031970	NA	turquoise
TRIDC4BG059080	NA	turquoise
TRIDC1AG037320	NA	turquoise
TRIDC3BG068590	NA	turquoise
TRIDC6BG056630	NA	turquoise
TRIDC5AG069420	NA	turquoise
TRIDC2BG044070	NA	turquoise
TRIDC1BG055530	NA	turquoise
TRIDC1AG021390	NA	turquoise
TRIDC2BG030350	NA	turquoise
TRIDC3AG046090	NA	turquoise
TRIDC4AG023710	NA	turquoise
TRIDC4AG032310	NA	blue
TRIDC5AG070390	NA	turquoise
TRIDC2AG044820	NA	turquoise
TRIDC2BG024510	NA	turquoise
TRIDC3BG049310	NA	turquoise
TRIDC3BG022250	NA	turquoise
TRIDC1BG036340	NA	turquoise
TRIDC7BG042090	NA	turquoise
TRIDC7AG077560	NA	turquoise
TRIDC3AG026180	NA	turquoise
TRIDC5BG062150	NA	brown
TRIDC4AG008250	NA	turquoise
TRIDC1AG013260	NA	turquoise
TRIDC7AG054810	NA	blue
TRIDC4AG055420	NA	yellow
TRIDC5BG030190	NA	turquoise
TRIDC6BG027770	NA	brown
TRIDC4BG017410	NA	turquoise
TRIDC2BG070180	NA	turquoise
TRIDC2AG031930	NA	blue
TRIDC1AG033060	NA	blue
TRIDC6BG066590	NA	turquoise
TRIDC1AG030140	NA	turquoise
TRIDC3BG006190	NA	green
TRIDC5AG034030	NA	brown
TRIDC4BG046290	NA	blue
TRIDC5AG037540	NA	turquoise
TRIDC5AG039500	NA	magenta
TRIDC4BG060810	NA	brown
TRIDC5BG075150	NA	turquoise
TRIDC3AG006410	NA	blue
TRIDC2BG069780	NA	turquoise
TRIDC2AG070590	NA	purple
TRIDC3AG070960	NA	blue
TRIDC4BG017270	NA	green
TRIDC1AG020870	NA	turquoise
TRIDC4BG027070	NA	turquoise
TRIDC3BG068530	NA	blue
TRIDC5BG044910	NA	blue
TRIDC2BG025810	NA	turquoise
TRIDC2BG008230	NA	turquoise
TRIDC7BG049360	NA	blue
TRIDC4AG000390	NA	turquoise
TRIDC4BG021360	NA	turquoise
TRIDC3AG045180	NA	turquoise
TRIDC1AG032120	NA	turquoise
TRIDC3AG037230	NA	turquoise
TRIDC1BG053800	NA	turquoise
TRIDC5BG077490	NA	brown
TRIDC6AG005120	NA	turquoise
TRIDC7AG056770	NA	blue
TRIDC5AG010700	NA	brown
TRIDC4BG043800	NA	brown
TRIDC1BG042370	NA	blue
TRIDC3BG071800	NA	magenta
TRIDC2AG069420	NA	blue
TRIDC5AG062700	NA	turquoise
TRIDC1AG032590	NA	blue
TRIDC4BG040470	NA	turquoise
TRIDC6BG029040	NA	turquoise
TRIDC5AG056010	NA	turquoise
TRIDC6BG069440	NA	turquoise
TRIDC3AG038710	NA	turquoise
TRIDC1AG052210	NA	turquoise
TRIDC7BG022390	NA	blue
TRIDC1BG011410	NA	blue
TRIDC1BG036260	NA	turquoise
TRIDC1BG029150	NA	yellow
TRIDC3AG074450	NA	turquoise
TRIDC4BG035600	NA	blue
TRIDC7BG031720	NA	blue
TRIDC4BG025320	NA	blue
TRIDC4AG003300	NA	turquoise
TRIDC4BG030740	NA	turquoise
TRIDC4BG026030	NA	yellow
TRIDC7AG050620	NA	blue
TRIDC3AG022780	NA	turquoise
TRIDC4BG051090	NA	brown
TRIDC4BG040340	NA	turquoise
TRIDC3AG022930	NA	turquoise
TRIDC5AG025360	NA	turquoise
TRIDC5AG013000	NA	turquoise
TRIDC4AG044200	NA	blue
TRIDC2BG067700	NA	turquoise
TRIDC5BG018070	NA	turquoise
TRIDC6AG061530	NA	turquoise
TRIDC5BG040790	NA	turquoise
TRIDC4AG009320	NA	turquoise
TRIDC6AG008430	NA	turquoise
TRIDC4AG013540	NA	turquoise
TRIDC5BG061240	NA	turquoise
TRIDC3BG035660	NA	turquoise
TRIDC5AG034840	NA	turquoise
TRIDC4AG021740	NA	turquoise
TRIDC3BG027730	NA	turquoise
TRIDC3AG050130	NA	turquoise
TRIDC7AG038030	NA	turquoise
TRIDC3AG004810	NA	blue
TRIDC1AG027960	NA	turquoise
TRIDC2AG042790	NA	turquoise
TRIDC2BG037620	NA	blue
TRIDC7AG077360	NA	turquoise
TRIDC3AG016700	NA	blue
TRIDC3BG064640	NA	blue
TRIDC4BG017330	NA	turquoise
TRIDC4AG047860	NA	turquoise
TRIDC2BG016240	NA	turquoise
TRIDC5BG015930	NA	turquoise
TRIDC1AG050190	NA	turquoise
TRIDC2AG031170	NA	turquoise
TRIDC5AG010230	NA	turquoise
TRIDC7BG016610	NA	turquoise
TRIDC4AG004380	NA	turquoise
TRIDC4BG037190	NA	turquoise
TRIDC6AG001220	NA	blue
TRIDC5AG004210	NA	blue
TRIDC5BG063020	NA	turquoise
TRIDC5BG021840	NA	blue
TRIDC4BG046150	NA	turquoise
TRIDC1AG025960	NA	turquoise
TRIDC7BG004250	NA	blue
