"MM.blue"	"MM.pink"	"MM.purple"	"MM.black"	"MM.brown"	"MM.magenta"	"MM.green"	"MM.red"	"MM.turquoise"	"MM.yellow"	"MM.grey"
"TRIDC6BG041950"	-0.828124559749384	-0.524425908621986	-0.476524341958336	0.805846215553924	0.176879129318842	0.23543289663867	0.307088558191822	0.573490957981665	0.614365629328841	0.131630568273303	-0.525174944931257
"TRIDC3BG017400"	-0.766421064494012	-0.522052154141916	-0.464053127642406	0.320832552271968	-0.45054914885759	-0.0655501689719356	0.50711623195065	0.641972334884314	0.897604976796212	0.540411777334796	0.028739394671629
"TRIDC4BG060740"	-0.73025465815914	-0.477266169410676	-0.421869109495981	0.596622081849142	-0.011497802806355	0.151448580305841	0.180273241345035	0.397629313828624	0.60903385715214	0.205814209136716	-0.364544031979753
"TRIDC3AG040010"	-0.703354571598031	-0.510754022786256	-0.398847745406091	0.181621287741478	-0.590868178635156	-0.226863581243629	0.629461162694345	0.555275159183054	0.930877333291811	0.609182710342709	0.195762934621033
"TRIDC7AG069500"	-0.698262453318932	-0.473169442176923	-0.336073975093228	0.228356491900198	-0.473851840849348	-0.0921570874946122	0.534789048511171	0.348233457865241	0.821390725713098	0.456696042479135	0.0551050786893654
"TRIDC1AG030790"	0.362779394574933	0.19658067122102	0.235429691820653	-0.443079439788573	-0.212255759291225	-0.269030651966358	0.244236131063916	0.083207374408472	-0.182470959120336	-0.00529322044600016	0.395943379895088
"TRIDC2BG032790"	-0.728511090177894	-0.520658144479682	-0.441405052607859	0.269398305979409	-0.539889360621823	-0.168464059406869	0.499879840514051	0.754808230082243	0.934076932003221	0.62589134249284	0.128059800049532
"TRIDC4BG033910"	-0.749869098733364	-0.563096784224972	-0.5002192409696	0.348179092305337	-0.44397690367222	-0.0765265414444301	0.750829333050632	0.49553525035098	0.915610426655432	0.606666659533746	0.0584301479885141
"TRIDC4AG012450"	0.54810528080945	0.298003497575604	0.438392080393247	-0.56046410198458	-0.162642814525086	-0.288008601707814	-0.382407147164217	-0.361705798588728	-0.429306102602001	-0.117336405541381	0.345437914616274
"TRIDC2AG056930"	-0.763107734092259	-0.557605436481159	-0.494440706973195	0.297907302487473	-0.4653012957583	-0.0820945871178566	0.542526465283318	0.649441246026796	0.890437447425493	0.533870662785475	0.00025850066502268
"TRIDC5AG046950"	-0.763591657919497	-0.566599765703624	-0.512468747764771	0.319363954677206	-0.43620100009792	-0.0280361693458706	0.501190569949573	0.501361879569182	0.880622887212847	0.541860374870493	-0.0232655906319136
"TRIDC3BG087220"	-0.480480152420346	-0.453736906277144	-0.338623647755858	0.25202631052884	-0.0963145269721702	0.265440035106576	0.150019279219062	-0.122405266047716	0.366804190084104	0.0651188140164557	-0.279872113310297
"TRIDC2BG039580"	0.705466967956975	0.691993659310292	0.493483014194116	-0.576520398737366	-0.0491721619352051	-0.272656896991842	-0.336764443299076	-0.335482982414673	-0.527521761785088	-0.0960863341218616	0.509331046829163
"TRIDC5BG082550"	0.55796663659825	0.0059964975537745	0.14701777206864	-0.470814452287675	-0.146409071780948	-0.238155988567588	-0.211662825045167	-0.280433644243766	-0.34220237790454	0.0500548323398432	0.305779740187143
"TRIDC1BG041580"	-0.697627883082186	-0.497945595940765	-0.481302975640667	0.297386494191035	-0.439805557117473	-0.00135148028482671	0.557128585523694	0.440898898446181	0.867914801513468	0.613780806339241	0.0763369452779175
"TRIDC7BG018040"	-0.675074857089001	-0.503012780816416	-0.44185252201	0.218107373671293	-0.454438469093877	-0.100090618395892	0.802448870723169	0.265472625472279	0.81113018917825	0.490455699060395	0.0727475052354267
"TRIDC3BG034150"	-0.644679923334993	-0.469561335907788	-0.365772647648292	0.11580104043722	-0.679488067467256	-0.307465859457064	0.473763472467975	0.728702635982555	0.944910966770409	0.726656828980556	0.279082898515505
"TRIDC7AG043680"	-0.394476403739588	-0.0345505134414868	-0.160100482929763	0.150706204005658	-0.319891322469503	-0.2135254349883	0.140516529526964	0.808601398347017	0.536740044966636	0.364386437880975	0.155565463149344
"TRIDC3BG057790"	-0.777860220107161	-0.578041484598698	-0.504590705259313	0.310913234036463	-0.483451118872614	-0.123974548659098	0.68649611645405	0.486046551301821	0.936833929365856	0.581408452906074	0.0579653424732602
"TRIDC5AG067120"	-0.686395070477173	-0.51969661907604	-0.43532511684062	0.12415333905807	-0.644118503164642	-0.26985752811944	0.64062434660119	0.557363458019419	0.928403733120598	0.603972050520364	0.215166313661079
"TRIDC2BG043320"	-0.836466036722097	-0.599049258479185	-0.515590799071138	0.391310952697605	-0.440136948890043	-0.111579474492548	0.630541969946974	0.617679449106939	0.95808444239633	0.547474768158173	-0.0127097866542005
"TRIDC2AG028250"	-0.643847229681607	-0.469236869079354	-0.385698237098129	0.100858576827883	-0.631295748723527	-0.269842693563202	0.698604234541955	0.584169915789158	0.894135238710024	0.595861542529593	0.249306963579582
"TRIDC1BG031690"	-0.621230189201354	-0.330218955205638	-0.32229299886915	0.536694587114425	0.0808510202987849	0.0663610669503668	0.148208195078186	0.499748580321874	0.457981335549045	0.0474019799671174	-0.372897848358325
