"","GeneName","PearsonCorrelation","p.Standard","q.Standard","moduleColors"
"5406","TRIDC3BG035740",0.567194641569043,2.45490330146472e-05,4.70895957413959e-06,"yellow"
"5407","TRIDC3BG042590",0.0385366623733297,0.800401902635073,0.0782804071340826,"grey"
"5408","TRIDC3AG059450",-0.732727640962544,8.86951076948699e-10,5.40182483593002e-10,"turquoise"
"5409","TRIDC3AG036080",-0.14756609787309,0.329673048412448,0.034689118968242,"blue"
"5410","TRIDC2AG010200",0.615668274279213,2.49872218444951e-06,5.8013941815552e-07,"turquoise"
"5411","TRIDC7BG040120",0.531300863100606,0.000103722601449016,1.8053635949028e-05,"turquoise"
"5412","TRIDC3AG025790",0.0776204395859187,0.610039422500742,0.0611695810454259,"blue"
"5413","TRIDC6BG066200",0.535546510015024,8.83186590310725e-05,1.55278363712817e-05,"turquoise"
"5414","TRIDC4BG021040",0.718419176144508,3.02285125349862e-09,1.5458238609209e-09,"turquoise"
"5415","TRIDC7AG077550",0.601580443499822,5.07925471925381e-06,1.1042455077776e-06,"turquoise"
"5416","TRIDC3BG083860",-0.656568233812169,2.48121443886945e-07,7.16572077062338e-08,"blue"
"5417","TRIDC3BG053020",0.322260381515085,0.0284313808367404,0.00352004208834339,"green"
"5418","TRIDC2BG049430",0.512222505004268,0.000207428509581765,3.46302044339948e-05,"yellow"
"5419","TRIDC2BG058880",0.214604452952771,0.152867294418546,0.0169382779100831,"yellow"
"5420","TRIDC3BG010250",-0.76903691680143,2.46808223677794e-11,2.98672613541815e-11,"turquoise"
"5421","TRIDC6BG017690",-0.0667602464806668,0.661075809012951,0.0658155005704661,"brown"
"5422","TRIDC1AG001420",0.195059713804135,0.195080509368396,0.0212999255842952,"black"
"5423","TRIDC2BG027400",0.581490558210915,1.30773473840907e-05,2.63472024029063e-06,"turquoise"
"5424","TRIDC4BG038190",0.436501455650271,0.00215331372368543,0.00031004828965526,"green"
"5425","TRIDC4AG004660",0.586841645728725,1.02385050972066e-05,2.10352331422888e-06,"turquoise"
"5426","TRIDC5AG000760",0.327045541413447,0.0259902397559065,0.00323749821507867,"turquoise"
"5427","TRIDC1AG001810",-0.455483294480857,0.00126581568203696,0.000188501303067755,"blue"
"5428","TRIDC2AG068210",0.410100877789311,0.00427276576717687,0.000590345591838216,"green"
"5429","TRIDC5AG028770",-0.438273236568532,0.00205203484810633,0.000296357461512249,"blue"
"5430","TRIDC7BG055480",0.270378286841848,0.0690345724524331,0.00809952762641226,"yellow"
"5431","TRIDC2BG000050",-0.017824793711637,0.906941382016233,0.0875633928211404,"grey"
"5432","TRIDC6AG049730",0.542401489991582,6.77694585340538e-05,1.21470959839329e-05,"yellow"
"5433","TRIDC3AG009380",-0.75529765816734,1.04545077224777e-10,9.57203580045955e-11,"blue"
"5434","TRIDC1AG015290",0.112825309775237,0.457476517104361,0.0469141853392822,"grey"
"5435","TRIDC3AG050010",0.343580443167913,0.0188479771090973,0.00239108620865458,"red"
"5436","TRIDC1BG034620",0.653499556726805,2.99330172579654e-07,8.45575354539669e-08,"turquoise"
"5437","TRIDC2AG054880",0.292172569495736,0.0484505436229514,0.00581133724370294,"grey"
"5438","TRIDC2AG052760",0.644833916595692,5.01727689825309e-07,1.34655951394403e-07,"turquoise"
"5439","TRIDC4AG040380",-0.325341299988118,0.0268390006525682,0.00333627523143929,"blue"
"5440","TRIDC5BG057180",-0.543215117564502,6.56434275010736e-05,1.17947476631957e-05,"blue"
"5441","TRIDC7AG001130",-0.601084787149103,5.20387673605464e-06,1.12789876012162e-06,"blue"
"5442","TRIDC6BG013600",-0.421775529076819,0.00317915505659475,0.000446927195654123,"grey"
"5443","TRIDC5AG061770",0.315490146705809,0.0322046452212419,0.00395648563505444,"grey"
"5444","TRIDC6BG068360",0.819593972330396,3.51896228937657e-14,1.79091007838079e-13,"turquoise"
"5445","TRIDC5AG047100",0.452115486901745,0.00139440019443567,0.000206524668440526,"turquoise"
"5446","TRIDC5AG058140",-0.542214385965259,6.82671136332058e-05,1.22248456319354e-05,"blue"
"5447","TRIDC6BG053550",0.33314221875985,0.0231333463205443,0.00289898811649072,"grey"
"5448","TRIDC4BG037610",-0.612105362216912,3.00115714968909e-06,6.85808388724686e-07,"blue"
"5449","TRIDC5AG057030",-0.522280798208465,0.000144786544468231,2.46758892192878e-05,"purple"
"5450","TRIDC5AG027100",0.101928377051058,0.502399988228319,0.0511319769903999,"grey"
"5451","TRIDC5BG060440",0.332039971160272,0.0236296275450661,0.00295846788902357,"green"
"5452","TRIDC7BG026860",-0.482332551516057,0.000561956650462045,8.80279937184023e-05,"turquoise"
"5453","TRIDC7AG059530",-0.658564160239396,2.19316371239043e-07,6.40928219192081e-08,"turquoise"
"5454","TRIDC7BG007000",-0.393797145192868,0.00633783104346139,0.000856252301687685,"grey"
"5455","TRIDC6AG011520",0.230497544750628,0.1237729774545,0.0139553209131452,"grey"
"5456","TRIDC5BG020940",0.291611667208724,0.0489100849946537,0.00586278153047304,"turquoise"
"5457","TRIDC2BG048370",-0.654627784177443,2.79459376078792e-07,7.96023150204557e-08,"blue"
"5458","TRIDC5BG063040",0.371817109366415,0.0104408330287695,0.00137070438934649,"red"
"5459","TRIDC2BG008850",0.400496159736729,0.00540373615107808,0.000736082765834108,"grey"
"5460","TRIDC1BG038720",-0.60612719212969,4.05752379749933e-06,9.00325063701563e-07,"brown"
"5461","TRIDC2AG047600",0.789584382571615,2.24096834911663e-12,4.51397479792442e-12,"turquoise"
"5462","TRIDC6BG032960",0.251203026629428,0.0923226013440326,0.0106182739430992,"yellow"
"5463","TRIDC7AG000940",0.486031486171301,0.000499500484073263,7.89293966340363e-05,"blue"
"5464","TRIDC5BG014840",-0.59402690538402,7.31163818074934e-06,1.54171815856613e-06,"blue"
"5465","TRIDC6BG045730",-0.450972619928742,0.00144058247898858,0.000213034952979523,"pink"
"5466","TRIDC5BG009660",0.550604782742194,4.89287533717861e-05,8.95287510208563e-06,"turquoise"
"5467","TRIDC1AG031890",-0.368961113745562,0.01111154586058,0.00145396956991668,"pink"
"5468","TRIDC6BG068390",-0.702722010679039,1.05029458578019e-08,4.50229506116777e-09,"blue"
"5469","TRIDC1BG046970",0.294541506609793,0.0465477498996499,0.00559784584644522,"turquoise"
"5470","TRIDC3BG013800",-0.723959087763477,1.9009161247783e-09,1.03457290648389e-09,"turquoise"
"5471","TRIDC7BG002510",-0.741544240148547,3.97133263524407e-10,2.82047119741842e-10,"turquoise"
"5472","TRIDC2AG024290",-0.38413324499553,0.00792842341967813,0.00105844049735935,"blue"
"5473","TRIDC2BG020110",-0.649887874356443,3.72106007807687e-07,1.02749675727629e-07,"blue"
"5474","TRIDC6AG045090",0.788408619475035,2.59311183471832e-12,5.05308695858525e-12,"turquoise"
"5475","TRIDC3BG079600",-0.237756576076119,0.111949851812335,0.0127151703162531,"grey"
"5476","TRIDC2AG048010",-0.454934688918324,0.00128601907972571,0.000191271770311683,"blue"
"5477","TRIDC6AG031860",0.281587190398958,0.0577281972608027,0.00684965047941198,"yellow"
"5478","TRIDC2AG021910",-0.645377067402264,4.86019202376247e-07,1.31058897931285e-07,"blue"
"5479","TRIDC7BG057620",0.692983139688482,2.16958647994229e-08,8.37370112616654e-09,"turquoise"
"5480","TRIDC7BG034380",0.299204198029922,0.0429781008440895,0.00519205226925088,"grey"
"5481","TRIDC3AG010610",0.414590639875983,0.0038187067727432,0.000531293257046929,"grey"
"5482","TRIDC6BG019910",-0.746043289192518,2.59563084570133e-10,2.00280311560045e-10,"blue"
"5483","TRIDC3BG078800",-0.410585368005891,0.00422161477590749,0.000583784133930714,"blue"
"5484","TRIDC1BG001810",-0.617158303438625,2.3125905924531e-06,5.40465446177891e-07,"blue"
"5485","TRIDC1AG043890",0.447515063092017,0.00158861854331093,0.000233342712283987,"turquoise"
"5486","TRIDC1AG028240",-0.459824320366552,0.00111558764196742,0.000167616843104467,"brown"
"5487","TRIDC4BG001680",0.210212820374763,0.161717641726643,0.0178548305038255,"grey"
"5488","TRIDC7BG061100",0.339495655127054,0.0204383878319695,0.00258053082943201,"black"
"5489","TRIDC5BG020720",-0.0763273028492035,0.616028440468863,0.0617183643952298,"blue"
"5490","TRIDC4BG019750",-0.0354184071501773,0.816265233929991,0.0796364957020167,"blue"
"5491","TRIDC1AG033140",0.313868840048456,0.0331665620047009,0.00406474488409951,"blue"
"5492","TRIDC1BG064940",0.746096013356727,2.58256312349867e-10,1.99593924572618e-10,"turquoise"
"5493","TRIDC1BG056860",-0.259364034222602,0.0817681630800665,0.00948648367802268,"blue"
"5494","TRIDC4AG015640",0.746409287285304,2.50618643573832e-10,1.94634437468525e-10,"turquoise"
"5495","TRIDC4AG006270",-0.234127915637547,0.117748927522618,0.0133200635336133,"grey"
"5496","TRIDC1AG051870",0.325712525776345,0.0266521985305192,0.00331434623002306,"green"
"5497","TRIDC3AG017810",0.792545211919295,1.54390717711842e-12,3.3540486521078e-12,"turquoise"
"5498","TRIDC7AG017050",0.36396784364931,0.01237213638785,0.00161033151777031,"magenta"
"5499","TRIDC2AG056300",-0.671129303178388,9.82917142013462e-08,3.16861905470319e-08,"blue"
"5500","TRIDC5AG005440",-0.634229206563704,9.20195699035648e-07,2.33042570727322e-07,"blue"
"5501","TRIDC3AG043500",0.346894047411751,0.0176350362875408,0.00224435242040126,"black"
"5502","TRIDC4BG008040",-0.46404676610967,0.000984823841346495,0.000149046258767208,"blue"
"5503","TRIDC4BG043970",0.707455340059847,7.28900018649969e-09,3.28654511819782e-09,"turquoise"
"5504","TRIDC4AG038760",0.229498584365452,0.125470177340769,0.0141267025893106,"blue"
"5505","TRIDC4AG001980",0.596768173547529,6.41415573078071e-06,1.36773023481221e-06,"turquoise"
"5506","TRIDC3AG027080",-0.110299193135657,0.46769478184691,0.0478697145382511,"blue"
"5507","TRIDC4AG012360",-0.483874821026978,0.000535115817643934,8.41403323215074e-05,"blue"
"5508","TRIDC2AG020820",0.750340600731035,1.71172327115101e-10,1.44042319867226e-10,"turquoise"
"5509","TRIDC5BG003410",-0.723418176956838,1.99016457021053e-09,1.07519552019171e-09,"blue"
"5510","TRIDC3AG042700",-0.517342449007797,0.000173014934425251,2.92007598373381e-05,"blue"
