"MM.pink"	"MM.green"	"MM.blue"	"MM.red"	"MM.turquoise"	"MM.yellow"	"MM.brown"	"MM.black"	"MM.grey"
"TRIDC7AG062610"	-0.27276445935398	-0.34663319303415	-0.461257780178808	-0.306762203899201	0.876936616599625	-0.0945800744137735	0.00454732722319965	-0.164249747944094	-0.176624774013275
"TRIDC1BG029060"	0.521964396175174	0.394221085611846	0.910622671635648	0.548021879740847	-0.493444253670789	-0.164767470459872	-0.637250565881007	-0.275296906954541	0.000777016532410802
"TRIDC2BG038480"	0.61828575486792	0.653189950357774	0.627355138243564	0.590693239723277	-0.394789653465696	-0.147164574178618	-0.537899181585083	-0.215839515530365	-0.247553949590862
"TRIDC4AG005650"	-0.109913147695384	-0.229778300607681	0.252023787284254	0.130968682586322	0.218748751651633	-0.28390843030471	-0.21232250281221	-0.332048629173959	0.0485062292268861
"TRIDC5BG027100"	0.181647182594501	-0.0805172945522464	0.65040742897881	0.0557014253929578	0.0661406685123567	-0.122868342394081	-0.445702045467405	-0.31967000198204	0.501497069648497
"TRIDC1AG050770"	0.040472351242357	-0.0452812689567105	0.24003497973601	0.0821870471702724	0.8563431821737	-0.252594791897194	-0.629562766074827	-0.477125450488961	-0.236646331893039
"TRIDC7BG039000"	-0.0199210262831807	-0.147626874988511	0.390649134123561	0.0619713090414413	0.709009570496844	-0.17549341998637	-0.583237114959168	-0.41775543991625	0.0697218134371072
"TRIDC3AG058060"	0.381163736383469	0.357443523097322	0.884947174555618	0.348403778192846	-0.288080859334882	-0.0538986895067488	-0.64271101279464	-0.292463160208721	0.243897798432857
"TRIDC5BG020210"	0.0134264399594077	-0.15088405000626	0.241818072126017	0.0746223755085175	0.726153534798137	-0.332212234165094	-0.531941642962497	-0.522705888002125	-0.0546737151288882
"TRIDC7BG030000"	0.121134107641028	0.0217030627806742	0.679284512520524	0.262663211633254	0.407789227790441	-0.294758377167957	-0.809992313505018	-0.54518465208832	-0.0292549776373319
"TRIDC3BG001160"	-0.348182616353877	-0.418222803386857	-0.586265026650082	-0.395167126696404	0.882986707915972	0.0622651438332791	0.206785579987687	-0.00626398815681329	0.000534009565113374
"TRIDC6BG064220"	-0.161970267129506	-0.203860855346857	-0.23036298965061	-0.205249973857993	-0.304533678103672	0.269210253608267	0.408942655351773	0.139609185291983	0.379409009012981
"TRIDC6AG037490"	0.371763562462246	0.432008843915719	0.747117367102471	0.753552038388735	-0.18135115454269	-0.1579407036784	-0.651074923173179	-0.291939860592993	-0.154716152037516
"TRIDC5BG038450"	0.381187881970464	0.160083461102632	0.734090921324876	0.441987759628596	-0.318150539763444	-0.0936460098395565	-0.507116994541714	-0.259740105484418	0.0401679746359071
"TRIDC3AG013350"	0.852893902769492	0.0981889016337043	0.31981441142694	0.148558857331365	-0.0324273705350664	-0.171117814511263	-0.328744960233577	-0.152688093642483	-0.0706619188292406
"TRIDC7AG015090"	0.196593621791394	0.663166925074622	0.489362312019545	0.226682167691128	-0.481286343201985	-0.0798460985017597	-0.256513732873201	0.102171278022596	0.387438015218816
"TRIDC1BG018060"	0.444630642645234	0.440297478988948	0.973695636753107	0.509270798902036	-0.405960768253185	-0.151759767520675	-0.718150122185982	-0.299774080297891	0.0606133562986223
"TRIDC1BG030650"	0.634580080702001	0.581762220556399	0.825311392775623	0.48206941141111	-0.536455480563895	0.0768638944831705	-0.545785583852466	-0.16423714032433	0.00754282818247574
"TRIDC3AG048890"	-0.158005691624474	-0.202235412305775	0.106445685263671	-0.0917184813327274	0.836305894521761	-0.191974336297803	-0.44037234815173	-0.387035116806747	0.0482877031393117
"TRIDC4BG041650"	0.161289633609059	-0.276734784764704	0.392365054397851	-0.0147506856616171	0.00524273638676198	-0.275243003401192	-0.267444686983346	-0.360337247095163	0.210969544491343
"TRIDC5AG048800"	-0.196925482919849	-0.242755490109703	-0.213263502204592	-0.11184404431506	0.835697817118187	-0.124312152282585	-0.213427057787118	-0.255331782742538	-0.235772458669715
"TRIDC2BG025170"	0.379945265477803	0.256348972298932	0.728533496064533	0.331429974685045	-0.622477213167755	-0.140837744872985	-0.367842411591887	-0.0389305951746756	0.190510410760406
"TRIDC7AG053820"	0.401182517965307	0.440929611852716	0.522823575522965	0.340777736927803	-0.714771292439786	0.517531359717627	-0.125520823380953	0.241454735295616	0.28222609201912
"TRIDC3BG031350"	0.101276507143773	-0.0157584074650421	0.484102901691391	0.186959521803605	0.695173498953907	-0.224799131252713	-0.733238759238594	-0.5264927695638	-0.0540403155074361
"TRIDC7AG030470"	0.566902413007179	0.574673417250991	0.373333090746611	0.164374977313582	-0.152139797777953	0.120454023231467	-0.288183474817892	0.305090575121085	0.0212755078252191
"TRIDC1AG045710"	-0.39592231587856	-0.488846659200975	-0.899722999195433	-0.514346294656111	0.293792344608523	0.369896613395364	0.800267763195385	0.348239523426439	0.134973227631204
"TRIDC5BG019630"	-0.177033738096976	-0.25413864905261	-0.152590020278131	-0.111390793358099	0.960478962897828	-0.205945819568555	-0.310813692922198	-0.367025410378262	-0.208309243171617
"TRIDC6AG008130"	0.29358349088758	0.232764174641587	0.904946898449082	0.425779213370431	-0.249983702955668	-0.0722417890710104	-0.640268825446596	-0.303095067443405	0.330759274934733
"TRIDC4AG051000"	-0.10315278609152	-0.169050461866915	0.111216360019114	0.00542930481871978	0.899955108832518	-0.2534632533994	-0.516122298968934	-0.455153070057703	-0.0782854361629162
"TRIDC1BG050660"	-0.276391607146457	-0.28393940964949	-0.252213839845632	-0.308806920291183	0.778871009659976	-0.0598286275661816	-0.0452208059283519	-0.181120234228691	0.403610039154167
"TRIDC4BG061850"	0.345200462471175	0.551755645154889	0.927417220542292	0.49914980091779	-0.455789350485029	-0.179434311379388	-0.705441018122255	-0.261015949065767	0.0666970482849032
"TRIDC1AG037030"	0.167234210191769	0.117099646761825	0.712027926306607	0.227663680343117	0.295972275325571	-0.194505082207016	-0.674646831769816	-0.428867655923809	0.285266934887189
"TRIDC3BG060910"	0.390409719783905	0.401826889711122	0.927667101192074	0.449935828537709	-0.0126507291879474	-0.272112613889381	-0.887908415474792	-0.442218864779202	-0.0363000961675774
"TRIDC2BG018650"	-0.0896828065298067	-0.197205913375139	-0.324024735208107	-0.209195024700987	0.493798059897615	0.446158641428179	0.117643820551263	0.327658131247524	-0.0300122600639261
"TRIDC4AG038040"	0.00831774883454408	-0.12645315207923	0.0652044170806125	0.0181187630628983	-0.752710975806258	0.0117442229918731	0.441821827847251	0.202489219290254	0.327746938192363
"TRIDC1AG011880"	0.43206278029831	0.515811036811026	0.975346273192336	0.525688552987929	-0.344335315228939	-0.16214455452935	-0.758587230329379	-0.267776488609835	0.0668057188341929
"TRIDC5AG042600"	0.594571144914196	0.364304102640979	0.932996941886429	0.486644276603082	-0.410198896454629	-0.13827626295163	-0.672472887113675	-0.293520956169492	0.061566133568153
"TRIDC7AG013280"	-0.166121839058328	-0.270948395153872	-0.0449965888696253	-0.171636849090625	0.822223973135174	-0.179963876245367	-0.350996427093962	-0.356473966793317	-0.165984037114297
"TRIDC5AG075140"	0.206879059556604	0.247000276179145	0.684409910851309	0.346846359219233	0.450861945840057	-0.318684459250252	-0.841536710998869	-0.498780891003507	-0.196251913870833
"TRIDC3AG009920"	0.48251879225799	0.624511601770223	0.820994818815397	0.576866149025784	-0.556195158253307	-0.0563519754777993	-0.531857158844684	-0.130654200198338	0.0521116728325862
"TRIDC4AG017560"	0.340528287304501	0.647676780100362	0.704864343335666	0.758474295212544	-0.317750246528299	-0.0865716106525286	-0.579688675992222	-0.174990373037084	-0.106850660920065
"TRIDC1BG062900"	0.525585411105305	0.48192798388179	0.969762418322822	0.571563908248638	-0.367218317622948	-0.184956447576911	-0.750170280595634	-0.333398295891893	0.0528650585042298
"TRIDC3BG042880"	0.251794843922477	0.276909779710058	0.938667044281077	0.482882826309203	-0.0687027802996817	-0.186750861423184	-0.788396576299407	-0.414748795719397	0.143434803965145
"TRIDC2AG013500"	-0.0817818843012252	-0.083479588478541	0.116268688284195	-0.0135872088136443	0.91070072754866	-0.258841562138936	-0.537596311621453	-0.421643909756353	-0.146061257256655
"TRIDC3BG053590"	-0.00359906488598221	0.218375892357662	0.507419244660555	0.260884334735537	0.399053100269663	-0.408901081453103	-0.792799943704795	-0.501154667809634	-0.210731176745969
"TRIDC6AG008610"	-0.170410636745056	-0.20828538636792	0.0351291504347043	-0.0552288946377932	0.914606000900597	-0.231191751722873	-0.470784915921718	-0.42277386541152	-0.131415905643915
"TRIDC2AG000700"	-0.113640956361256	-0.265080684830581	-0.221438764986368	-0.200222418381747	0.927508550358591	-0.190754123456563	-0.224665392647693	-0.281992729126605	-0.151590878164716
"TRIDC1BG019270"	0.543895997412577	0.464117713731004	0.854150329977369	0.519470367496442	-0.580047054250491	0.131188582236239	-0.509643191167015	-0.092385911979262	0.14634210964532
"TRIDC1AG016370"	0.204113475633134	-0.0254982787888754	0.604363619769904	0.343392999470895	0.499187104642313	-0.197800733912287	-0.708868253999315	-0.512016639993536	-0.0203796813688039
"TRIDC1BG007830"	0.311339879932946	0.342788718291086	0.747861659662024	0.38922136778942	0.370454540340708	-0.301655595384845	-0.906943985974259	-0.527382334120096	-0.25447764970274
"TRIDC4BG009170"	0.269313430297288	0.466794801036423	0.593091387892741	0.405209742563412	-0.62542890662729	0.0732403288159166	-0.355519556276176	0.125945242209026	-0.1013777511341
"TRIDC4BG054990"	0.140046838494392	0.213559956857443	0.328876934881359	0.269855807305916	0.455241261858547	0.325194908504831	-0.501299452638949	-0.237265330997527	0.17241296058827
"TRIDC7AG054780"	0.119933175471417	0.728540367031659	0.543966788427925	0.395528045153482	-0.283144656595542	0.0112719150391526	-0.445260445364875	0.252080561570943	0.080932498543115
"TRIDC4AG036220"	0.1641151198507	0.0500476499900418	0.59171388779089	0.0189997333144756	-0.0337611708478804	-0.192594273409228	-0.446221336132878	-0.273950839983076	0.532867757772761
"TRIDC2BG041720"	-0.228498879203962	-0.287309861150646	-0.24668555619472	-0.22027858453996	0.977221504780105	-0.142617920183774	-0.228057673891259	-0.297115030372181	-0.150304339106382
"TRIDC5BG029120"	0.385032845637051	0.407292509514917	0.961848193946716	0.560555588197311	-0.27490018462329	-0.144881364599846	-0.722239010379991	-0.290892837513528	0.0890214793992989
"TRIDC5AG047160"	0.558734725924462	0.505447518263077	0.752257877487369	0.43760322399456	-0.590140432068019	-0.100722266507122	-0.453197650322823	-0.196764014202488	-0.0594051195205811
"TRIDC5AG075700"	0.495649295868586	0.446340510633488	0.57833637637823	0.542623044116871	0.114170949753309	-0.180482299875157	-0.674529538279077	-0.339089322713404	-0.343774990826889
"TRIDC4AG050130"	0.252066103514952	-0.0983707488410044	0.233717092927612	0.14101136361326	0.723412110638849	-0.191752152156906	-0.532936705880936	-0.381777606694015	-0.134324530789261
"TRIDC6BG043360"	-0.217876950151031	-0.222465527536477	-0.218272001596586	-0.139446149012079	0.959311918606908	-0.213530704824113	-0.282897313113898	-0.355218416194935	-0.252174106620763
"TRIDC7BG021950"	0.355323194730988	0.385859796690904	0.980886500949683	0.505908310553839	-0.31731230175825	-0.161167072704939	-0.749929219105243	-0.330643084242711	0.0934568173958842
"TRIDC1AG025970"	0.394662637020136	0.224395493607226	0.872346509596229	0.380214676516915	-0.443489232797454	-0.129953674213536	-0.558962465437075	-0.271708650871897	0.16843271281758
"TRIDC2BG077990"	0.470128260272052	0.503594456621428	0.855613798127698	0.478827626025845	-0.438255931487815	-0.0536365060521088	-0.605449234803699	-0.205605536185688	0.20500781800056
"TRIDC6BG071190"	0.259803120733045	0.266556450694157	0.917261954765772	0.437275930087472	-0.405104882893724	-0.151508901484804	-0.588598356316773	-0.2310624135557	0.202751541539408
"TRIDC4BG015550"	-0.105094940645044	-0.19073733120017	-0.0675907960340783	-0.0254478581966919	0.941068668818511	-0.122354745803081	-0.355207962937672	-0.352766208463684	-0.12219250831092
"TRIDC6AG042860"	0.524128945176434	0.459753307773147	0.947027459809664	0.519681699334259	-0.48589087253328	-0.172133796745428	-0.684581049836275	-0.27964603073864	0.0190614891510591
"TRIDC2BG010580"	0.330891025341053	0.453171637234326	0.767997355171404	0.377729020498224	-0.190442998346656	0.0223439960174112	-0.674144200201241	-0.292178649078913	-0.0268311044557333
"TRIDC4BG062050"	0.395801187400347	0.444887476908472	0.935441044743329	0.484113309668826	-0.109865301299623	-0.221723647592148	-0.804197426830623	-0.374023553065357	0.175308268654053
"TRIDC5BG036650"	-0.0220429518258105	-0.00342799970305168	-0.173439464262124	-0.0562966261401323	-0.296098962361454	0.786167403812663	0.263951604905662	0.186193001804044	0.172917582891495
"TRIDC2BG019320"	0.480887795061947	0.687776074264167	0.685253631253085	0.530382234922925	-0.407076836980734	-0.142009268589769	-0.586459048387533	-0.180105008891546	-0.35262010169834
"TRIDC1AG025760"	0.303912383418543	0.394309327653213	0.746774846241897	0.577335506586369	0.182606929049269	-0.13880975124348	-0.827730783931583	-0.468897073447346	-0.183784275259401
"TRIDC2BG055190"	-0.100400903968352	-0.0221377924069879	0.0880221286345965	-0.10770186485665	0.721887543940472	-0.173808417344107	-0.43182248883604	-0.343335166994776	-0.0828039587856283
"TRIDC1BG063530"	-0.285152968614575	-0.302055744334044	-0.136988211156527	-0.261320682382792	0.874303353721045	-0.192497546789361	-0.235977532412357	-0.22964474074125	0.04093591769347
"TRIDC3BG047490"	0.750380751571791	0.621778264494773	0.52346755266366	0.310816565864771	-0.375859355569866	0.26603517579402	-0.351021891507734	0.0832534239969591	0.10632495978266
"TRIDC2AG069060"	-0.288500644926549	-0.358935191816459	-0.529794422988273	-0.329047961532064	0.911519280181436	0.0646289736760913	0.0727434476143192	-0.0419092763462672	-0.140821291608616
"TRIDC2BG025450"	0.456300311534418	0.574388950456435	0.944557679664048	0.600257512878816	-0.3278755616324	-0.204097185707706	-0.797212510871986	-0.334936639523139	-0.130580976136245
"TRIDC5BG068870"	0.0375994042568162	-0.0580942919272178	0.587913758880568	0.251234967171868	0.562870032780109	-0.248028873840846	-0.729474712872411	-0.522631511236591	0.0554588189747366
"TRIDC4AG042450"	0.0370643518635436	0.090409062049027	0.420049955220646	-0.0809138306480742	-0.0242179672297149	-0.0939216760103786	-0.331210061731612	-0.160768564041409	0.652472427408782
"TRIDC1AG002520"	0.472057311986865	0.467591891793234	0.865109240305363	0.4482668889069	-0.625133729219249	-0.145199312210376	-0.527440403247756	-0.164036119927029	0.105522481068965
"TRIDC2AG071050"	-0.388366393612263	-0.470090812864404	-0.852032701545345	-0.495036276437459	0.522886312598386	0.278695135882178	0.629880508775343	0.360237041633535	0.0673643836933139
"TRIDC4BG016820"	0.221069745323338	0.120679425448442	0.68076235157795	0.376488395064747	-0.393832536549824	-0.222739899740541	-0.50893898964164	-0.291548244093961	-0.170935409541627
"TRIDC3BG028410"	-0.193364913036554	-0.322716775011774	-0.1059189263383	-0.207986278569545	0.936037728533094	-0.13669812929772	-0.290052326940186	-0.33450654044666	0.00250024849986898
"TRIDC2AG064690"	0.360078351611974	0.382211673341666	0.66046071202337	0.868983181172256	-0.316974217273399	-0.100529106519845	-0.498108014422137	-0.201613256956385	-0.0949894032847148
"TRIDC2BG045110"	-0.0210309752242103	-0.160493655414171	0.0242989554232074	0.0453336828347509	0.513066700777924	-0.113211086935447	-0.247238395257962	-0.267037766313968	-0.127880382634974
"TRIDC1BG069870"	-0.330664405457549	-0.41902668457842	-0.599034130884184	-0.379036388847402	0.90965596242478	-0.0390427400135747	0.161171017250396	-0.0683197071072002	-0.131601921565114
"TRIDC7AG013150"	0.230362019171024	0.464003062271468	0.269977477690513	0.611485020795593	-0.737433215206842	-0.0252653120522892	0.0415940322957543	0.117423433515805	-0.238116522077893
"TRIDC5BG020120"	0.370650877472523	0.355716629111361	0.982962663937726	0.475573434763036	-0.206187655506381	-0.233046955188787	-0.820260373088032	-0.405708508981317	-0.0145119948594187
"TRIDC5BG034720"	0.520785944423792	0.508761831215427	0.850678050202596	0.501787081880304	-0.177047420816703	-0.152756885028193	-0.69950558502282	-0.302457459740125	0.153813948154351
"TRIDC3AG013290"	-0.153031918815099	-0.291618883564842	-0.181984842107874	-0.124451357947619	0.937004420706655	-0.150641020747602	-0.299452333563748	-0.346736733976824	-0.259092779078217
"TRIDC3BG017840"	0.370632713913243	0.343883327035486	0.376135960382226	0.393649548598739	-0.819940207619502	0.363622409050979	0.0196212437322853	0.232462990683176	0.0785338142215386
"TRIDC1AG034650"	0.364549733014456	0.210699978694226	0.458596908369235	0.430129920330652	-0.637348834466872	-0.147032029319141	-0.17765787803132	-0.107315377166047	-0.224858635467531
"TRIDC2BG054820"	0.143975079651823	0.0585987231327885	0.0615410193509002	0.116516309957919	0.778748169977718	-0.18225849933061	-0.461131358980081	-0.35135395869807	-0.251379052970201
"TRIDC7BG030050"	0.486977759432397	0.427802582540852	0.976968440513642	0.52017429133837	-0.174600688176588	-0.225970983261991	-0.840625888977305	-0.41403573409433	-0.00339721705166856
"TRIDC5AG022970"	0.264053462782011	0.275259406687907	0.846105876599145	0.207486571469314	-0.383735935077231	-0.156485298312147	-0.6114990282092	-0.261311348363591	0.225276143472944
"TRIDC5AG052210"	0.165000992588613	0.276997844859994	0.625516521112837	0.222328175139599	-0.0158180979310316	0.0320206736155785	-0.491456252872005	0.0411318703931367	0.28657657644903
"TRIDC7BG034300"	0.157546406368224	0.366044032726996	0.608654955879891	0.319929058248468	-0.385036081558769	-0.135617537203265	-0.297031105532822	-0.124423694239024	0.262088571807271
"TRIDC1AG040860"	0.595377564479486	0.311321877451687	0.638037426243916	0.325986691860014	-0.693256923266229	0.235345903808578	-0.235529113619597	0.0126398864647672	0.220841836223825
"TRIDC3AG009800"	0.521722386783103	0.414097007014015	0.895871800373945	0.463601601726997	-0.28016082361894	-0.056692545747755	-0.676688484710862	-0.237554336856782	0.0322251168828075
"TRIDC5AG034980"	0.811924069331136	0.0394779226067835	0.260871562567963	0.351913915344619	0.119587547668633	0.123593859226221	-0.30361205965273	-0.174834961360855	-0.129854078546922
"TRIDC1AG061860"	0.379175144927321	0.417138816235235	0.952270999601494	0.549984504115544	-0.0995740310072189	-0.133045057805042	-0.800252299848531	-0.364150050220438	0.0897679595443491
"TRIDC1AG053110"	0.181686240489112	-0.0940716512145988	0.233936928275758	-0.027158419064072	0.329814551753606	-0.231480281871479	-0.23579176215929	-0.105466245067747	0.342896747105275
"TRIDC4BG054280"	0.282816748011556	0.349659012101642	0.898284228191537	0.397403326994459	0.15851343404785	-0.27079178240352	-0.917164292001306	-0.497857635275028	0.00871615823582244
"TRIDC6BG042630"	-0.0311498337965559	-0.0448749502389255	0.23762833771542	0.0700638942334096	0.869554985117357	-0.264964927481557	-0.637002545759927	-0.485729406191404	-0.247748093676849
"TRIDC7BG002860"	-0.00303790140914274	-0.0727847828155825	0.112250662173071	0.0468246848884129	0.89298343408265	-0.22192454058102	-0.553007496301496	-0.452264515245732	-0.219661960258482
"TRIDC4AG000220"	0.440549885980592	0.475595963856537	0.863218424914723	0.457322994426276	-0.574677060676171	-0.137472263526791	-0.554190318128022	-0.124377203102111	-0.019987811770972
"TRIDC3AG031380"	0.548688119525488	0.635909723804872	0.899370905577787	0.65399163368713	-0.31409015590451	-0.15174188439339	-0.769276104007491	-0.301885414462993	-0.141393059594153
"TRIDC2AG064010"	-0.325783086020353	-0.327209160819473	0.0734899400222636	-0.207148944402303	-0.0811747287098536	-0.337227544767943	0.1189679613886	-0.206946017512759	0.340186234042967
"TRIDC5AG077750"	-0.275759169652586	-0.359046899824351	-0.466479666912771	-0.303617601215937	0.915812672290435	-0.119451630061075	-0.0152601985981918	-0.198240868295714	-0.199571248562224
"TRIDC7BG034430"	0.410541392362516	0.410462201734648	0.936468264408889	0.559031826139643	-0.296172022155978	-0.248695439690865	-0.798965241384741	-0.392142227889599	-0.136913061265872
"TRIDC4AG010770"	-0.0194782841637533	0.29494895921285	0.0663200257026993	0.1617254311993	-0.725343248197692	0.168238971890948	0.283935252295183	0.427998198604692	0.100660214596209
"TRIDC4BG050310"	-0.27835619849582	-0.36217738384901	-0.465131254075195	-0.30364568831039	0.912291321185708	-0.10320303534765	-0.00670671436110433	-0.182029812708246	-0.161366956895448
"TRIDC4AG012850"	0.344682046798552	0.535442554212761	0.9086631474656	0.556279492352936	-0.100816058197154	-0.260732874174645	-0.887774374318555	-0.401884936259422	-0.137849393807858
"TRIDC7BG006090"	0.245979534853656	0.230620724353218	0.922082839519564	0.381487233143112	0.0342804868239892	-0.288397140501299	-0.858472193146113	-0.486179416241918	0.027585498977097
"TRIDC7BG045670"	-0.306326587403008	-0.412811127234181	-0.59975220023152	-0.366944481629689	0.895837634810863	0.0868890579962615	0.149676199090268	-0.0565916838121505	-0.137318580745365
"TRIDC4AG001210"	-0.194636519912987	-0.171479662369792	0.139367492289754	-0.137547696275368	0.501710285873267	-0.150852174795161	-0.266341231745359	-0.210652387655348	0.375856114330191
"TRIDC2AG020340"	0.0721535093666245	0.364134478666764	0.368780294216085	0.770158790044547	0.122708064377715	-0.081921649027521	-0.451872853616523	-0.219947102532642	-0.258627152927003
"TRIDC6BG059760"	0.193715991718464	0.372859424487529	0.575636005743598	0.287167155967808	-0.592390439042837	-0.176205354233118	-0.348693387657192	-0.0318553145110788	-0.143891892626238
"TRIDC5BG063500"	-0.410854184999585	-0.476631194763528	-0.820694196692731	-0.500511770857214	0.455873242594549	-0.0648984116117921	0.585596187308926	0.0435401621805379	-0.0846803444657841
"TRIDC6BG016250"	-0.0368042946990183	-0.000435087525489998	0.43660866527893	0.00254192011580259	0.539615807566976	-0.28713282599386	-0.689650862657106	-0.454602915142344	-0.0324080009716835
"TRIDC2BG027600"	-0.213266086902388	-0.246184701050007	-0.23156796283034	-0.166921543071085	0.786752599117401	-0.284629917492562	-0.252944267194159	-0.336583723547829	-0.318973974646697
"TRIDC2AG066900"	0.134708300848322	0.618170875046919	0.658202378462603	0.546075099123509	-0.303089606516105	-0.22313743461027	-0.636472663616182	-0.240659272414204	-0.384284932313766
"TRIDC4AG050700"	0.246382978363221	0.304518010809411	0.446241152817783	0.626945605523795	0.437880869029611	-0.171053083535573	-0.617834929107551	-0.373762789821395	-0.110697074658017
"TRIDC2AG012560"	0.675234355347055	0.493669993859476	0.86582762141862	0.549163744206722	-0.487571955933468	-0.15738971206672	-0.644949160558487	-0.227050087232289	-0.106404037973971
"TRIDC7AG021090"	0.536822878342064	0.558405271344333	0.916113847748864	0.556533689087683	-0.502317728967645	-0.067776686449772	-0.629891103861804	-0.207101758472584	0.0520848546677824
"TRIDC4AG003190"	-0.355246935307029	-0.43546158798917	-0.706498973328888	-0.432891284441242	0.788873854074097	0.130281496949069	0.333161917776156	0.097278548006215	-0.0755735298792878
"TRIDC6BG061480"	-0.280641808656912	-0.316738494365433	-0.729336266093626	-0.40854332377953	-0.0231281167161737	0.491128948258263	0.720010248163619	0.652032625246404	0.1816924803396
"TRIDC3BG035420"	0.392903216613225	0.562486422955766	0.65829061815208	0.3332200733693	-0.656657845415612	0.0153904119165992	-0.352654795819687	0.136339656108014	0.133987743706224
"TRIDC5BG061870"	-0.168871010751233	-0.15435132982231	-0.0270144592931321	-0.0662351785163534	0.883908637926258	-0.254550750892482	-0.461495346123887	-0.401323523793379	-0.260352383987952
"TRIDC7AG039540"	0.0735779597633412	0.327773853281475	-0.143715668517147	0.0441873070439632	-0.758604619459559	0.45517468961137	0.507740242121112	0.703486101564561	0.198879627590132
"TRIDC1BG004530"	-0.220861725978706	-0.201472729697655	-0.288584279228434	-0.187757204675689	0.869324522782742	-0.153190763736974	-0.214980473074531	-0.248438330749292	-0.293208394216536
"TRIDC3BG022990"	0.546116112459144	0.520249953232488	0.792781321864368	0.544646155770709	-0.629998161025359	-0.173671850748118	-0.478459186697865	-0.130744937592504	0.0279761691808218
"TRIDC2BG031240"	0.333869388228074	0.42200924243215	0.891146584884283	0.480742753176061	-0.541303098508238	-0.207142555285105	-0.609672372461906	-0.226699494202916	0.027411257958867
"TRIDC3AG014110"	-0.0594505221337122	0.298415064104051	-0.371609113119793	-0.0561945362357843	-0.366274636806406	0.778119776195697	0.464730661727524	0.593384382264522	0.057636484945034
"TRIDC4AG041040"	0.464135031270379	0.295083799352286	0.815079647815359	0.444174370770276	-0.478237980021576	0.111661956721062	-0.511622407915454	-0.176657498379751	0.236624485522392
"TRIDC2BG052800"	-0.0899428095231539	-0.180228921227982	0.203703394445317	0.0431421222952896	0.805621806173831	-0.173824087164368	-0.496728601797514	-0.41490635562441	0.000248332369302246
"TRIDC2AG057530"	-0.0125950457798338	-0.0937065055086423	0.184506041603999	0.0517061909018283	0.867800782537376	-0.213052286010618	-0.596346182264142	-0.49820484920275	-0.221256361340087
"TRIDC4BG024520"	-0.0502436764507131	-0.0684552945306437	0.19401966969442	0.0597368631543001	0.869183617231525	-0.236122918514397	-0.564277813920166	-0.443949828061093	-0.147475099834317
"TRIDC2AG043540"	-0.0725584239211508	-0.164689973458158	0.143167432166368	0.0370539602198013	0.897725747963458	-0.179685139909746	-0.510477979530709	-0.441418860298195	-0.0911291143976194
"TRIDC4AG036310"	-0.345037786791432	-0.447348254145692	-0.661823538417605	-0.401286430530815	0.813560589818275	0.0377907650998031	0.280923593177578	-0.0102134257474391	-0.0791544525534881
"TRIDC3BG009780"	0.573518275738539	0.473533464163608	0.886991569753768	0.629398346756906	-0.373506584349206	-0.0933318693165857	-0.670703718381498	-0.274729896634297	-0.140079125092523
"TRIDC7AG034030"	0.0362953312831184	0.566125146911322	0.538705259438418	0.38114633620123	-0.193406932327954	-0.193373887575902	-0.511598959438092	0.0453699705425701	-0.21237598168334
"TRIDC2BG028210"	0.0532323837769486	0.16902669082146	0.180316974388716	0.28665772885315	0.516138010233274	-0.113357447734402	-0.483413900167184	-0.296458744690986	-0.345693111788957
"TRIDC7AG032640"	0.32749375324019	0.533011633571363	0.81399572170033	0.6871463024711	-0.460189685041528	-0.11850689640688	-0.571978064595717	-0.239974559734238	-0.0472518256690219
"TRIDC5BG029260"	0.507137184667808	0.257726290721783	0.8001324637732	0.463174898631469	-0.502937716263186	0.203868007814606	-0.455757510106331	-0.134970412708455	0.206573091399991
"TRIDC4BG040440"	0.25852289734195	0.284929246152649	0.92363759006546	0.434534295800478	-0.139480990227633	-0.275939756522229	-0.774688416700056	-0.347678415980664	0.0987981537325012
"TRIDC5BG021650"	0.299379489461873	0.296797541963065	0.95453445786981	0.492782297921535	-0.043565867204233	-0.219090977695776	-0.832903113057684	-0.448617078409824	0.0883291282685118
"TRIDC1BG018070"	0.353194845989106	0.333388375481866	0.880510342535369	0.379441976058324	-0.575571299939886	-0.132235065853025	-0.501970363639624	-0.218684368141427	0.226492865114019
"TRIDC1BG037530"	-0.343329247268556	-0.428333846489975	-0.658784608673662	-0.37124347103116	0.816681754621454	-0.00615397854822815	0.277057624819767	-0.00326270286105929	-0.106218117010728
"TRIDC5BG084200"	-0.384083858498359	-0.481681879791293	-0.754887983370444	-0.452074378554526	0.753820291946114	0.150216857253223	0.411401773127637	0.0733107923633592	-0.0249897931165981
"TRIDC7BG035140"	0.317400164928719	0.388731131614847	0.795475429399293	0.569647944867098	-0.487824958981812	-0.176737448530068	-0.628157605713029	-0.258856516475938	-0.19734946638793
"TRIDC3BG045390"	-0.308690465116931	-0.408321863461652	-0.541442976526041	-0.336431143435847	0.90990058518565	-0.0961509559876484	0.113274387312006	-0.143366568738211	-0.141300640646862
"TRIDC7BG011930"	-0.132906020215571	-0.170600851307755	0.165685069732499	0.072172303153346	0.811338142188067	-0.311928366181034	-0.553107342749343	-0.500514187641349	-0.198627110833264
"TRIDC1AG054100"	-0.371765121898269	-0.427799044867326	-0.890396726244009	-0.51005010055082	0.0227905696143484	0.217704177106726	0.90977353489592	0.554493372643247	0.14596285338347
