"MM.pink"	"MM.green"	"MM.blue"	"MM.red"	"MM.turquoise"	"MM.yellow"	"MM.brown"	"MM.black"	"MM.grey"
"TRIDC5BG035690"	0.167014463555415	0.0288679806138516	0.633878238144665	0.0233852814696637	0.0318029608182176	-0.124434099023638	-0.513733476938559	-0.294987516328641	0.350786649373825
"TRIDC7BG073240"	0.12642851212645	0.0511825392093173	0.286212362447047	0.207783641489605	0.701590843021861	-0.2952496824858	-0.714735521507572	-0.507521109117182	-0.376620601161622
"TRIDC3BG041880"	0.228763762724174	0.357739954442324	0.737566630236762	0.464489448725927	-0.109532056626235	-0.300213937842585	-0.756698780718254	-0.370223378492307	-0.214305043464807
"TRIDC3AG074310"	0.442031149574156	0.448158115134809	0.923350508775408	0.517628010586011	-0.351793225182479	-0.2026797492843	-0.725765620424633	-0.306150757940583	-0.0390223788449719
"TRIDC5AG068830"	-0.287224542475799	-0.329381066624654	-0.395392490099541	-0.269326362050328	0.902273326240589	-0.181909906933642	-0.118589510411622	-0.272808735870983	-0.252362299856321
"TRIDC3AG026770"	-0.353450018767804	-0.307728484246012	-0.405474792038766	-0.239144149508593	0.797550043159482	-0.304757883934885	-0.0634245096582763	-0.26534760998888	-0.272513971180108
"TRIDC2AG042920"	-0.239909247865996	-0.28642911274555	-0.293977644192859	-0.223811136825175	0.935224675529195	-0.164745129331765	-0.21632670688077	-0.293549409458775	-0.234104073029758
"TRIDC6BG048030"	-0.366282284037294	-0.451189586602136	-0.532599483491555	-0.345951823353252	0.737819840710399	-0.227056740667849	0.117133253749357	-0.262557081179903	-0.203333065476328
"TRIDC6AG039020"	0.190682612277142	0.805986599700104	0.124632008357704	0.36256637439275	-0.548686736201975	0.193550062991198	0.0837858821197845	0.33156308644562	-0.039205840184476
"TRIDC7AG065720"	0.527097713586207	0.57190880328361	0.839152726173732	0.526238687229908	-0.657734866351621	0.000559892418910428	-0.504178620709562	-0.134647777612028	0.112406353146031
"TRIDC2AG037440"	0.54424372967346	0.357204264449412	0.826999378369309	0.586809349096429	-0.596848240948154	-0.136188575745546	-0.490446334850726	-0.180478770886691	0.00845690368022681
"TRIDC2BG040710"	0.180202281123212	0.232368195580263	0.727918655832142	0.475542410328324	0.156295429919035	-0.348816954479999	-0.841668037265306	-0.506703307171682	-0.251992065665733
"TRIDC5BG065490"	0.691912841411531	0.293056345440402	0.74130539465383	0.611820711859099	-0.398862171076642	-0.109293370478548	-0.518140179792395	-0.23002243087518	-0.0501444169606945
"TRIDC5BG052920"	-0.261923289935809	-0.285771874076039	-0.169918669395943	-0.176743759615397	0.795260719166597	-0.148318362515708	-0.272117701251186	-0.332562505075534	-0.141044415826615
"TRIDC4AG038540"	-0.073055151704302	0.0546456241485902	0.392308449529677	-0.11997553435343	0.103082430393001	-0.103353149906528	-0.337961488374169	-0.182816971787185	0.531429390928853
"TRIDC6BG067850"	-0.265624677632937	-0.303427278576185	-0.477421584324906	-0.324398167556251	0.658933075299303	-0.0639349811858875	0.118391215379496	0.0247175003507883	-0.134207782264854
"TRIDC6AG055520"	0.0403533728306624	0.069050863996367	0.342185856029293	0.106047303449095	0.592576649142659	-0.279650539417754	-0.697541647244224	-0.335455267625296	-0.189511869980513
"TRIDC2BG045140"	0.37841906510874	0.383040417308566	0.65813747441538	0.221808545645925	-0.672038225680172	-0.0738796995715239	-0.281309446604377	0.0129141175468036	0.307360482291501
"TRIDC1BG062180"	0.302774628795695	0.347335789229944	0.965466067722162	0.486328463960867	-0.161717019482424	-0.255770917620223	-0.836923053374896	-0.44033165156422	0.0535679499717169
"TRIDC3AG024350"	0.16266926860693	0.37531255887202	0.671280278769757	0.212668917101899	-0.0408018276257062	-0.125330691497522	-0.54648329742543	-0.253744013171648	0.438563039743516
"TRIDC7BG026840"	0.344586645553409	0.615157220879637	0.828691799138335	0.602091944511718	-0.222746688172181	-0.222972459788844	-0.784368224961288	-0.31194945101823	-0.276007220991847
"TRIDC3BG053370"	0.443957460675291	0.45896391886707	0.941619688406279	0.536663775888588	-0.332083331105232	-0.183055303477276	-0.723796118200051	-0.322351651302103	0.0759647443091097
"TRIDC7BG015290"	0.327159777744859	0.25771931410641	0.830709865094612	0.260114317682026	-0.282757544310939	-0.160504459083737	-0.617986019257432	-0.308821003688417	0.424739058258924
"TRIDC3BG059300"	-0.272442421316699	-0.325586833351484	-0.357352058136038	-0.207076222722082	0.876796215719866	-0.252841665251942	-0.150229994716537	-0.340866872621929	-0.291130371004578
"TRIDC5BG075080"	-0.312115823167762	-0.368077596402053	-0.755357436837795	-0.437589146294117	-0.20298610253407	0.105693898145579	0.890620731538577	0.327613347677329	0.13476162502858
"TRIDC2BG039580"	-0.048561318860384	0.00755366146557585	0.228655188450771	0.113243306099098	0.709879792676503	-0.244605955511165	-0.596332569099553	-0.43385209637085	-0.250530717227892
"TRIDC7AG043680"	0.574385657768879	0.547094854888644	0.75524023207317	0.472114140468136	-0.713128497921284	0.0250440522438268	-0.421123908967783	-0.0168826681458098	-0.0286557900391655
"TRIDC4BG028430"	0.145383851088296	0.35100481840385	0.802654428727924	0.387993638096527	-0.0991794781372511	-0.320827115448167	-0.815463012422744	-0.42087924448438	-0.194883014774742
"TRIDC2BG039030"	0.0375185012871832	0.0230592835928152	0.391288558240223	0.21128054689383	0.562086114543859	-0.390318343525174	-0.746571962428819	-0.567778666373957	-0.351220257829281
"TRIDC4BG015120"	-0.222811191195124	-0.189577448417935	-0.410084186057847	-0.266585863895297	0.564144375202121	-0.0589042430514073	0.0530313337843055	0.0021489853790898	-0.222905713152502
"TRIDC4AG027150"	0.406153177680366	0.553153154363228	0.917298526087521	0.535213567604836	-0.486151562264894	-0.0599950633352114	-0.654970608714163	-0.216505602097101	-0.0319394637073803
"TRIDC2AG019600"	-0.320431731000363	-0.388215491032691	-0.587612901173366	-0.37141334093909	0.70682762165918	-0.0965524808909879	0.246379921858561	0.135106047042224	-0.0366127576928549
"TRIDC7AG052730"	0.0564462623092444	-0.219296006376396	0.0239315682090516	-0.00848198283954221	0.865212265547835	-0.213267154597212	-0.431675534831559	-0.405232523242475	-0.273814187345268
"TRIDC6AG024880"	0.208901413237679	0.380407482814964	0.782201797477227	0.387166927751038	-0.25130152618834	-0.372437453475335	-0.748147354636696	-0.38673042586956	-0.231229379483337
"TRIDC2BG032790"	0.498934610451502	0.574955413136414	0.904203620495392	0.573671274383305	-0.282308139931105	-0.181442008606894	-0.760619545552388	-0.303334209551969	-0.0956103004335741
"TRIDC3AG022070"	-0.238740071238312	-0.30821890901369	-0.13802450404222	-0.189640054355823	0.896422811168705	-0.252401173116803	-0.338003383976726	-0.409073387488858	-0.192521569552012
"TRIDC7AG073560"	0.111299419198261	-0.0435637940162823	0.273934964717709	0.0977365246675307	-0.813297633378023	-0.072495774791061	0.232879142813032	0.055062044050316	0.269629173535311
"TRIDC7BG025210"	0.44349738844526	0.576491427158385	0.864720632544476	0.448619483951016	-0.625115652885216	-0.0440422273075686	-0.551383017436429	-0.136628281596863	0.0737004149730178
"TRIDC5AG077090"	-0.405746569289305	-0.49517113972065	-0.898524628563698	-0.537757899212694	0.164684460930983	0.0545958116324658	0.824576436940971	0.158361106163229	0.0609455175347019
"TRIDC6AG010890"	-0.284861385149299	-0.320071552343926	-0.593821149956669	-0.360780994972942	-0.257398746845584	-0.0798676685631332	0.695232998665087	0.317605852401662	0.074704817155706
"TRIDC3BG026230"	0.484419475453273	0.409879580503965	0.772770580975407	0.460187568473695	-0.571341310006895	-0.165015484341522	-0.522468512777985	-0.21319917760715	-0.0992977802578173
"TRIDC5AG057060"	0.513139226769436	0.0572716027118937	0.534625076668069	0.296209723345342	-0.190897415026637	-0.0853134817867643	-0.380853608687996	-0.202203205387431	-0.0516106059193722
"TRIDC3BG040330"	-0.163832689546517	-0.0290152874046605	0.0205231507942076	-0.057850983790526	0.646760969355101	-0.335335291946265	-0.450468779025125	-0.362429371585548	-0.252621315187311
"TRIDC4AG038880"	0.249865884321405	0.391719609736268	0.796288586491526	0.28588342116829	-0.538852879886537	-0.098041244156811	-0.46118653387004	-0.052965212985837	0.374687265557166
"TRIDC6AG038200"	-0.35904115099653	-0.368654914285878	-0.705803497576939	-0.430696793932206	0.665777292537318	-0.0698005066651176	0.400603004004228	0.134010756449508	-0.0905044396913799
"TRIDC1AG037640"	-0.352195726214077	-0.43339663130582	-0.614156844150868	-0.402680395417249	0.811155358445071	-0.167918219228137	0.167845547205043	-0.123694732048777	-0.177094425103156
"TRIDC2BG048280"	0.327091968046833	0.355959106136691	0.739920583867867	0.533948389663993	-0.523346598809777	-0.234392763342353	-0.552259675559715	-0.204874683760878	-0.215344476353526
"TRIDC7AG047050"	0.61129166859765	0.38936180584131	0.926323809190417	0.566909791399351	-0.159189622231917	-0.172693462383264	-0.810728721071618	-0.406468336217236	-0.102149944997496
"TRIDC2BG038440"	0.603425253637877	0.578792836653931	0.88580669554198	0.488311373247354	-0.530145567366126	-0.0819555532789056	-0.60229856443347	-0.165499582201273	0.0429297634964878
"TRIDC4AG012650"	-0.395919100090161	-0.402831987093262	-0.431271232460547	-0.287661761842169	0.791494755673532	-0.212132528916986	-0.0196964694478185	-0.337717724070097	-0.150792361499053
"TRIDC4BG052850"	-0.0496715157962687	-0.10610211153047	-0.113141296079029	-0.131596872230562	0.746079319500153	-0.178316085495219	-0.303567504450158	-0.306938187624671	-0.260987645213564
"TRIDC3BG035000"	0.122524011781437	-0.14316695578418	0.33108635813406	-0.0323089740143266	-0.616656924854617	0.0088332421867199	0.101324313432416	0.0565719231693455	0.469266308509119
"TRIDC4BG060740"	-0.0681402206917813	0.11992517639703	0.101729645928296	0.106293944593494	-0.635208892599484	0.152199244903064	0.146315933756962	0.20206644159051	-0.0354447310902977
"TRIDC2AG066330"	-0.0257590667147139	0.0550175046986872	0.391926125060213	0.265093946259914	0.181282731876836	-0.4762201441723	-0.636510145100601	-0.553593471893061	-0.392338877773861
"TRIDC1AG044300"	-0.354219409932639	-0.412509885339872	-0.82653452395046	-0.488093300465034	-0.110576785032887	0.0830749741199088	0.936389241309957	0.35394220430199	0.123958898525322
"TRIDC2BG082450"	-0.097979052303532	-0.16452152164658	-0.00898262548767431	-0.107815673680413	0.937764895618507	-0.213540344035035	-0.433029943931725	-0.404475226891736	-0.181324143189825
"TRIDC1BG029200"	0.234864064341241	0.359035394340247	0.791636772905534	0.30747207062409	0.0450157776907096	-0.131686218009945	-0.672607794288742	-0.355612983520492	0.380280342474041
"TRIDC1AG016470"	0.279246642774395	0.100797225808518	0.577673299241871	0.477899799315731	-0.44168551896046	-0.115792782155977	-0.342151978135273	-0.210886839614661	-0.103050476584665
"TRIDC3BG027260"	-0.102117269316482	-0.224827994474718	0.101087240532336	-0.135735347856432	0.880865952309642	-0.189524218653689	-0.435281466278319	-0.410970292375927	0.0975062744021916
"TRIDC3BG060830"	-0.357878381629447	-0.450381038359429	-0.659600330766982	-0.426133349897471	0.806295359515297	-0.117610491904995	0.236640059629309	-0.13834252830093	-0.165060056807124
"TRIDC5AG036480"	-0.219291495162277	-0.283320476267694	-0.291831927092761	-0.204863904337374	0.86538421031292	-0.15800857971288	-0.203566388658756	-0.275742359670241	-0.242758576681407
"TRIDC5BG033070"	0.358404194695235	0.364968200326223	0.527768966939949	0.259167284570232	-0.645739408493838	-0.241348562592444	-0.205548238328731	-0.0872734651799214	-0.097974353531807
"TRIDC3BG057790"	0.277185955543022	0.341484320196747	0.775496311519251	0.405570030244	-0.627930541038026	-0.161490017936751	-0.399693848664469	-0.0763354988456145	-0.0150175570356605
"TRIDC3BG063600"	-0.267279467518863	-0.274143256474389	-0.154782414482392	-0.177260798543953	0.928146999744783	-0.250488788762794	-0.327186612758694	-0.389663928943435	-0.153099480689869
"TRIDC4AG016540"	-0.37164057569007	-0.455856621957782	-0.716467842206752	-0.448289672874752	0.699364424472419	-0.0565817915178209	0.335987443217267	-0.00590224060285893	-0.119808983698302
"TRIDC3BG018680"	0.18766728544765	0.844753128287399	0.390834887902824	0.328386396838354	-0.565738155123346	0.131551793778449	-0.184885511816921	0.317283650624994	0.0162227528638597
"TRIDC5BG070780"	0.0695048691461363	0.0493486488976235	-0.242988827351687	0.0335493162881409	-0.609061046739726	0.0420542697072819	0.578225264471129	0.457062907618872	0.04183883345559
"TRIDC5AG037770"	0.507688518310556	0.429088505764861	0.861625275283331	0.529880937769801	-0.489621606903329	-0.15171528624599	-0.616212220913878	-0.243133807499239	-0.0509061267476903
"TRIDC5AG067120"	0.407228443034941	0.451134138668863	0.952229403098169	0.450339570336476	-0.150755947927574	-0.242046535837423	-0.831757689094585	-0.401816280826826	-0.0376563843991691
"TRIDC6BG026340"	0.309582642687778	0.437485039522115	0.953286351193718	0.445845452651074	-0.113128133333733	-0.237407910849099	-0.831677735565939	-0.405574861393387	0.0968844699397938
"TRIDC5AG013480"	-0.304215856882463	-0.371607262667113	-0.5839273915621	-0.361799533433258	0.696212785081856	0.0118473286076108	0.295835979176701	0.00516761762706577	-0.0472599788884648
"TRIDC6BG048590"	-0.190483739982668	-0.105059986404849	0.396864602467719	-0.175552560698116	-0.149713370136839	-0.231398677533631	-0.214608762841242	-0.0832808739404578	0.415468266419312
"TRIDC6BG066440"	-0.299897618302561	-0.302103231008081	-0.306328693305045	-0.300576567263433	0.84918985635484	-0.178462742690791	-0.114764722296225	-0.226998105634297	-0.0611313581289502
"TRIDC2AG026670"	-0.275761546821993	-0.38934679179406	-0.492050042180047	-0.313594593464606	0.917621498424841	-0.036305151763881	0.0221483001828011	-0.167827809912289	-0.140521007676755
"TRIDC7AG004740"	0.581794448061857	0.419321181361523	0.909394770800343	0.527492711082591	-0.357661594326313	-0.189332333785042	-0.749842531146821	-0.353037130640026	-0.153491667689432
"TRIDC4BG033910"	0.374652813832352	0.420569233652923	0.939964563083489	0.528758946411723	-0.231471773766823	-0.0778869069206436	-0.735444595193687	-0.356026759120478	0.18056013975077
"TRIDC1BG014180"	0.466367743318794	0.613285720462772	0.936663698815518	0.615001348997778	-0.320998904293775	-0.21613791359323	-0.799877839369644	-0.344672583942561	-0.143721580179216
"TRIDC3BG087220"	-0.176814323579525	-0.367283339727049	-0.589474206793001	-0.383702178098106	-0.254047534354469	-0.107484413255731	0.742833881967112	0.276497831744752	0.0772627021962196
"TRIDC2AG037250"	0.386445788112765	0.462812329860983	0.946764010355088	0.48675867103869	-0.434648947287076	-0.222780991882099	-0.686539842522041	-0.284527115863293	0.00910703400802074
"TRIDC5BG071900"	0.531284961796323	0.461644109121693	0.944871857169753	0.59788473320173	-0.191116099874693	-0.190482326727244	-0.803786040441021	-0.369942007758723	-0.10019561239382
"TRIDC1BG007360"	0.36041094328924	0.688520805846971	0.776417456248892	0.510785506956563	-0.565010128002736	-0.10947351142231	-0.570577162993651	-0.110290267411945	-0.172172760511808
"TRIDC1AG017300"	0.354130280930315	0.367758083120265	0.605502902593038	0.240212618237756	-0.835439713349056	-0.0263601503732236	-0.142946702654994	-0.00992849357684557	0.313331580548788
"TRIDC1AG012280"	-0.214239491283408	-0.348284337194723	-0.155806153146675	-0.10941509921207	0.886135500455493	-0.220003205482453	-0.281757449687013	-0.366524114029863	-0.179458993862365
"TRIDC1BG062150"	-0.243014047486236	-0.010794629040536	-0.475190014018914	-0.297812775521401	-0.402558699377327	-0.0858008697406832	0.664851823579139	0.696059823033053	0.0549749408629504
"TRIDC2AG053510"	-0.237344788467993	-0.280622097501612	-0.260524667904105	-0.205979826385154	0.909298538379683	-0.130818929317145	-0.212985983581009	-0.270599825369213	-0.202131635044384
"TRIDC4AG012450"	-0.212558164162367	-0.143330799815902	0.128575181298068	-0.113816462494954	0.741025775060314	-0.229310095250012	-0.460966504236599	-0.380291189475094	0.0222487346855066
"TRIDC3BG040800"	0.329783995344268	0.553546546645636	0.901355102034797	0.505470276636931	-0.527320598252655	-0.151251684126106	-0.619331404852466	-0.195775890243978	-0.0249073033733493
"TRIDC3BG034150"	0.485697941296067	0.4564683186471	0.946995234972792	0.500954731100942	-0.0604768309651512	-0.2473304236951	-0.877134081239224	-0.442690769083004	0.022099434664391
"TRIDC2BG020140"	0.273967368418321	0.304355958210524	0.865734074714841	0.534278454299624	0.00883817646707945	-0.321718822627798	-0.879763054438206	-0.503782398356113	-0.165697810284681
"TRIDC5BG082810"	-0.222790522985659	-0.300851617407118	-0.289326928761297	-0.200133391049997	0.968464932024844	-0.192401823836799	-0.219598881569287	-0.315744536051915	-0.233094694093815
"TRIDC3BG045410"	-0.399860616086233	-0.468672704462822	-0.917621883055476	-0.535953581534193	0.143738198358333	0.17049562813133	0.883918728938523	0.473701506315481	0.144239127433157
"TRIDC3AG058000"	-0.414850555268389	-0.503353904457531	-0.835455591661608	-0.523478330339475	0.538460999471298	-0.114249677661201	0.562468016071373	0.0569484238311717	-0.076744638384569
"TRIDC5AG022620"	0.108823544394125	0.0173065823196244	0.747787602144068	0.140129358737554	-0.330191615597318	-0.184205528801006	-0.450160924560565	-0.14791989741246	0.409227889303853
"TRIDC2AG016520"	-0.252636739108312	-0.169191781278863	-0.17267886632421	-0.0990537777443911	0.725925524899963	-0.263450034282384	-0.309952302217535	-0.351481481211788	-0.36633442332511
"TRIDC1BG054950"	0.588346976329208	0.417875870547549	0.889388082304636	0.489694077955702	-0.402845313380253	-0.152888851646146	-0.680507240599349	-0.289711836857878	-0.132166390538257
"TRIDC2AG030120"	-0.21317137480945	-0.413571191633033	-0.362873400118661	-0.278422097000811	0.647747220334955	-0.186796119048963	0.131701095828272	-0.296336619813428	-0.0632816337171411
"TRIDC6BG004360"	-0.14594043547166	-0.145959544283265	-0.0577609076569309	-0.002897633148269	0.811070909695262	-0.268169153472454	-0.453381018288851	-0.410474635245733	-0.369693294231847
"TRIDC2AG071790"	-0.193945835987157	-0.214521538524745	-0.103546098861129	-0.0312573828295644	0.835205640057916	-0.210923070693016	-0.325355599550912	-0.353822390833981	-0.255044394639035
"TRIDC5BG071190"	-0.378203332818031	-0.43918617805755	-0.859974495440836	-0.516329462299097	-0.0677412636337947	-0.0207143122703513	0.934389921858196	0.374911097517586	0.122707354184419
"TRIDC4AG041950"	-0.0571738644803346	0.127007961329826	0.135715322805759	0.103682859076724	-0.708833346558493	-0.212923455422407	0.173527254389822	0.271750132007504	0.0239886069755149
"TRIDC2AG072020"	-0.240537281589206	-0.336857947871812	-0.554185888742978	-0.309760795898804	0.656135574579295	0.561868673884586	0.206402897497546	0.0517576716010863	-0.00882512605645599
"TRIDC5AG016980"	0.302560171976979	0.398449071269881	0.88841996372169	0.535654806714073	-0.254626150625523	-0.327735919183079	-0.814161237173816	-0.420267406575365	-0.187663692312282
"TRIDC3AG021330"	0.410697804997535	0.633165953401496	0.875792056618718	0.414180301042502	-0.39876551553805	-0.128301250810388	-0.659891279024802	-0.239251817203361	0.0952376886678615
"TRIDC6AG000380"	-0.420907862473593	-0.515024192814218	-0.847332035068917	-0.522598682321374	0.637807506167784	-0.0550387680186524	0.542581430120295	0.107108582451261	-0.0618572880378024
"TRIDC1AG027290"	0.343071226046373	0.0643567815896186	0.584196856363516	0.312976246546743	-0.355096835244617	-0.282120968726883	-0.33645842028687	-0.36512357377779	-0.0994531390515949
"TRIDC7BG040110"	0.278465391454699	0.260663667912422	0.683278636841207	0.340049519737133	0.42057726216873	-0.28926167539848	-0.8572261699045	-0.513391530506593	-0.251037608830553
"TRIDC5BG021830"	0.223456240309998	0.209819551515631	0.470271994396136	0.283807683518147	-0.856841135125377	-0.117689493364938	-0.00923285794354318	-0.0183514219545358	0.122613363014469
"TRIDC5AG065120"	-0.240575931286253	-0.300356297679653	-0.408232629307744	-0.271264271684509	0.752609310876375	-0.117337946873188	-0.0535527253941206	-0.198987402277464	-0.222519734504933
"TRIDC3BG069030"	-0.211581054199843	-0.189957375370452	-0.198066084360766	-0.15152740707718	0.865740968719867	-0.212968218676628	-0.326008719385466	-0.34344979175847	-0.319996782590102
"TRIDC2AG013000"	0.413005556691724	0.450048991836369	0.966448729631496	0.502031218454385	-0.266019706753688	-0.204852641405686	-0.770640716506566	-0.348886457560336	-0.0240604764318786
"TRIDC7AG011390"	0.491147368597049	0.29817911725453	0.924577243769718	0.505571962836846	-0.24510568903287	-0.214873199739256	-0.724425318948636	-0.393685663983132	0.0842270489084416
"TRIDC5BG031640"	-0.401000424320302	-0.398322434731732	-0.700089092911323	-0.409940244314961	0.346985354688668	-0.025929689619538	0.516716006780146	-0.0772506700321393	-0.107416349623808
"TRIDC5AG053940"	-0.188435159078028	-0.159536911081131	-0.0831076058722854	-0.0756227923127431	0.874510673698594	-0.315083885151102	-0.411310473305103	-0.384805022190004	-0.316078586800187
"TRIDC7AG071620"	-0.380836358218417	-0.409443319740169	-0.725476361946205	-0.449731798156017	0.357323062276551	-0.125292191039828	0.50527550238382	0.190581289599838	-0.0570483025962012
"TRIDC2AG047030"	0.350509099971688	0.714566645606402	0.523857045713118	0.565021391861371	-0.300532697893978	0.0170386761508436	-0.513250729066558	-0.0807843939356952	-0.4489410828053
"TRIDC1AG030790"	0.326077745914131	0.624898016727961	0.476892749732096	0.356347645965572	-0.170304920191068	-0.0116650381277897	-0.360719893375552	-0.154207265541233	0.0339226557779546
"TRIDC2AG001560"	-0.119283509830491	-0.118350079884198	0.00251265577921189	-0.0390353597088613	0.815047550224675	-0.219459475187955	-0.436736782979076	-0.387008786146104	-0.312294170484303
