nodeName	altName	nodeAttr[nodesPresent, ]
TRIDC7AG074410	NA	turquoise
TRIDC5BG067770	NA	turquoise
TRIDC4AG002550	NA	blue
TRIDC2AG000910	NA	turquoise
TRIDC2BG035260	NA	blue
TRIDC5BG072720	NA	blue
TRIDC3AG026820	NA	blue
TRIDC1AG007680	NA	blue
TRIDC1BG058550	NA	blue
TRIDC3BG029630	NA	turquoise
TRIDC5AG048810	NA	turquoise
TRIDC2BG080680	NA	blue
TRIDC1AG035610	NA	turquoise
TRIDC6BG045750	NA	blue
TRIDC1BG068060	NA	turquoise
TRIDC6AG059650	NA	turquoise
TRIDC4BG059480	NA	blue
TRIDC7BG038600	NA	blue
TRIDC1BG053210	NA	turquoise
TRIDC3BG040600	NA	blue
TRIDC7BG030040	NA	blue
TRIDC5AG032940	NA	blue
TRIDC2BG016920	NA	turquoise
TRIDC2BG056170	NA	blue
TRIDC2BG032730	NA	turquoise
TRIDC4BG015460	NA	turquoise
TRIDC2AG013840	NA	blue
TRIDC2AG040510	NA	blue
TRIDC1AG016330	NA	blue
TRIDC6BG050930	NA	blue
TRIDC7BG029300	NA	blue
TRIDC7AG066780	NA	turquoise
TRIDC5AG004930	NA	turquoise
TRIDC1AG022870	NA	turquoise
TRIDC5BG016800	NA	turquoise
TRIDC5AG069760	NA	turquoise
TRIDC3BG055710	NA	blue
TRIDC2AG044720	NA	turquoise
TRIDC6BG047090	NA	turquoise
TRIDC3BG023780	NA	blue
TRIDC2BG020480	NA	blue
TRIDC6AG003140	NA	turquoise
TRIDC7BG042120	NA	turquoise
TRIDC2AG017780	NA	blue
TRIDC5BG033680	NA	blue
TRIDC2BG079520	NA	blue
TRIDC3AG054480	NA	turquoise
TRIDC2BG008630	NA	yellow
TRIDC2BG015430	NA	turquoise
TRIDC5AG035860	NA	turquoise
TRIDC5AG037460	NA	blue
TRIDC6BG071250	NA	turquoise
TRIDC4BG008510	NA	blue
TRIDC1AG006200	NA	turquoise
TRIDC4BG021360	NA	blue
TRIDC5BG071600	NA	turquoise
TRIDC4AG053220	NA	blue
TRIDC2BG040990	NA	blue
TRIDC1AG003250	NA	turquoise
TRIDC4AG016780	NA	turquoise
TRIDC3AG005200	NA	turquoise
TRIDC3BG062360	NA	blue
TRIDC3AG060000	NA	turquoise
TRIDC4BG034830	NA	turquoise
TRIDC6BG058300	NA	black
TRIDC2AG026100	NA	turquoise
TRIDC1BG068410	NA	blue
TRIDC3BG054690	NA	turquoise
TRIDC2AG063870	NA	blue
TRIDC2AG059020	NA	blue
TRIDC1BG074310	NA	blue
TRIDC6BG059820	NA	blue
TRIDC1AG015470	NA	blue
TRIDC7AG044360	NA	turquoise
TRIDC5AG017090	NA	blue
TRIDC5BG076560	NA	turquoise
TRIDC2AG016060	NA	blue
TRIDC2BG037810	NA	turquoise
TRIDC5BG080100	NA	turquoise
TRIDC2BG028510	NA	blue
TRIDC6AG005830	NA	brown
TRIDC6BG066530	NA	turquoise
TRIDC2BG021590	NA	blue
TRIDC5AG016640	NA	blue
TRIDC4AG000390	NA	blue
TRIDC7BG054160	NA	turquoise
TRIDC4BG054200	NA	blue
TRIDC1AG027080	NA	blue
TRIDC1AG052280	NA	blue
TRIDC3AG016690	NA	blue
TRIDC2BG029650	NA	turquoise
TRIDC3BG067400	NA	turquoise
TRIDC4BG040110	NA	turquoise
TRIDC5AG069420	NA	turquoise
TRIDC7AG065170	NA	blue
TRIDC1AG044190	NA	turquoise
TRIDC6BG027370	NA	turquoise
TRIDC1BG029930	NA	turquoise
TRIDC4AG009680	NA	blue
TRIDC6AG036590	NA	turquoise
TRIDC1BG027690	NA	turquoise
TRIDC1AG003150	NA	blue
TRIDC7AG045040	NA	blue
TRIDC5BG048900	NA	blue
TRIDC3BG012390	NA	blue
TRIDC5BG033470	NA	blue
TRIDC4BG018820	NA	turquoise
TRIDC6BG053540	NA	blue
TRIDC3AG017970	NA	turquoise
TRIDC2AG040800	NA	turquoise
TRIDC2BG026200	NA	blue
TRIDC1AG034060	NA	blue
TRIDC3AG064730	NA	turquoise
TRIDC5AG035610	NA	blue
TRIDC5AG070390	NA	blue
TRIDC1BG037540	NA	turquoise
TRIDC2AG051860	NA	blue
TRIDC4AG014010	NA	blue
TRIDC7AG074350	NA	brown
TRIDC2AG056630	NA	turquoise
TRIDC4BG043900	NA	blue
TRIDC2AG029870	NA	turquoise
TRIDC2BG071350	NA	brown
TRIDC5AG039270	NA	blue
TRIDC2AG017800	NA	blue
TRIDC1AG030070	NA	turquoise
TRIDC3AG028450	NA	turquoise
TRIDC7BG023160	NA	blue
TRIDC3BG013200	NA	blue
TRIDC5BG016860	NA	turquoise
TRIDC4BG060330	NA	turquoise
TRIDC2AG005350	NA	brown
TRIDC1AG062580	NA	blue
TRIDC1AG020510	NA	blue
TRIDC5AG015520	NA	turquoise
TRIDC7AG022790	NA	turquoise
TRIDC5AG018250	NA	blue
TRIDC5AG067090	NA	turquoise
TRIDC6AG025280	NA	blue
TRIDC4AG063170	NA	blue
TRIDC5BG013680	NA	turquoise
TRIDC6BG049090	NA	turquoise
TRIDC1AG046350	NA	turquoise
TRIDC7BG029820	NA	blue
TRIDC3AG027280	NA	yellow
TRIDC3BG048940	NA	blue
TRIDC1BG057000	NA	blue
TRIDC6BG042600	NA	turquoise
TRIDC1BG036640	NA	turquoise
TRIDC5AG036200	NA	blue
TRIDC1AG009640	NA	blue
TRIDC1AG036210	NA	turquoise
TRIDC7AG004110	NA	blue
TRIDC2BG018860	NA	turquoise
TRIDC4AG036500	NA	turquoise
TRIDC4AG022150	NA	blue
TRIDC5BG068740	NA	blue
TRIDC1AG057350	NA	turquoise
TRIDC3BG035670	NA	blue
TRIDC7AG011400	NA	turquoise
TRIDC3AG014190	NA	blue
TRIDC5BG024340	NA	blue
TRIDC5BG015930	NA	turquoise
TRIDC1AG019830	NA	turquoise
TRIDC1BG059910	NA	turquoise
TRIDC6AG034030	NA	blue
TRIDC7BG060500	NA	blue
TRIDC2AG014020	NA	turquoise
TRIDC7AG064340	NA	turquoise
TRIDC6BG021410	NA	turquoise
TRIDC7BG043940	NA	blue
TRIDC5BG016690	NA	grey
TRIDC3AG016290	NA	turquoise
TRIDC1AG038420	NA	blue
TRIDC6BG031830	NA	blue
TRIDC3AG036080	NA	turquoise
TRIDC7AG067130	NA	blue
TRIDC1AG029640	NA	blue
TRIDC3AG004980	NA	turquoise
TRIDC2AG040550	NA	turquoise
TRIDC4AG029750	NA	turquoise
TRIDC3BG014290	NA	blue
TRIDC2AG079150	NA	turquoise
TRIDC5BG051060	NA	turquoise
TRIDC2AG024630	NA	turquoise
TRIDC7AG072640	NA	turquoise
TRIDC3AG004810	NA	turquoise
TRIDC7AG045680	NA	turquoise
TRIDC6AG049920	NA	turquoise
TRIDC4AG015000	NA	blue
TRIDC5BG006380	NA	turquoise
TRIDC6BG035170	NA	brown
TRIDC7BG053770	NA	blue
TRIDC7AG014760	NA	blue
TRIDC4AG047860	NA	blue
TRIDC4BG037970	NA	turquoise
TRIDC5AG032580	NA	blue
TRIDC5AG045780	NA	red
TRIDC1BG066370	NA	blue
TRIDC2BG049560	NA	turquoise
TRIDC2AG016210	NA	blue
TRIDC4AG035940	NA	blue
TRIDC4AG028760	NA	turquoise
TRIDC2AG017830	NA	turquoise
TRIDC4AG053350	NA	blue
TRIDC3BG080960	NA	turquoise
TRIDC1AG022820	NA	blue
TRIDC2BG060130	NA	turquoise
TRIDC5AG023570	NA	turquoise
TRIDC3BG051740	NA	brown
TRIDC7BG049170	NA	turquoise
TRIDC2AG023450	NA	blue
TRIDC5AG067080	NA	blue
TRIDC3AG058710	NA	turquoise
TRIDC2BG010690	NA	blue
TRIDC5AG037360	NA	turquoise
TRIDC7BG011980	NA	blue
TRIDC1AG024090	NA	blue
TRIDC1BG034290	NA	blue
TRIDC7AG072540	NA	blue
TRIDC2BG048960	NA	turquoise
TRIDC2BG001200	NA	blue
TRIDC3BG044920	NA	turquoise
TRIDC3AG037360	NA	blue
TRIDC2AG076830	NA	turquoise
TRIDC5BG082490	NA	turquoise
TRIDC3BG041420	NA	blue
TRIDC2BG085120	NA	blue
TRIDC6AG020400	NA	turquoise
TRIDC1BG022820	NA	blue
TRIDC5BG016190	NA	blue
TRIDC5AG041960	NA	blue
TRIDC3BG036770	NA	turquoise
TRIDC1AG012320	NA	blue
TRIDC3AG016700	NA	turquoise
TRIDC2AG068020	NA	turquoise
TRIDC3AG005380	NA	blue
TRIDC3AG010520	NA	blue
TRIDC4AG005860	NA	turquoise
TRIDC7AG073030	NA	turquoise
TRIDC2BG036270	NA	turquoise
TRIDC3BG015740	NA	blue
TRIDC4BG061620	NA	turquoise
TRIDC5BG048330	NA	blue
TRIDC7BG044620	NA	blue
TRIDC4BG011590	NA	turquoise
TRIDC1BG040100	NA	blue
TRIDC3AG037150	NA	blue
TRIDC4AG026530	NA	turquoise
TRIDC4AG045530	NA	blue
TRIDC1AG059850	NA	blue
TRIDC2BG045590	NA	turquoise
TRIDC3AG021560	NA	blue
TRIDC4AG008600	NA	turquoise
TRIDC2AG024400	NA	blue
TRIDC2BG014840	NA	turquoise
TRIDC6BG035510	NA	blue
TRIDC4AG011030	NA	blue
TRIDC3BG070860	NA	blue
TRIDC4BG004360	NA	turquoise
TRIDC4AG041430	NA	blue
TRIDC3AG071800	NA	blue
TRIDC5BG056600	NA	blue
TRIDC6BG034360	NA	turquoise
TRIDC5AG008700	NA	turquoise
TRIDC1BG030540	NA	turquoise
TRIDC7AG076860	NA	blue
TRIDC4BG025000	NA	turquoise
TRIDC7BG021680	NA	blue
TRIDC3AG022780	NA	blue
TRIDC1BG024920	NA	turquoise
TRIDC2BG014100	NA	blue
TRIDC7BG037880	NA	blue
TRIDC1BG038660	NA	blue
TRIDC7BG056190	NA	blue
TRIDC2AG056250	NA	blue
TRIDC6BG025600	NA	turquoise
TRIDC1AG039110	NA	yellow
TRIDC5AG025030	NA	blue
TRIDC1AG032090	NA	blue
TRIDC2BG065740	NA	blue
TRIDC2AG053830	NA	turquoise
TRIDC1BG016440	NA	turquoise
TRIDC6AG009130	NA	blue
TRIDC1AG036710	NA	turquoise
TRIDC6BG029040	NA	turquoise
TRIDC5BG070980	NA	turquoise
TRIDC1BG025210	NA	turquoise
TRIDC5BG017980	NA	turquoise
TRIDC5BG029310	NA	blue
TRIDC5BG043660	NA	turquoise
TRIDC5AG064260	NA	brown
TRIDC6BG011450	NA	blue
TRIDC5BG015340	NA	turquoise
TRIDC5BG057950	NA	blue
TRIDC2AG004450	NA	turquoise
TRIDC7AG025730	NA	blue
TRIDC4AG030790	NA	blue
TRIDC2AG048930	NA	turquoise
TRIDC3BG013800	NA	turquoise
TRIDC3AG028770	NA	turquoise
TRIDC3AG043100	NA	blue
TRIDC2BG035490	NA	turquoise
TRIDC5BG026710	NA	grey
TRIDC1BG051770	NA	turquoise
TRIDC7BG006120	NA	turquoise
TRIDC5AG073340	NA	blue
TRIDC7BG015380	NA	blue
TRIDC7BG013000	NA	blue
TRIDC4AG043960	NA	blue
TRIDC6AG061530	NA	turquoise
TRIDC3AG000010	NA	turquoise
TRIDC2BG042900	NA	turquoise
TRIDC1BG019730	NA	turquoise
TRIDC5BG027950	NA	blue
TRIDC1AG007190	NA	turquoise
TRIDC4BG040340	NA	turquoise
TRIDC5AG054520	NA	blue
TRIDC2BG025670	NA	turquoise
TRIDC6BG045370	NA	turquoise
TRIDC6BG029710	NA	blue
TRIDC2BG016250	NA	turquoise
TRIDC7BG014260	NA	turquoise
TRIDC2AG025720	NA	turquoise
TRIDC6BG020360	NA	brown
TRIDC2AG059840	NA	brown
TRIDC3AG031970	NA	blue
TRIDC4BG021640	NA	turquoise
TRIDC3AG017440	NA	turquoise
TRIDC1AG024410	NA	blue
TRIDC3BG027900	NA	blue
TRIDC2BG036760	NA	turquoise
TRIDC1AG023020	NA	turquoise
TRIDC5BG067670	NA	blue
TRIDC4BG038280	NA	blue
TRIDC1AG057690	NA	turquoise
TRIDC2AG072300	NA	turquoise
TRIDC7AG056770	NA	turquoise
TRIDC5AG061780	NA	blue
TRIDC3BG084260	NA	yellow
TRIDC5BG051920	NA	turquoise
TRIDC1AG020870	NA	turquoise
TRIDC2AG026040	NA	blue
TRIDC3BG068530	NA	turquoise
TRIDC5BG010200	NA	blue
TRIDC5BG067960	NA	blue
TRIDC4BG025320	NA	turquoise
TRIDC2AG021310	NA	turquoise
TRIDC5BG035390	NA	blue
TRIDC7AG031670	NA	blue
TRIDC5BG065120	NA	turquoise
TRIDC2AG002780	NA	blue
TRIDC5BG039860	NA	turquoise
TRIDC3BG040630	NA	blue
TRIDC3BG085200	NA	turquoise
TRIDC2BG034850	NA	blue
TRIDC4BG042700	NA	blue
TRIDC5BG049990	NA	blue
TRIDC3BG038500	NA	blue
TRIDC2AG067490	NA	turquoise
TRIDC4AG004380	NA	turquoise
TRIDC4BG042790	NA	blue
TRIDC5AG024630	NA	blue
TRIDC2AG064960	NA	turquoise
TRIDC6AG029540	NA	turquoise
TRIDC5AG026490	NA	turquoise
TRIDC5BG041830	NA	blue
TRIDC5BG062150	NA	red
TRIDC5AG014520	NA	blue
TRIDC1BG039730	NA	brown
TRIDC7AG044430	NA	turquoise
TRIDC5AG036240	NA	blue
TRIDC7BG004250	NA	turquoise
TRIDC2BG075080	NA	turquoise
TRIDC1AG056410	NA	blue
TRIDC3AG010610	NA	turquoise
TRIDC7AG074140	NA	turquoise
TRIDC6AG012870	NA	turquoise
TRIDC5AG034000	NA	blue
TRIDC6BG049880	NA	blue
TRIDC2AG033780	NA	turquoise
TRIDC1BG061610	NA	turquoise
TRIDC5AG045480	NA	blue
TRIDC5AG066030	NA	blue
TRIDC1AG037320	NA	blue
TRIDC6AG034070	NA	blue
TRIDC2BG022600	NA	yellow
TRIDC2AG060160	NA	turquoise
TRIDC1AG007510	NA	turquoise
TRIDC7BG046050	NA	turquoise
TRIDC3AG028410	NA	turquoise
TRIDC5BG016980	NA	blue
TRIDC4AG006830	NA	blue
TRIDC3BG069450	NA	turquoise
TRIDC5AG040170	NA	turquoise
TRIDC3BG072560	NA	blue
TRIDC7BG046840	NA	turquoise
TRIDC4BG041680	NA	blue
TRIDC3BG050220	NA	blue
TRIDC1BG004350	NA	blue
TRIDC5AG034040	NA	turquoise
TRIDC1BG019640	NA	blue
TRIDC7AG042100	NA	turquoise
TRIDC6BG032200	NA	turquoise
TRIDC3BG040820	NA	blue
TRIDC2AG060700	NA	blue
TRIDC2AG039300	NA	blue
TRIDC3BG086120	NA	turquoise
TRIDC3AG021880	NA	blue
TRIDC1BG015360	NA	turquoise
TRIDC5BG074270	NA	turquoise
TRIDC5AG017430	NA	blue
TRIDC3BG030060	NA	blue
TRIDC7BG069000	NA	turquoise
TRIDC4AG027130	NA	turquoise
TRIDC4AG070510	NA	blue
TRIDC1BG071240	NA	blue
TRIDC5BG038030	NA	red
TRIDC2BG074440	NA	turquoise
TRIDC7AG060370	NA	turquoise
TRIDC5AG073900	NA	turquoise
TRIDC3BG005480	NA	blue
TRIDC7BG026320	NA	turquoise
TRIDC5AG053840	NA	turquoise
TRIDC2AG027500	NA	turquoise
TRIDC7AG073260	NA	turquoise
TRIDC3AG066540	NA	blue
TRIDC3BG084310	NA	blue
TRIDC2BG029590	NA	blue
TRIDC3BG045630	NA	blue
TRIDC7BG028210	NA	turquoise
TRIDC4BG048540	NA	turquoise
TRIDC6BG068160	NA	turquoise
TRIDC5BG031790	NA	turquoise
TRIDC1AG051440	NA	brown
TRIDC7AG007460	NA	blue
TRIDC7AG044040	NA	turquoise
TRIDC5AG025820	NA	turquoise
TRIDC2AG061430	NA	turquoise
TRIDC5BG015380	NA	turquoise
TRIDC3BG074570	NA	blue
TRIDC1BG045550	NA	turquoise
TRIDC1BG013010	NA	turquoise
TRIDC6BG044220	NA	blue
TRIDC6AG015520	NA	blue
TRIDC5AG026760	NA	turquoise
TRIDC5BG010410	NA	turquoise
TRIDC2AG080120	NA	blue
TRIDC2AG020390	NA	turquoise
TRIDC2BG043160	NA	turquoise
TRIDC6BG069440	NA	blue
TRIDC1BG006250	NA	turquoise
TRIDC3AG056000	NA	blue
TRIDC3BG035660	NA	blue
TRIDC5AG032590	NA	turquoise
TRIDC5AG014960	NA	blue
TRIDC6BG054140	NA	blue
TRIDC5BG059180	NA	turquoise
TRIDC2AG073750	NA	turquoise
TRIDC3AG073440	NA	turquoise
TRIDC1BG060820	NA	turquoise
TRIDC5AG026700	NA	blue
TRIDC7AG015520	NA	blue
TRIDC6AG013870	NA	blue
TRIDC4AG027180	NA	turquoise
TRIDC2BG038280	NA	turquoise
TRIDC3BG070870	NA	blue
TRIDC6AG046490	NA	turquoise
TRIDC2BG058160	NA	turquoise
TRIDC2BG089520	NA	blue
TRIDC7BG028830	NA	blue
TRIDC3AG024380	NA	turquoise
TRIDC2AG029590	NA	blue
TRIDC1BG042370	NA	turquoise
TRIDC4BG050130	NA	blue
TRIDC2AG057610	NA	blue
TRIDC7AG054590	NA	turquoise
TRIDC5AG058830	NA	blue
TRIDC2BG042680	NA	turquoise
TRIDC3AG035200	NA	brown
TRIDC1AG011650	NA	turquoise
TRIDC6BG047840	NA	blue
TRIDC3BG065950	NA	turquoise
TRIDC5AG040500	NA	turquoise
TRIDC4AG007340	NA	blue
TRIDC2AG054920	NA	turquoise
TRIDC1BG036910	NA	blue
TRIDC3BG025440	NA	turquoise
TRIDC2AG023100	NA	blue
TRIDC3BG018120	NA	blue
TRIDC1BG060210	NA	blue
TRIDC1BG066160	NA	blue
TRIDC7AG005340	NA	turquoise
TRIDC2BG030010	NA	turquoise
TRIDC1BG065560	NA	blue
TRIDC4BG018990	NA	turquoise
TRIDC4AG009350	NA	blue
TRIDC4AG042000	NA	turquoise
TRIDC3AG067200	NA	turquoise
TRIDC5AG016560	NA	blue
TRIDC2BG025820	NA	blue
TRIDC5AG004560	NA	turquoise
TRIDC3AG030820	NA	turquoise
TRIDC5BG046740	NA	yellow
TRIDC3BG044830	NA	turquoise
TRIDC2BG042330	NA	blue
TRIDC7BG063740	NA	turquoise
TRIDC6AG018030	NA	brown
TRIDC4BG032920	NA	blue
TRIDC5AG038590	NA	turquoise
TRIDC1BG046880	NA	turquoise
TRIDC5BG012440	NA	turquoise
TRIDC5AG057950	NA	blue
TRIDC7BG028920	NA	turquoise
TRIDC3AG044010	NA	turquoise
TRIDC6AG025940	NA	turquoise
TRIDC6BG046710	NA	turquoise
TRIDC4AG016310	NA	blue
TRIDC5BG082190	NA	brown
TRIDC5BG027610	NA	blue
TRIDC1AG027800	NA	blue
TRIDC2BG016960	NA	blue
TRIDC1BG036900	NA	turquoise
TRIDC4AG003920	NA	pink
TRIDC3AG062760	NA	blue
TRIDC3BG044120	NA	blue
TRIDC5AG028960	NA	blue
TRIDC4BG012710	NA	turquoise
TRIDC7BG030630	NA	turquoise
TRIDC7AG040610	NA	turquoise
TRIDC2BG050750	NA	pink
TRIDC5AG019890	NA	turquoise
TRIDC3AG025790	NA	turquoise
TRIDC2AG061210	NA	turquoise
TRIDC6BG031050	NA	turquoise
TRIDC1BG039570	NA	blue
TRIDC4BG034730	NA	turquoise
TRIDC3BG036100	NA	turquoise
TRIDC4BG032420	NA	turquoise
TRIDC3BG006260	NA	blue
TRIDC6AG016410	NA	blue
TRIDC2AG061580	NA	turquoise
TRIDC2BG015450	NA	blue
TRIDC4AG063620	NA	blue
TRIDC7AG054290	NA	blue
TRIDC5BG035830	NA	yellow
TRIDC4BG019750	NA	turquoise
TRIDC4AG049050	NA	turquoise
TRIDC5BG010850	NA	turquoise
TRIDC2BG012080	NA	blue
TRIDC7AG032220	NA	blue
TRIDC5AG065240	NA	turquoise
TRIDC7BG011470	NA	turquoise
TRIDC3AG033490	NA	turquoise
TRIDC5BG060690	NA	turquoise
TRIDC7BG004440	NA	blue
TRIDC1AG001610	NA	turquoise
TRIDC1BG073390	NA	turquoise
TRIDC2AG023770	NA	turquoise
TRIDC2BG047080	NA	blue
TRIDC2BG008230	NA	blue
TRIDC3AG004910	NA	turquoise
TRIDC5AG054640	NA	blue
TRIDC2BG009910	NA	turquoise
TRIDC6BG041770	NA	blue
TRIDC2AG055020	NA	turquoise
TRIDC7BG030320	NA	turquoise
TRIDC2AG029220	NA	turquoise
TRIDC1BG056040	NA	blue
TRIDC1AG038910	NA	turquoise
TRIDC2BG072390	NA	turquoise
TRIDC5AG069010	NA	turquoise
TRIDC5AG021380	NA	turquoise
TRIDC2BG030350	NA	blue
TRIDC2AG044350	NA	turquoise
TRIDC4AG048750	NA	turquoise
TRIDC3BG046170	NA	turquoise
TRIDC6BG050390	NA	turquoise
TRIDC1AG031080	NA	turquoise
TRIDC3AG036810	NA	turquoise
TRIDC2AG013770	NA	turquoise
TRIDC3BG079160	NA	turquoise
TRIDC4AG004290	NA	turquoise
TRIDC2AG076850	NA	blue
TRIDC5AG018730	NA	blue
TRIDC3BG046450	NA	turquoise
TRIDC4AG012490	NA	turquoise
TRIDC6BG023980	NA	turquoise
TRIDC4BG034160	NA	blue
TRIDC7AG044670	NA	turquoise
TRIDC2BG025810	NA	blue
TRIDC3BG053000	NA	turquoise
TRIDC2AG065420	NA	blue
TRIDC5BG058640	NA	blue
TRIDC7AG000880	NA	blue
TRIDC2BG041790	NA	turquoise
TRIDC5AG040130	NA	blue
TRIDC2AG039620	NA	blue
TRIDC6AG047520	NA	turquoise
TRIDC4BG031510	NA	blue
TRIDC3BG009570	NA	turquoise
TRIDC6AG033440	NA	turquoise
TRIDC4AG013540	NA	turquoise
TRIDC2AG038840	NA	blue
TRIDC3BG082740	NA	blue
TRIDC2AG057960	NA	turquoise
TRIDC2BG015370	NA	blue
TRIDC4AG054960	NA	turquoise
TRIDC6BG052410	NA	blue
TRIDC7BG021410	NA	turquoise
TRIDC7AG037830	NA	turquoise
TRIDC4BG037270	NA	blue
TRIDC7AG059770	NA	blue
TRIDC3AG043060	NA	turquoise
TRIDC5BG061240	NA	blue
TRIDC3AG047860	NA	turquoise
TRIDC2AG077270	NA	blue
TRIDC5AG068800	NA	blue
TRIDC4BG038800	NA	blue
TRIDC2AG062330	NA	turquoise
TRIDC4BG036870	NA	turquoise
TRIDC5AG036720	NA	turquoise
TRIDC2AG055880	NA	blue
TRIDC7AG025860	NA	blue
TRIDC4BG029370	NA	blue
TRIDC2AG071280	NA	turquoise
TRIDC2BG044050	NA	blue
TRIDC4BG027820	NA	blue
TRIDC1AG036850	NA	turquoise
TRIDC5BG028730	NA	turquoise
TRIDC4AG055370	NA	blue
TRIDC7BG041140	NA	turquoise
TRIDC1AG050950	NA	grey
TRIDC7BG020140	NA	turquoise
TRIDC3BG010250	NA	turquoise
TRIDC2AG042790	NA	blue
TRIDC3BG066610	NA	blue
TRIDC3AG034520	NA	turquoise
TRIDC3AG031870	NA	turquoise
TRIDC3BG064520	NA	turquoise
TRIDC5BG014610	NA	blue
TRIDC2BG044080	NA	blue
TRIDC2BG022280	NA	blue
TRIDC1BG013050	NA	turquoise
TRIDC5BG072910	NA	turquoise
TRIDC5AG058040	NA	blue
TRIDC1BG031230	NA	blue
TRIDC1BG036510	NA	turquoise
TRIDC2AG043910	NA	turquoise
TRIDC6BG031090	NA	turquoise
TRIDC4BG057210	NA	grey
TRIDC4BG012980	NA	blue
TRIDC5BG077600	NA	blue
TRIDC6BG034130	NA	turquoise
TRIDC2BG045980	NA	turquoise
TRIDC3AG073760	NA	blue
TRIDC3AG054810	NA	turquoise
TRIDC4BG037900	NA	turquoise
TRIDC7AG018060	NA	turquoise
TRIDC5BG035990	NA	turquoise
TRIDC7AG043670	NA	blue
TRIDC2BG054640	NA	blue
TRIDC6AG014650	NA	turquoise
TRIDC5AG078850	NA	blue
TRIDC5BG051500	NA	red
TRIDC3AG006750	NA	turquoise
TRIDC6BG026760	NA	brown
TRIDC1BG045270	NA	yellow
TRIDC7AG055380	NA	turquoise
TRIDC3BG032050	NA	turquoise
TRIDC3AG000740	NA	blue
TRIDC1AG047050	NA	blue
TRIDC3AG035380	NA	turquoise
TRIDC1AG029770	NA	red
TRIDC7BG047170	NA	blue
TRIDC1AG036040	NA	turquoise
TRIDC7AG028310	NA	green
TRIDC4BG037460	NA	black
TRIDC1AG036250	NA	turquoise
TRIDC2AG054550	NA	turquoise
TRIDC4AG054610	NA	turquoise
TRIDC2BG023350	NA	brown
TRIDC7AG055420	NA	blue
TRIDC3BG029620	NA	turquoise
TRIDC6AG005120	NA	blue
TRIDC7AG051680	NA	turquoise
TRIDC3BG051150	NA	turquoise
TRIDC7BG001340	NA	turquoise
TRIDC3BG057670	NA	blue
TRIDC6BG036960	NA	blue
TRIDC5BG003960	NA	turquoise
TRIDC1AG037090	NA	brown
TRIDC1BG037280	NA	turquoise
TRIDC2BG004820	NA	turquoise
TRIDC6AG034970	NA	blue
TRIDC1AG043120	NA	turquoise
TRIDC7BG033860	NA	turquoise
TRIDC3BG064000	NA	blue
TRIDC2AG068120	NA	turquoise
TRIDC2BG027020	NA	blue
TRIDC1BG035120	NA	blue
TRIDC4AG022320	NA	blue
TRIDC3BG053010	NA	turquoise
TRIDC2BG010100	NA	blue
TRIDC5AG002750	NA	turquoise
TRIDC3AG017010	NA	blue
TRIDC3BG047690	NA	turquoise
TRIDC3BG064640	NA	turquoise
TRIDC6AG041250	NA	blue
TRIDC6BG048820	NA	turquoise
TRIDC1BG036620	NA	blue
TRIDC2AG035400	NA	blue
TRIDC4BG038780	NA	green
TRIDC3AG074450	NA	blue
TRIDC6AG046420	NA	blue
TRIDC4BG003390	NA	yellow
TRIDC2AG068430	NA	blue
TRIDC6BG046950	NA	blue
TRIDC6BG054750	NA	turquoise
TRIDC5AG070770	NA	turquoise
TRIDC4BG040550	NA	blue
TRIDC7AG045010	NA	turquoise
TRIDC3AG040000	NA	blue
TRIDC1AG037610	NA	turquoise
TRIDC6BG051230	NA	blue
TRIDC3AG069730	NA	blue
TRIDC4BG015780	NA	blue
TRIDC1AG048900	NA	blue
TRIDC5AG048590	NA	turquoise
TRIDC7BG002060	NA	blue
TRIDC6AG057240	NA	blue
TRIDC2AG049380	NA	turquoise
TRIDC7BG004990	NA	blue
TRIDC5AG026310	NA	blue
TRIDC6AG038750	NA	blue
TRIDC7AG000020	NA	turquoise
TRIDC2BG043700	NA	blue
TRIDC3BG058750	NA	turquoise
TRIDC4AG065630	NA	turquoise
TRIDC7AG027780	NA	turquoise
TRIDC2AG033870	NA	turquoise
TRIDC6AG002910	NA	turquoise
TRIDC2AG038990	NA	blue
TRIDC6BG043710	NA	blue
TRIDC1BG045580	NA	turquoise
TRIDC6AG024060	NA	blue
TRIDC1BG072090	NA	blue
TRIDC4AG056130	NA	turquoise
TRIDC5BG013760	NA	blue
TRIDC4AG034120	NA	turquoise
TRIDC1AG021760	NA	turquoise
TRIDC5BG001380	NA	turquoise
TRIDC2BG061750	NA	blue
TRIDC2AG025370	NA	blue
TRIDC4BG053750	NA	turquoise
TRIDC3BG065050	NA	turquoise
TRIDC7BG020120	NA	blue
TRIDC2BG024760	NA	blue
TRIDC7BG003570	NA	turquoise
TRIDC1AG024480	NA	blue
TRIDC3AG002220	NA	blue
TRIDC6BG056410	NA	turquoise
TRIDC4AG023710	NA	blue
TRIDC2BG017380	NA	turquoise
TRIDC3AG026760	NA	blue
TRIDC4BG020390	NA	blue
TRIDC4AG000190	NA	turquoise
TRIDC5BG027930	NA	blue
TRIDC3BG072510	NA	blue
TRIDC1BG011410	NA	turquoise
TRIDC5BG029800	NA	turquoise
TRIDC7BG016260	NA	turquoise
TRIDC5BG079030	NA	turquoise
TRIDC2BG015300	NA	turquoise
TRIDC5AG057070	NA	blue
TRIDC1BG026220	NA	turquoise
