"kTotal"	"kWithin"	"kOut"	"kDiff"
"TRIDC2AG037250"	1180.51730778221	1009.22080866411	171.296499118098	837.92430954601
"TRIDC5BG071900"	942.301618071391	871.31952094255	70.9820971288412	800.337423813708
"TRIDC1BG007360"	721.065590512978	474.587180077856	246.478410435123	228.108769642733
"TRIDC1AG017300"	1123.53393475093	905.829023635011	217.704911115918	688.124112519092
"TRIDC1AG012280"	1012.38961247407	999.964111230662	12.4255012434056	987.538609987256
"TRIDC1BG062150"	121.440941696221	53.623455726739	67.8174859694819	-14.1940302427429
"TRIDC2AG053510"	1155.57544317486	1134.99695860523	20.5784845696217	1114.41847403561
"TRIDC4AG012450"	430.19096373848	407.134009547356	23.0569541911238	384.077055356233
"TRIDC3BG040800"	1112.33056982852	862.550935893625	249.779633934897	612.771301958728
"TRIDC3BG034150"	936.324902867889	856.289743484501	80.035159383388	776.254584101113
"TRIDC2BG020140"	607.543798668829	44.9005132172574	562.643285451571	-517.742772234314
"TRIDC5BG082810"	1665.6012966834	1634.0749148614	31.5263818220078	1602.54853303939
"TRIDC3BG045410"	811.863136457744	722.708814075095	89.154322382649	633.554491692446
"TRIDC3AG058000"	804.415902555189	579.470902381687	224.945000173502	354.525902208185
"TRIDC5AG022620"	344.038973312678	304.62615563039	39.4128176822881	265.213337948102
"TRIDC2AG016520"	365.965659325117	358.422178955828	7.54348036928957	350.878698586538
"TRIDC1BG054950"	848.79286715999	728.804708004215	119.988159155775	608.81654884844
"TRIDC2AG030120"	207.955990649784	186.838837250092	21.1171533996922	165.7216838504
"TRIDC6BG004360"	638.136303979897	625.280101701347	12.8562022785493	612.423899422798
"TRIDC2AG071790"	671.513104651214	663.555469992943	7.95763465827145	655.597835334671
"TRIDC5BG071190"	602.838037566868	59.3216131434933	543.516424423375	-484.194811279882
"TRIDC4AG041950"	267.727705593122	263.072397713435	4.65530787968669	258.417089833748
"TRIDC2AG072020"	401.315375520209	282.831770597724	118.483604922485	164.348165675238
"TRIDC5AG016980"	752.308449602889	662.161684231627	90.1467653712625	572.014918860364
"TRIDC3AG021330"	770.783120093785	656.085980703125	114.69713939066	541.388841312465
"TRIDC6AG000380"	1121.13527518093	700.988721847824	420.146553333109	280.842168514715
"TRIDC1AG027290"	112.663095582183	84.2223331628563	28.4407624193264	55.7815707435299
"TRIDC7BG040110"	448.505039464486	269.233461254294	179.271578210192	89.9618830441024
"TRIDC5BG021830"	993.707540795804	903.307455785128	90.4000850106759	812.907370774452
"TRIDC5AG065120"	508.247043566488	467.96572040397	40.2813231625177	427.684397241453
"TRIDC3BG069030"	894.986142948098	881.45417527466	13.5319676734376	867.922207601223
"TRIDC2AG013000"	1099.39368160914	1013.42117229425	85.9725093148833	927.448662979368
"TRIDC7AG011390"	859.654310105332	794.497659602737	65.1566505025953	729.341009100142
"TRIDC5BG031640"	225.035891266129	182.723191195483	42.3127000706454	140.410491124838
"TRIDC5AG053940"	930.679969170767	916.767666991599	13.912302179168	902.855364812431
"TRIDC7AG071620"	271.032868512849	220.572285333256	50.4605831795931	170.111702153663
"TRIDC2AG047030"	102.093121528377	73.7524201190197	28.3407014093573	45.4117187096624
"TRIDC1AG030790"	33.0836046298363	26.1816906728118	6.90191395702449	19.2797767157873
"TRIDC2AG001560"	621.736003052985	609.374589439825	12.3614136131602	597.013175826665
"TRIDC7AG048970"	174.482600229243	140.331873114886	34.1507271143573	106.181146000529
"TRIDC3AG031290"	520.640528470595	383.225747477076	137.414780993518	245.810966483558
"TRIDC5AG031110"	1092.54586367705	690.247218091043	402.298645586003	287.94857250504
"TRIDC5AG060280"	1057.45285448377	969.027760769021	88.4250937147443	880.602667054277
"TRIDC7BG041060"	959.065759463433	806.254123161102	152.811636302331	653.442486858771
"TRIDC3AG047850"	1323.84807196186	997.986141555794	325.861930406069	672.124211149725
"TRIDC3AG038440"	1041.36606036503	1018.28134582468	23.0847145403512	995.196631284331
"TRIDC2AG050360"	308.176620532708	224.292905703543	83.8837148291647	140.409190874379
"TRIDC5AG063670"	108.362318196172	79.0020001592668	29.3603180369055	49.6416821223614
"TRIDC2AG070390"	449.222216249352	418.857664731002	30.3645515183499	388.493113212652
"TRIDC5BG021070"	1140.84107289531	1056.13281768183	84.7082552134825	971.424562468349
"TRIDC6BG052020"	954.966194577073	658.446953122561	296.519241454512	361.927711668049
"TRIDC5BG075600"	57.9992221884136	9.02867530387905	48.9705468845345	-39.9418715806555
"TRIDC4BG012780"	787.695106078877	724.914893112871	62.7802129660058	662.134680146865
"TRIDC1AG060830"	1237.46856464652	1202.60733262401	34.8612320225086	1167.74610060151
"TRIDC5BG082550"	105.794599309816	97.6077896495062	8.18680966030998	89.4209799891962
"TRIDC5AG058500"	557.777957958773	547.735726578659	10.0422313801143	537.693495198544
"TRIDC1AG046210"	59.0851849346702	25.6599218159476	33.4252631187226	-7.76534130277505
"TRIDC6BG050210"	798.527408560106	451.792271308629	346.735137251476	105.057134057153
"TRIDC3BG069300"	239.873470182198	112.272672088359	127.600798093838	-15.3281260054788
"TRIDC7AG059070"	464.411636185615	406.544110466508	57.8675257191079	348.6765847474
"TRIDC1AG007770"	928.070509408999	755.926859466351	172.143649942648	583.783209523703
"TRIDC3AG048220"	814.288069884297	733.168933496638	81.119136387659	652.049797108979
"TRIDC5BG012890"	716.801223582756	649.854784781567	66.9464388011892	582.908345980378
"TRIDC5BG023850"	1269.31381782246	1222.77434615917	46.5394716632843	1176.23487449589
"TRIDC4BG057960"	44.6208258534308	42.0310367974242	2.58978905600664	39.4412477414175
"TRIDC2AG056930"	292.031703123439	107.116069499365	184.915633624074	-77.7995641247095
"TRIDC4BG007090"	1246.92961300266	1081.8005762309	165.129036771752	916.671539459153
"TRIDC6AG037400"	372.57132444233	345.082490542378	27.4888338999514	317.593656642427
"TRIDC5BG043690"	228.705137123603	196.338127642558	32.3670094810445	163.971118161514
"TRIDC4AG013170"	120.034755421361	16.419195676154	103.615559745207	-87.1963640690529
"TRIDC4BG031520"	1497.48128129059	1473.29047491857	24.1908063720211	1449.09966854655
"TRIDC3AG034200"	209.028071890036	176.133339709386	32.89473218065	143.238607528736
"TRIDC3BG047130"	1482.58882873333	1241.29057209048	241.298256642848	999.992315447631
"TRIDC5AG073570"	683.092986628484	439.80142226134	243.291564367144	196.509857894196
"TRIDC5AG068340"	969.63810219977	843.333382035652	126.304720164118	717.028661871534
"TRIDC3AG000920"	396.840053558461	334.249723437652	62.5903301208086	271.659393316843
"TRIDC5AG020060"	794.889126478779	390.876743867769	404.01238261101	-13.1356387432413
"TRIDC6BG062830"	891.441794462531	611.767563583692	279.674230878838	332.093332704854
"TRIDC7BG058240"	982.365138959845	905.765545344458	76.5995936153864	829.165951729072
"TRIDC4AG041670"	1037.59217911616	1020.16957958935	17.4225995268154	1002.74698006253
"TRIDC7AG030690"	490.89594258367	306.862176393409	184.033766190262	122.828410203147
"TRIDC1BG031690"	13.6028823723088	10.3895888714942	3.21329350081458	7.17629537067963
"TRIDC2BG037330"	290.279300782243	148.44892687422	141.830373908023	6.61855296619717
"TRIDC3BG055130"	929.060481342658	863.79815472198	65.2623266206781	798.535828101302
"TRIDC2AG045510"	116.694969040353	60.1222342314275	56.5727348089253	3.54949942250218
"TRIDC2BG069320"	396.078912663653	355.230778722145	40.8481339415079	314.382644780637
"TRIDC3AG054000"	318.993656208346	310.111898549998	8.88175765834762	301.230140891651
"TRIDC6AG055890"	150.856306489326	139.055444072632	11.8008624166937	127.254581655938
"TRIDC7AG048010"	194.511494713468	68.1828849176992	126.328609795768	-58.1457248780692
"TRIDC3BG034720"	978.208379545504	910.940717166454	67.2676623790493	843.673054787405
"TRIDC1BG054490"	1068.80489907894	775.578052533924	293.226846545019	482.351205988904
"TRIDC3AG035990"	554.167116582741	482.929996533559	71.2371200491824	411.692876484376
"TRIDC1BG032020"	955.595255774322	650.662686346235	304.932569428087	345.730116918148
"TRIDC2AG046080"	909.420036282531	898.290656347498	11.1293799350334	887.161276412464
"TRIDC7BG025950"	429.286697303358	345.433737928299	83.8529593750599	261.580778553239
"TRIDC6AG047230"	680.262586712597	619.684181874745	60.5784048378517	559.105777036894
"TRIDC5AG034350"	70.7736179897152	48.8609305135796	21.9126874761356	26.948243037444
"TRIDC3BG030830"	18.0711062265224	6.99768908652891	11.0734171399935	-4.07572805346461
"TRIDC5BG076900"	672.644046949012	532.610856730057	140.033190218956	392.577666511101
"TRIDC5AG003030"	31.046647192331	21.3818313954865	9.66481579684452	11.717015598642
"TRIDC5AG069060"	606.760395640792	514.326167780008	92.4342278607839	421.891939919224
"TRIDC4BG029570"	326.741433846457	303.065259198437	23.6761746480192	279.389084550418
"TRIDC1AG030250"	1053.55673793566	594.655248461687	458.901489473976	135.753758987711
"TRIDC1BG041580"	176.37328327417	149.504231521122	26.8690517530479	122.635179768074
"TRIDC1BG074390"	229.521260461955	184.399539529351	45.121720932604	139.277818596747
"TRIDC7AG047300"	559.414532463806	481.530846977598	77.883685486208	403.64716149139
"TRIDC4BG043350"	82.547074542631	73.8845225581417	8.66255198448934	65.2219705736523
"TRIDC2AG081760"	623.531525635037	319.252741195824	304.278784439213	14.9739567566108
"TRIDC4AG003810"	1139.84538343033	997.101747721072	142.743635709255	854.358112011817
"TRIDC1AG021400"	711.773536011522	669.983728298187	41.7898077133342	628.193920584853
"TRIDC2AG038470"	4.83480312754536	0.0936022987425673	4.7412008288028	-4.64759853006023
"TRIDC2AG069660"	585.341333826716	531.171238671297	54.1700951554195	477.001143515877
"TRIDC4BG049360"	327.209647858374	214.404406425958	112.805241432416	101.599164993542
"TRIDC1BG059370"	1081.47364256371	949.727351449532	131.746291114179	817.981060335353
"TRIDC3AG042430"	16.5158968339702	10.5402239061634	5.97567292780678	4.5645509783566
"TRIDC1AG040300"	687.854784727313	620.454683641048	67.4001010862652	553.054582554783
"TRIDC5BG060040"	66.1517341854521	47.6176127497453	18.5341214357069	29.0834913140384
"TRIDC1BG035830"	16.0697834969112	11.1937650462507	4.87601845066045	6.31774659559025
"TRIDC2AG075890"	657.097862081891	585.217750742098	71.8801113397934	513.337639402304
"TRIDC2BG033060"	986.115206009968	910.801792064034	75.3134139459343	835.488378118099
"TRIDC1AG017270"	939.504277180518	850.260303893182	89.2439732873368	761.016330605845
"TRIDC1AG024190"	967.031636103426	874.264761314765	92.7668747886606	781.497886526104
"TRIDC3BG067930"	621.83689779179	575.771052846001	46.0658449457894	529.705207900211
"TRIDC1BG035430"	1138.67222824182	1021.16933689537	117.502891346447	903.666445548921
"TRIDC6AG000070"	1495.11465383646	1457.73851948722	37.3761343492411	1420.36238513798
"TRIDC5AG034280"	844.370748014839	717.461493688097	126.909254326742	590.552239361355
"TRIDC7AG035610"	554.187900605243	490.850476831195	63.3374237740479	427.513053057147
"TRIDC1AG000840"	190.459081257699	26.7041239684433	163.754957289255	-137.050833320812
"TRIDC3BG056640"	1162.99785784667	964.277738205731	198.72011964094	765.557618564791
"TRIDC7AG030920"	32.924800860145	16.5694995148932	16.3553013452518	0.21419816964135
"TRIDC1BG058900"	17.5880310329481	13.6236696368155	3.96436139613264	9.65930824068285
"TRIDC3BG059550"	1155.94409382993	1128.64066663865	27.3034271912722	1101.33723944738
"TRIDC6BG054050"	39.1123138443639	29.0035899180919	10.108723926272	18.8948659918199
"TRIDC6BG038490"	908.712045333254	850.747995860402	57.9640494728521	792.783946387549
"TRIDC2BG083740"	317.663393167786	278.384201142818	39.2791920249688	239.105009117849
"TRIDC4AG014630"	17.5351328779272	2.06069682400765	15.4744360539196	-13.4137392299119
"TRIDC2BG033290"	774.169070653847	762.379959359905	11.789111293942	750.590848065963
"TRIDC5BG059990"	718.338287059267	706.992746336123	11.3455407231445	695.647205612978
"TRIDC3BG071990"	913.732845015361	648.693763146375	265.039081868986	383.654681277389
"TRIDC1AG057940"	705.427855031398	499.834973031163	205.592882000235	294.242091030928
"TRIDC5AG046950"	337.749710720931	129.545368155189	208.204342565741	-78.6589744105517
"TRIDC5BG072210"	84.2674499123266	71.3407342195766	12.9267156927501	58.4140185268265
"TRIDC2BG029530"	1040.33933026856	966.605292749461	73.7340375190984	892.871255230363
"TRIDC1BG005670"	707.119133457174	547.056438554375	160.062694902799	386.993743651577
"TRIDC4AG029660"	771.215794116045	704.222839031497	66.9929550845482	637.229883946949
"TRIDC5AG038930"	1054.46955291878	963.722543243599	90.7470096751812	872.975533568418
"TRIDC6BG054890"	309.960551544437	286.102772810569	23.8577787338677	262.244994076701
"TRIDC2AG077130"	79.8267867595421	68.6685295810797	11.1582571784624	57.5102724026172
"TRIDC4BG049440"	871.238079097768	607.939150017096	263.298929080672	344.640220936424
"TRIDC2BG025550"	926.675300905181	865.229645989448	61.4456549157323	803.783991073716
"TRIDC5AG016290"	683.46790202854	642.041532148859	41.4263698796804	600.615162269179
"TRIDC3BG045590"	1201.2764292861	1098.4792285256	102.797200760501	995.682027765098
"TRIDC2AG028250"	1065.82663086358	964.597724292838	101.228906570744	863.368817722094
"TRIDC1BG061190"	1076.32359163599	980.585571776253	95.7380198597335	884.84755191652
"TRIDC1AG039150"	669.700577677719	617.727819406094	51.9727582716251	565.755061134469
"TRIDC3AG052750"	882.933228086187	872.665076380134	10.2681517060528	862.396924674081
"TRIDC6BG062030"	325.483815949853	154.199207637385	171.284608312468	-17.0854006750836
"TRIDC5BG038580"	169.67960069066	84.0512106373867	85.6283900532734	-1.57717941588672
"TRIDC7BG011710"	1107.80360964243	819.326706033837	288.47690360859	530.849802425246
"TRIDC2BG088420"	368.163726820225	314.625804921389	53.5379218988364	261.087883022552
"TRIDC3BG017400"	398.265759601904	304.881636439296	93.3841231626081	211.497513276688
"TRIDC2AG020680"	17.8611466074778	15.2961107922748	2.565035815203	12.7310749770718
"TRIDC3BG005760"	1290.39107935719	1277.80746955385	12.5836098033324	1265.22385975052
"TRIDC5BG080870"	777.90034357548	696.822029175543	81.0783143999364	615.743714775607
"TRIDC7BG026810"	1212.03334597583	1035.15705105339	176.876294922447	858.280756130939
"TRIDC7BG022800"	422.225565031232	213.982155766347	208.243409264884	5.73874650146331
"TRIDC1BG027010"	1111.41084279421	921.11347008312	190.297372711087	730.816097372034
"TRIDC7AG053540"	723.279389097896	53.8759290489951	669.403460048901	-615.527530999906
"TRIDC3BG067660"	221.741702747294	186.630809965746	35.110892781548	151.519917184198
"TRIDC5BG000030"	546.267759489489	460.496436651647	85.7713228378418	374.725113813805
"TRIDC3BG063140"	112.114339751355	109.049396576347	3.06494317500798	105.984453401339
"TRIDC1BG032790"	124.292667791834	69.4441852536136	54.8484825382207	14.5957027153929
"TRIDC4BG031720"	1151.63523833067	1001.04573032439	150.589508006275	850.456222318119
"TRIDC5AG010560"	555.804556994728	493.103060176313	62.7014968184149	430.401563357898
"TRIDC7BG032110"	894.67302587416	692.001306314074	202.671719560086	489.329586753988
"TRIDC5AG047570"	222.598671577436	207.55318868196	15.0454828954759	192.507705786484
"TRIDC2BG041750"	369.61303380872	363.808200646685	5.80483316203481	358.00336748465
"TRIDC4BG004110"	1312.11818888068	1279.73860317781	32.3795857028686	1247.35901747495
"TRIDC7BG026470"	740.280578127025	632.177240709511	108.103337417514	524.073903291998
"TRIDC2AG023900"	957.385786205643	585.528447927329	371.857338278314	213.671109649015
"TRIDC1BG047280"	570.670045125903	544.587710274843	26.0823348510597	518.505375423784
"TRIDC7BG002820"	473.594644290487	453.617685297066	19.9769589934209	433.640726303645
"TRIDC5AG008910"	762.000609196598	573.046329804458	188.95427939214	384.092050412318
"TRIDC1BG000530"	1139.78060892412	881.803047777105	257.977561147017	623.825486630089
"TRIDC1AG062290"	8.56885892451736	2.52778389582419	6.04107502869317	-3.51329113286898
"TRIDC4AG031200"	796.831453048773	736.603855675708	60.2275973730648	676.376258302643
"TRIDC3AG069080"	213.408663149919	34.680885598913	178.727777551006	-144.046891952093
"TRIDC6BG041950"	261.877830284538	246.245918109895	15.6319121746429	230.614005935252
"TRIDC7BG076840"	1069.30594556168	953.356995362682	115.948950198993	837.408045163689
"TRIDC2BG076730"	749.538039989757	708.548759478422	40.9892805113349	667.559478967087
"TRIDC2AG049590"	263.523307963771	242.327651631111	21.19565633266	221.131995298451
"TRIDC3AG059930"	127.785677228534	98.1767576948438	29.6089195336904	68.5678381611533
"TRIDC2BG071430"	821.656609901425	756.432072493023	65.2245374084015	691.207535084622
"TRIDC5AG000570"	474.127259970451	430.462661162561	43.6645988078899	386.798062354671
"TRIDC5BG028010"	298.273180983191	276.708645446112	21.5645355370786	255.144109909033
"TRIDC2BG016210"	417.687792127625	342.952665608414	74.7351265192115	268.217539089202
"TRIDC5AG004080"	924.702649268825	833.758824966928	90.9438243018971	742.815000665031
"TRIDC7AG037510"	1202.48368033378	1119.79537801648	82.6883023172982	1037.10707569918
"TRIDC5BG029290"	696.836364617352	647.382684504509	49.4536801128424	597.929004391667
"TRIDC4AG045690"	222.172761771356	73.6895860927068	148.483175678649	-74.793589585942
"TRIDC5AG072570"	1040.20779849527	965.176200645959	75.0315978493114	890.144602796647
"TRIDC4BG059340"	81.5532080718597	42.6659688837104	38.8872391881493	3.77872969556113
"TRIDC7AG046850"	737.909828873908	727.960863237949	9.94896563595933	718.011897601989
"TRIDC3AG070300"	684.679266045742	588.712016612008	95.9672494337341	492.744767178274
"TRIDC1AG033760"	1264.68167688745	912.194205094084	352.487471793368	559.706733300715
"TRIDC3AG023150"	1128.83280863037	942.616049553922	186.216759076443	756.399290477479
"TRIDC1AG017160"	68.9142908643408	57.2562264169359	11.6580644474049	45.598161969531
"TRIDC3AG002880"	392.378312407626	358.011201024075	34.3671113835505	323.644089640525
"TRIDC2BG030060"	513.998154814962	420.889635707048	93.1085191079142	327.781116599133
"TRIDC6BG018440"	784.120290700633	501.739429671546	282.380861029087	219.358568642459
"TRIDC3BG039990"	896.689125356538	715.230754772966	181.458370583572	533.772384189394
"TRIDC1BG021260"	1059.96453127622	988.18387319289	71.7806580833312	916.403215109559
"TRIDC2BG082110"	962.813255744398	733.858671723185	228.954584021213	504.904087701971
"TRIDC2BG043320"	812.335892831289	640.631964185613	171.703928645676	468.928035539937
"TRIDC6AG041800"	344.831652401717	327.544095120808	17.2875572809089	310.256537839899
"TRIDC2BG033700"	1149.66116606711	1136.6870722135	12.9740938536147	1123.71297835988
