genotype	aw	slope	species	treat	group	color
ES13	0.9820889	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.9820889	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.9820889	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.9905361	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.9905361	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.9958225	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.9958225	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.9958225	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.9958225	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS10	0.9958225	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.9958225	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.9958225	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.9958225	ES	T.dicoccoides	drought	Td(EST)	EST
143C	0.9960048	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.9960048	ES	H.spontaneum	drought	Hs(EST)	EST
143T	0.9960048	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.9960048	AS	H.spontaneum	drought	Hs(AST)	AST
123T	0.9973862	ES	H.spontaneum	drought	Hs(EST)	EST
WS10	1.000015	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
ES11	1.001538	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	1.001538	ES	Brachypodium	drought	Br(EST)	EST
ES13	1.001538	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	1.005352	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.005352	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.005352	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.005352	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.005352	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.005352	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.005352	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	1.005352	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.005352	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	1.005352	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.005352	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.005352	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	1.005352	ES	T.dicoccoides	drought	Td(EST)	EST
141C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
145C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
145C	1.005536	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	1.005536	AS	H.spontaneum	drought	Hs(AST)	AST
141T	1.005536	AS	H.spontaneum	drought	Hs(AST)	AST
142T	1.005536	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.005536	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.005536	AS	H.spontaneum	drought	Hs(AST)	AST
126C	1.00554	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	1.006931	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	1.006931	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119C	1.006931	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	1.006931	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	1.006931	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
181C	1.006931	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	1.006931	ES	H.spontaneum	drought	Hs(EST)	EST
147T	1.006931	AS	H.spontaneum	drought	Hs(AST)	AST
147T	1.006931	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.006931	AS	H.spontaneum	drought	Hs(AST)	AST
ES11	1.011122	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	1.011122	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	1.011122	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	1.046123	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.051706	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.051706	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.051706	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.051706	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.051706	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.051706	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.051706	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.051706	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	1.051706	ES	T.dicoccoides	drought	Td(EST)	EST
AS33	1.051886	AS	Brachypodium	well-watered	Br(ASC)	ASC
141C	1.051898	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	1.051898	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.051898	AS	H.spontaneum	drought	Hs(AST)	AST
146T	1.051898	AS	H.spontaneum	drought	Hs(AST)	AST
146T	1.051898	AS	H.spontaneum	drought	Hs(AST)	AST
123C	1.053357	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123T	1.053357	ES	H.spontaneum	drought	Hs(EST)	EST
148T	1.053357	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.053357	AS	H.spontaneum	drought	Hs(AST)	AST
ES13	1.057742	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	1.057742	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	1.072836	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS33	1.072836	AS	Brachypodium	drought	Br(AST)	AST
WS1	1.078562	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.078562	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.078562	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.078562	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.078562	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	1.078562	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.078562	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.078562	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	1.078562	ES	T.dicoccoides	drought	Td(EST)	EST
143T	1.07876	AS	H.spontaneum	drought	Hs(AST)	AST
143T	1.07876	AS	H.spontaneum	drought	Hs(AST)	AST
ES13	1.084753	ES	Brachypodium	drought	Br(EST)	EST
ES13	1.084753	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	1.084753	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	1.098901	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	1.098901	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS50	1.098901	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	1.104766	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	1.104766	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.104766	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS10	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.104766	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.104766	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.104766	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	1.104766	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	1.104766	ES	T.dicoccoides	drought	Td(EST)	EST
WS1	1.104934	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	1.104968	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	1.104968	ES	H.spontaneum	drought	Hs(EST)	EST
144T	1.104968	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.104968	AS	H.spontaneum	drought	Hs(AST)	AST
146T	1.104968	AS	H.spontaneum	drought	Hs(AST)	AST
119C	1.106501	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119C	1.106501	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	1.106501	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	1.106501	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
119T	1.106501	ES	H.spontaneum	drought	Hs(EST)	EST
147T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
147T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
149T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
150T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.106501	AS	H.spontaneum	drought	Hs(AST)	AST
WS10	1.107453	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS19	1.107453	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	1.107453	AS	Brachypodium	drought	Br(AST)	AST
WS1	1.111107	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.113363	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.113363	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	1.113363	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.113363	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.113363	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.113363	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.113363	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	1.113363	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	1.113363	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.113363	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	1.113363	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.113363	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.113363	AS	T.dicoccoides	drought	Td(AST)	AST
141C	1.113567	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	1.113567	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
124T	1.113567	ES	H.spontaneum	drought	Hs(EST)	EST
124T	1.113567	ES	H.spontaneum	drought	Hs(EST)	EST
141T	1.113567	AS	H.spontaneum	drought	Hs(AST)	AST
141T	1.113567	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.113567	AS	H.spontaneum	drought	Hs(AST)	AST
114C	1.115112	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
114C	1.115112	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	1.115112	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
148C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
149C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	1.115112	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
35T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
120T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
123T	1.115112	ES	H.spontaneum	drought	Hs(EST)	EST
148T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
149T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.115112	AS	H.spontaneum	drought	Hs(AST)	AST
AS47	1.119754	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES19	1.119754	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	1.132721	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS25	1.132721	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	1.132721	AS	Brachypodium	drought	Br(AST)	AST
WS1	1.138767	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.138767	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.138767	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.138767	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.138767	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.138767	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	1.138767	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.138767	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.138767	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.138767	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	1.138767	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
143T	1.138975	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.138975	AS	H.spontaneum	drought	Hs(AST)	AST
146T	1.138975	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	1.138979	AS	Brachypodium	well-watered	Br(ASC)	ASC
115C	1.140555	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	1.140555	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
149C	1.140555	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	1.140555	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
35T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
35T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
122T	1.140555	ES	H.spontaneum	drought	Hs(EST)	EST
149T	1.140555	AS	H.spontaneum	drought	Hs(AST)	AST
149T	1.140555	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.140555	AS	H.spontaneum	drought	Hs(AST)	AST
ES11	1.145303	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	1.145303	ES	Brachypodium	drought	Br(EST)	EST
WS8	1.171781	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	1.171781	ES	T.dicoccoides	drought	Td(EST)	EST
WS3	1.171781	ES	T.dicoccoides	drought	Td(EST)	EST
AS33	1.173627	AS	Brachypodium	drought	Br(AST)	AST
ES13	1.178507	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	1.179891	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.179891	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.179891	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.179891	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.179891	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.179891	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.179891	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WT7	1.179891	AS	T.dicoccoides	drought	Td(AST)	AST
141C	1.180106	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	1.180106	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	1.180106	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142T	1.180106	AS	H.spontaneum	drought	Hs(AST)	AST
WS10	1.181638	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS33	1.181638	AS	Brachypodium	drought	Br(AST)	AST
121C	1.181743	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115T	1.181743	ES	H.spontaneum	drought	Hs(EST)	EST
118T	1.181743	ES	H.spontaneum	drought	Hs(EST)	EST
123T	1.181743	ES	H.spontaneum	drought	Hs(EST)	EST
148T	1.181743	AS	H.spontaneum	drought	Hs(AST)	AST
WS1	1.187944	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.187944	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	1.187944	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.187944	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	1.187944	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.187944	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	1.187944	ES	T.dicoccoides	drought	Td(EST)	EST
WS1	1.235166	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.235166	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.235166	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.235166	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.235166	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.235166	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.235166	ES	T.dicoccoides	drought	Td(EST)	EST
WT7	1.235166	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	1.235166	ES	T.dicoccoides	drought	Td(EST)	EST
146C	1.235392	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	1.235392	AS	H.spontaneum	drought	Hs(AST)	AST
143T	1.235392	AS	H.spontaneum	drought	Hs(AST)	AST
AS19	1.235397	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS10	1.236264	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
121C	1.237105	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
WS1	1.242862	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	1.242862	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	1.242862	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	1.242862	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.242862	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	1.242862	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.242862	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	1.242862	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	1.242862	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
126T	1.243089	ES	H.spontaneum	drought	Hs(EST)	EST
142T	1.243089	AS	H.spontaneum	drought	Hs(AST)	AST
144T	1.243089	AS	H.spontaneum	drought	Hs(AST)	AST
WS10	1.243872	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS30	1.243872	AS	Brachypodium	drought	Br(AST)	AST
114C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
115C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
 118C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
 118C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
119C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
123C	1.244813	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
148C	1.244813	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	1.244813	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	1.244813	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	1.244813	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
35T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
115T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
119T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
119T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
119T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
119T	1.244813	ES	H.spontaneum	drought	Hs(EST)	EST
147T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
148T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
149T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
149T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
150T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
181T	1.244813	AS	H.spontaneum	drought	Hs(AST)	AST
WS1	1.249995	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	1.25051	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.25051	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	1.25051	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	1.25051	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	1.25051	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	1.25051	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	1.25051	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	1.25051	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	1.25051	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WS3	1.25051	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
141C	1.250739	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	1.250739	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
